source_file,source_text,proposed_key,target_text,notes
src/components/pc/home/PCHomeScreen.tsx,해당 사건을 클리어하면 날짜와 점수별 기록이 이곳에 저장됩니다.,pc.home.records.empty.description,完成该案件后，记录将按日期与分数显示在此。,empty desc
src/components/pc/home/PCHomeScreen.tsx,플레이 시점 / 점수,pc.home.records.timestampScore,游玩时间 / 分数,label
src/components/pc/home/PCHomeScreen.tsx,총점,pc.common.totalScore,总分,stat
src/components/pc/home/PCHomeScreen.tsx,탐구,pc.home.records.axis.inquiry,探究,axis
src/components/pc/home/PCHomeScreen.tsx,판결,pc.home.records.axis.verdict,判决,axis
src/components/pc/home/PCHomeScreen.tsx,해결,pc.home.records.axis.resolution,解决,axis
src/components/pc/home/PCHomeScreen.tsx,판결 결과 요약,pc.home.records.summary,判决结果摘要,section
src/components/pc/home/PCHomeScreen.tsx,상세 보기,pc.common.viewDetails,查看详情,button
src/components/pc/home/PCHomeScreen.tsx,리더보드,pc.home.leaderboard.title,排行榜,page title
src/components/pc/home/PCHomeScreen.tsx,현재 시즌 기준 점수와 명예의 전당 기록입니다.,pc.home.leaderboard.description,当前赛季的分数与名人堂记录。,desc
src/components/pc/home/PCHomeScreen.tsx,시즌 랭킹,pc.home.leaderboard.season.title,赛季排名,card
src/components/pc/home/PCHomeScreen.tsx,아직 시즌 기록이 없습니다.,pc.home.leaderboard.season.empty.title,暂无赛季记录。,empty
src/components/pc/home/PCHomeScreen.tsx,플레이 기록이 쌓이면 이곳에 자동 반영됩니다.,pc.home.leaderboard.season.empty.description,游玩记录累积后将自动反映在此。,empty desc
src/components/pc/home/PCHomeScreen.tsx,명예의 전당,pc.home.leaderboard.hall.title,名人堂,card
src/components/pc/home/PCHomeScreen.tsx,아직 전당 기록이 없습니다.,pc.home.leaderboard.hall.empty.title,暂无名人堂记录。,empty
src/components/pc/home/PCHomeScreen.tsx,최고 기록이 쌓이면 시즌 명예의 전당이 채워집니다.,pc.home.leaderboard.hall.empty.description,最佳成绩累积后将填入赛季名人堂。,empty desc
src/components/pc/home/PCHomeScreen.tsx,설정,pc.home.settings.title,设置,page title
src/components/pc/home/PCHomeScreen.tsx,"오디오, 텍스트 속도, AI 연결 상태를 관리합니다.",pc.home.settings.description,管理音频、文本速度与 AI 连接状态。,desc
src/components/pc/home/PCHomeScreen.tsx,화면,pc.home.settings.screen,画面,card title
src/components/pc/home/PCHomeScreen.tsx,해상도 프리셋,pc.home.settings.resolutionPreset,分辨率预设,label
src/components/pc/home/PCHomeScreen.tsx,선택한 해상도에 맞춰 좌우 패널이 단계적으로 조정됩니다,pc.home.settings.resolutionPresetDescription,左右面板将根据所选分辨率分级调整。,desc
src/components/pc/home/PCHomeScreen.tsx,배경음,pc.home.settings.bgm,背景音,toggle
src/components/pc/home/PCHomeScreen.tsx,타이틀과 플레이 배경음,pc.home.settings.bgmDescription,标题与游玩背景音乐,toggle desc
src/components/pc/home/PCHomeScreen.tsx,효과음,pc.home.settings.sfx,音效,toggle
src/components/pc/home/PCHomeScreen.tsx,상호작용과 판결 효과음,pc.home.settings.sfxDescription,交互与判决音效,toggle desc
src/components/pc/home/PCHomeScreen.tsx,게임 플레이,pc.home.settings.gameplay,游戏,card title
src/components/pc/home/PCHomeScreen.tsx,행동 힌트,pc.home.settings.actionHint,行动提示,label
src/components/pc/home/PCHomeScreen.tsx,대사 자동 진행,pc.home.settings.dialogueAuto,对话自动推进,label
src/components/pc/home/PCHomeScreen.tsx,텍스트 속도,pc.home.settings.textSpeed,文本速度,label
src/components/pc/home/PCHomeScreen.tsx,대사 표시와 타이핑 속도,pc.home.settings.textSpeedDescription,对话显示与打字速度,desc
src/components/pc/home/PCHomeScreen.tsx,AI 연결,pc.home.settings.aiConnection,AI 连接,label
src/components/pc/home/PCHomeScreen.tsx,다음 충전,pc.home.settings.nextRecharge,下次补充,label
src/components/pc/home/PCHomeScreen.tsx,연결 다시 확인,pc.home.settings.recheck,重新检查,button
src/components/pc/home/PCHomeScreen.tsx,확인 중…,pc.common.checking,检查中…,loading
src/components/pc/home/PCHomeScreen.tsx,뒤로,pc.common.back,返回,back button
src/components/pc/home/PCHomeScreen.tsx,지금 해상도를 유지하시겠습니까?,pc.home.resolutionConfirm.title,保持当前分辨率？,modal title
src/components/pc/home/PCHomeScreen.tsx,초 후 이전 해상도로 돌아갑니다.,pc.home.resolutionConfirm.body,{count} 秒后将自动恢复原分辨率。,"composed; refactor to use {count} placeholder"
src/components/pc/home/PCHomeScreen.tsx,예,pc.common.yes,是,confirm
src/components/pc/home/PCHomeScreen.tsx,아니요,pc.common.no,否,cancel
src/components/pc/home/PCHomeScreen.tsx,전설,pc.rating.legendary,传奇,rating
src/components/pc/home/PCHomeScreen.tsx,우수,pc.rating.excellent,优秀,rating
src/components/pc/home/PCHomeScreen.tsx,양호,pc.rating.good,良好,rating
src/components/pc/home/PCHomeScreen.tsx,보통,pc.rating.average,一般,rating
src/components/pc/home/PCHomeScreen.tsx,미흡,pc.rating.poor,不足,rating
src/components/pc/home/PCCaseBrief.tsx,사건 목록,pc.caseBrief.backToList,案件列表,back button
src/components/pc/home/PCCaseBrief.tsx,주요 쟁점,pc.caseBrief.disputes.title,主要争议点,section
src/components/pc/home/PCCaseBrief.tsx,심문 과정에서 추가 쟁점이 드러날 수 있습니다,pc.caseBrief.disputes.hint,讯问过程中可能浮现新的争议点,hint
src/components/pc/home/PCCaseBrief.tsx,초기 증거,pc.caseBrief.evidence.title,初始证据,section
src/components/pc/home/PCCaseBrief.tsx,초기 증거가 아직 지정되지 않았습니다,pc.caseBrief.evidence.empty,尚未指定初始证据,empty
src/components/pc/home/PCCaseBrief.tsx,사건 입장하기,pc.caseBrief.enter,进入案件,button
src/components/pc/home/PCCaseBrowser.tsx,뒤로,pc.common.back,返回,back button
src/components/pc/home/PCCaseBrowser.tsx,완료 기록만,pc.caseBrowser.completedFilter,仅显示已完成,toggle
src/components/pc/home/PCCaseBrowser.tsx,???,pc.caseBrowser.scoreUnknown,???,placeholder; keep verbatim
src/components/pc/home/PCCaseBrowser.tsx,좌측에서 사건을 선택하세요.,pc.caseBrowser.empty,请从左侧选择案件。,empty
src/components/pc/home/PCCaseBrowser.tsx,주요 쟁점,pc.caseBrief.disputes.title,主要争议点,shared key
src/components/pc/home/PCCaseBrowser.tsx,심문 과정에서 추가 쟁점이 드러날 수 있습니다,pc.caseBrief.disputes.hint,讯问过程中可能浮现新的争议点,shared key
src/components/pc/home/PCCaseBrowser.tsx,초기 증거,pc.caseBrief.evidence.title,初始证据,shared key
src/components/pc/home/PCCaseBrowser.tsx,초기 증거 미지정,pc.caseBrowser.evidence.empty,初始证据未指定,shorter variant
src/components/pc/home/PCCaseBrowser.tsx,최고 기록,pc.caseBrowser.bestRecord,最高记录,label
src/components/pc/home/PCCaseBrowser.tsx,사건 입장하기,pc.caseBrief.enter,进入案件,shared key
src/components/pc/home/PCIntroSlides.tsx,솔로몬의 딜레마,splash.title,所罗门的两难,reuse
src/components/pc/home/PCIntroSlides.tsx,건너뛰기,pc.common.skip,跳过,button
src/components/pc/home/PCIntroSlides.tsx,이전,pc.common.previous,上一步,button
src/components/pc/home/PCIntroSlides.tsx,다음,pc.common.next,下一步,button
src/components/pc/home/PCIntroSlides.tsx,로비 입장,pc.intro.enterLobby,进入大厅,finish button
src/components/pc/home/PCLobbyOverlay.tsx,닫기,pc.common.close,关闭,close button
src/components/pc/home/pcHomeShared.ts,무작위,pc.relationship.random,随机,category
src/components/pc/home/pcHomeShared.ts,부부,pc.relationship.spouse,夫妻,category
src/components/pc/home/pcHomeShared.ts,가족,pc.relationship.family,家人,category
src/components/pc/home/pcHomeShared.ts,친구,pc.relationship.friend,朋友,category
src/components/pc/home/pcHomeShared.ts,이웃,pc.relationship.neighbor,邻里,category
src/components/pc/home/pcHomeShared.ts,동업,pc.relationship.business,合伙,category
src/components/pc/home/pcHomeShared.ts,세입자,pc.relationship.tenant,房客,category
src/components/pc/home/pcHomeShared.ts,직장,pc.relationship.workplace,职场,category
src/components/pc/home/pcHomeShared.ts,헤드라인,pc.relationship.headline,头条,category
src/components/pc/home/pcHomeShared.ts,온라인,pc.relationship.online,网络,category
src/components/pc/home/pcHomeShared.ts,의료·교육,pc.relationship.medicalEducation,医疗·教育,category
src/components/pc/home/pcHomeShared.ts,공공·제도,pc.relationship.publicSystem,公共·制度,category
src/components/pc/home/pcHomeShared.ts,연인,pc.relationship.lover,恋人,category
src/components/pc/home/pcHomeShared.ts,가장 가깝고도 먼 사이,pc.session.spouse.tagline,最近也最远的关系,tagline
src/components/pc/home/pcHomeShared.ts,"사랑, 생활비, 침묵이 한 식탁에서 부딪힙니다.",pc.session.spouse.description,爱、生活费与沉默在同一张餐桌上交锋。,desc
src/components/pc/home/pcHomeShared.ts,가까워서 더 쉽게 상처가 남는 관계,pc.session.family.tagline,越亲近越容易留下伤痕的关系,tagline
src/components/pc/home/pcHomeShared.ts,"돌봄과 기대, 의무와 애틋함이 서로를 시험합니다.",pc.session.family.description,照料与期待、义务与依恋彼此试探。,desc
src/components/pc/home/pcHomeShared.ts,편함과 선 넘음의 한 끗 차이,pc.session.friend.tagline,亲近与越界只有一线之差,tagline
src/components/pc/home/pcHomeShared.ts,"우정과 거래가 겹치는 순간, 감정의 온도가 달라집니다.",pc.session.friend.description,当友情和交易重叠，情感的温度悄然改变。,desc
src/components/pc/home/pcHomeShared.ts,문 하나 사이의 생활 전쟁,pc.session.neighbor.tagline,一扇门之隔的生活角力,tagline
src/components/pc/home/pcHomeShared.ts,"소음과 시선, 경계와 배려가 일상 전체를 흔듭니다.",pc.session.neighbor.description,噪音、目光、边界与体谅，撼动整段日常。,desc
src/components/pc/home/pcHomeShared.ts,돈과 믿음이 어긋나는 순간,pc.session.business.tagline,金钱与信任错位的瞬间,tagline
src/components/pc/home/pcHomeShared.ts,"정산과 분담, 약속과 책임이 서로 다른 계산을 드러냅니다.",pc.session.business.description,结算与分担、约定与责任，呈现各自的算计。,desc
src/components/pc/home/pcHomeShared.ts,계약서 밖에서 터지는 현실,pc.session.tenant.tagline,合同之外发生的现实,tagline
src/components/pc/home/pcHomeShared.ts,"보증금, 하자, 책임 회피가 좁은 공간 안에서 충돌합니다.",pc.session.tenant.description,押金、瑕疵、推卸责任在狭窄空间里相撞。,desc
src/components/pc/home/pcHomeShared.ts,기록과 관계가 동시에 흔들리는 자리,pc.session.workplace.tagline,记录与关系同时动摇之地,tagline
src/components/pc/home/pcHomeShared.ts,"메일과 규정, 평가와 소문이 일의 얼굴을 바꿔 놓습니다.",pc.session.workplace.description,邮件、规章、考核与流言，悄然改写工作的面貌。,desc
src/components/pc/home/pcHomeShared.ts,세상이 보는 사건은 무게가 다르다,pc.session.headline.tagline,世人眼中的事件分量不同,tagline
src/components/pc/home/pcHomeShared.ts,공개성과 파장이 커질수록 판단은 더 무거워집니다.,pc.session.headline.description,公开度与波及越大，判断也愈发沉重。,desc
src/components/pc/home/pcHomeShared.ts,화면 밖 진실은 더 늦게 드러난다,pc.session.online.tagline,屏幕之外的真相迟来一步,tagline
src/components/pc/home/pcHomeShared.ts,"댓글과 게시물, 캡처와 여론이 사건의 흐름을 바꿉니다.",pc.session.online.description,评论、帖子、截图与舆论，改写事件走向。,desc
src/components/pc/home/pcHomeShared.ts,믿고 맡긴 만큼 더 무거워지는 책임,pc.session.medicalEducation.tagline,托付越多，责任越重,tagline
src/components/pc/home/pcHomeShared.ts,"전문성, 보호 의무, 해명의 온도가 정면으로 충돌합니다.",pc.session.medicalEducation.description,专业、保护义务与解释的温度，正面相撞。,desc
src/components/pc/home/pcHomeShared.ts,제도가 흔들리면 모두가 불안해진다,pc.session.publicSystem.tagline,制度动摇时，所有人都不安,tagline
src/components/pc/home/pcHomeShared.ts,공적 절차와 개인의 사정이 같은 장면 안에서 맞붙습니다.,pc.session.publicSystem.description,公共程序与个人处境在同一画面交锋。,desc
src/components/pc/home/pcHomeShared.ts,"사랑과 의심 사이, 감정이 증거가 되는 순간",pc.session.lover.tagline,爱与怀疑之间，情绪化为证据,tagline
src/components/pc/home/pcHomeShared.ts,"약속과 배신, 질투와 진심이 가장 가까운 사이를 시험합니다.",pc.session.lover.description,约定与背叛、嫉妒与真心，考验最亲近的关系。,desc
src/components/pc/home/pcHomeShared.ts,현대판 솔로몬이 되어 갈등을 해결해주세요.,pc.intro.slide1.title,化身现代所罗门，化解纷争。,intro
src/components/pc/home/pcHomeShared.ts,"질문, 증거, 판단을 연결하며 서로 다른 진실을 가려내는 모의 재판 게임입니다.",pc.intro.slide1.body,通过提问、证据与判断串联，分辨彼此不同真相的模拟法庭游戏。,intro
src/components/pc/home/pcHomeShared.ts,옳고 그름 보다 어긋난 진실에 집중하세요.,pc.intro.slide2.title,比起对错，更要聚焦错位的真相。,intro
src/components/pc/home/pcHomeShared.ts,"감정과 기록, 침묵과 변명, 계산과 오해가 서로 다른 얼굴을 드러냅니다.",pc.intro.slide2.body,情绪与记录、沉默与辩解、计算与误会，会展现不同的面孔。,intro
src/components/pc/home/pcHomeShared.ts,"질문하고, 증거를 제시하고, 흐름에 집중해주세요.",pc.intro.slide3.title,提问、出示证据，专注于走向。,intro
src/components/pc/home/pcHomeShared.ts,"중요한 것은 정보의 양이 아니라, 파편화 된 단서의 연결입니다.",pc.intro.slide3.body,关键不在信息的多寡，而在于把碎片化的线索连起来。,intro
src/components/pc/home/pcHomeShared.ts,첫 사건이 당신을 기다리고 있습니다!,pc.intro.slide4.title,第一桩案件正在等待您！,intro
src/components/pc/home/pcHomeShared.ts,원하는 사건을 선택하여 지금 바로 재판을 시작할 수 있습니다.,pc.intro.slide4.body,选择想要审理的案件，立即开始庭审。,intro
src/components/pc/home/pcHomeShared.ts,곧 충전,pc.common.recharging,即将补充,countdown
src/components/pc/home/pcHomeShared.ts,쉬움,pc.difficulty.easy,简单,difficulty
src/components/pc/home/pcHomeShared.ts,어려움,pc.difficulty.hard,困难,difficulty
src/components/pc/home/pcHomeShared.ts,보통,pc.difficulty.normal,普通,difficulty
src/components/pc/home/pcHomeShared.ts,외,pc.common.moreCount,等 {count} 项,"composed; refactor to template — KO suffix 외 cannot be reused literally"
src/components/pc/settings/PCSettingsPanel.tsx,화면,pc.settings.category.screen,画面,nav
src/components/pc/settings/PCSettingsPanel.tsx,오디오,pc.settings.category.audio,音频,nav
src/components/pc/settings/PCSettingsPanel.tsx,게임플레이,pc.settings.category.gameplay,游戏玩法,nav
src/components/pc/settings/PCSettingsPanel.tsx,데이터,pc.settings.category.data,数据,nav
src/components/pc/settings/PCSettingsPanel.tsx,언어,pc.settings.category.language,语言,nav
src/components/pc/settings/PCSettingsPanel.tsx,접근성,pc.settings.category.accessibility,辅助功能,nav
src/components/pc/settings/PCSettingsPanel.tsx,키보드,pc.settings.category.keyboard,键盘,nav
src/components/pc/settings/PCSettingsPanel.tsx,계정,pc.settings.category.account,账号,nav
src/components/pc/settings/PCSettingsPanel.tsx,정보,pc.settings.category.about,关于,nav
src/components/pc/settings/PCSettingsPanel.tsx,준비 중,pc.settings.previewBadge,准备中,badge
src/components/pc/settings/PCSettingsPanel.tsx,설정,pc.settings.modal.label,设置,modal label
src/components/pc/settings/PCSettingsPanel.tsx,닫기 (Esc),pc.common.closeEsc,关闭 (Esc),aria/title
src/components/pc/settings/PCSettingsPanel.tsx,설정 카테고리,pc.settings.navLabel,设置类别,nav aria
src/components/pc/settings/PCSettingsPanel.tsx,화면,pc.settings.screen.title,画面,section title
src/components/pc/settings/PCSettingsPanel.tsx,해상도 · 풀스크린 · UI 표시 옵션,pc.settings.screen.description,分辨率·全屏·UI 显示选项,desc
src/components/pc/settings/PCSettingsPanel.tsx,해상도 프리셋,pc.settings.screen.preset,分辨率预设,label
src/components/pc/settings/PCSettingsPanel.tsx,선택한 해상도에 맞춰 좌우 패널 레이아웃이 단계적으로 조정됩니다.,pc.settings.screen.presetDescription,左右面板布局会根据所选分辨率分级调整。,desc
src/components/pc/settings/PCSettingsPanel.tsx,Auto (자동 감지),pc.settings.screen.autoOption,自动 (Auto),option
src/components/pc/settings/PCSettingsPanel.tsx,현재 UI 단계:,pc.settings.screen.currentBucket,当前 UI 等级：,label
src/components/pc/settings/PCSettingsPanel.tsx,오디오,pc.settings.audio.title,音频,title
src/components/pc/settings/PCSettingsPanel.tsx,배경음 · 효과음 · 음소거 옵션,pc.settings.audio.description,背景音·音效·静音选项,desc
src/components/pc/settings/PCSettingsPanel.tsx,사운드,pc.settings.audio.sound,声音,group
src/components/pc/settings/PCSettingsPanel.tsx,배경음 (BGM),pc.settings.audio.bgm,背景音 (BGM),toggle
src/components/pc/settings/PCSettingsPanel.tsx,법정 배경 음악을 재생합니다.,pc.settings.audio.bgmDescription,播放法庭背景音乐。,desc
src/components/pc/settings/PCSettingsPanel.tsx,효과음 (SFX),pc.settings.audio.sfx,音效 (SFX),toggle
src/components/pc/settings/PCSettingsPanel.tsx,버튼·상태 전이 등 인터랙션 사운드를 재생합니다.,pc.settings.audio.sfxDescription,播放按钮与状态切换等交互音效。,desc
src/components/pc/settings/PCSettingsPanel.tsx,게임플레이,pc.settings.gameplay.title,游戏玩法,title
src/components/pc/settings/PCSettingsPanel.tsx,텍스트 속도 · 자동 진행 · 행동 힌트,pc.settings.gameplay.description,文本速度·自动推进·行动提示,desc
src/components/pc/settings/PCSettingsPanel.tsx,진행,pc.settings.gameplay.progression,进行,group
src/components/pc/settings/PCSettingsPanel.tsx,행동 힌트 표시,pc.settings.gameplay.hintLabel,显示行动提示,toggle
src/components/pc/settings/PCSettingsPanel.tsx,심문/증거 행동 선택지에 추천 힌트를 표시합니다.,pc.settings.gameplay.hintDescription,在讯问/证据行动选项上显示推荐提示。,desc
src/components/pc/settings/PCSettingsPanel.tsx,대사 자동 진행,pc.settings.gameplay.autoLabel,对话自动推进,toggle
src/components/pc/settings/PCSettingsPanel.tsx,스크립트 대사를 자동으로 다음 줄로 넘깁니다.,pc.settings.gameplay.autoDescription,让脚本对话自动跳转到下一行。,desc
src/components/pc/settings/PCSettingsPanel.tsx,텍스트 속도,pc.settings.gameplay.textSpeed,文本速度,group
src/components/pc/settings/PCSettingsPanel.tsx,대사 타이핑 효과의 속도를 조정합니다.,pc.settings.gameplay.textSpeedDescription,调整对话打字效果的速度。,desc
src/components/pc/settings/PCSettingsPanel.tsx,빠름,pc.settings.gameplay.speed.fast,快速,option
src/components/pc/settings/PCSettingsPanel.tsx,보통,pc.settings.gameplay.speed.normal,普通,option
src/components/pc/settings/PCSettingsPanel.tsx,느림,pc.settings.gameplay.speed.slow,慢速,option
src/components/pc/settings/PCSettingsPanel.tsx,데이터,pc.settings.data.title,数据,title
src/components/pc/settings/PCSettingsPanel.tsx,저장 데이터 내보내기 · 초기화,pc.settings.data.description,导出存档·重置数据,desc
src/components/pc/settings/PCSettingsPanel.tsx,백업 / 복원,pc.settings.data.backup,备份 / 还原,group
src/components/pc/settings/PCSettingsPanel.tsx,JSON 내보내기,pc.settings.data.exportLabel,导出 JSON,label
src/components/pc/settings/PCSettingsPanel.tsx,현재 진행 상태(로컬 저장소)를 JSON 파일로 다운로드합니다.,pc.settings.data.exportDescription,将当前进度（本地存储）下载为 JSON 文件。,desc
src/components/pc/settings/PCSettingsPanel.tsx,내보내기,pc.settings.data.exportButton,导出,button
src/components/pc/settings/PCSettingsPanel.tsx,초기화,pc.settings.data.resetGroup,重置,group
src/components/pc/settings/PCSettingsPanel.tsx,진행 데이터 초기화,pc.settings.data.resetLabel,重置进度数据,label
src/components/pc/settings/PCSettingsPanel.tsx,저장 슬롯·사건 진행·재판관 성향·도전과제·프로필을 모두 삭제합니다. 되돌릴 수 없습니다.,pc.settings.data.resetDescription,将删除存档槽、案件进度、裁判官倾向、成就与档案，操作不可撤销。,desc
src/components/pc/settings/PCSettingsPanel.tsx,초기화,pc.settings.data.resetButton,重置,button
src/components/pc/settings/PCSettingsPanel.tsx,처리 중…,pc.common.processing,处理中…,loading
src/components/pc/settings/PCSettingsPanel.tsx,정보,pc.settings.about.title,关于,title
src/components/pc/settings/PCSettingsPanel.tsx,버전 · 크레딧 · 라이선스,pc.settings.about.description,版本·制作人员·授权信息,desc
src/components/pc/settings/PCSettingsPanel.tsx,버전,pc.settings.about.version,版本,group
src/components/pc/settings/PCSettingsPanel.tsx,빌드,pc.settings.about.build,构建,label
src/components/pc/settings/PCSettingsPanel.tsx,v0.x — 개발 중 (PC 베타),pc.settings.about.buildValue,v0.x — 开发中 (PC Beta),value
src/components/pc/settings/PCSettingsPanel.tsx,엔진,pc.settings.about.engine,引擎,label
src/components/pc/settings/PCSettingsPanel.tsx,React 19 · TypeScript 5.9 · Vite 8,pc.settings.about.engineValue,React 19 · TypeScript 5.9 · Vite 8,keep English
src/components/pc/settings/PCSettingsPanel.tsx,크레딧,pc.settings.about.credits,制作人员,group
src/components/pc/settings/PCSettingsPanel.tsx,솔로몬 법정 — AI 둘의 싸움을 인간 지혜로 재판하는 리플레이형 추리 게임,pc.settings.about.creditsBody,所罗门的法庭 — 以人类智慧裁决两个 AI 之争的回放推理游戏,credits body
src/components/pc/settings/PCSettingsPanel.tsx,라이선스,pc.settings.about.license,授权,group
src/components/pc/settings/PCSettingsPanel.tsx,오픈소스 라이브러리 · 폰트 · 에셋 정보 (개발 중),pc.settings.about.licenseBody,开源库·字体·素材信息（开发中）,desc
src/components/pc/settings/PCSettingsPanel.tsx,이 카테고리는 다음 사이클에서 옵션이 추가됩니다.,pc.settings.previewBody,此类别将在下一周期添加更多选项。,preview msg
src/components/pc/result/PCResultScreen.tsx,전설적인 재판관,pc.rating.judge.legendary,传奇裁判官,rating
src/components/pc/result/PCResultScreen.tsx,훌륭한 재판관,pc.rating.judge.excellent,杰出裁判官,rating
src/components/pc/result/PCResultScreen.tsx,능숙한 재판관,pc.rating.judge.skilled,熟练裁判官,rating
src/components/pc/result/PCResultScreen.tsx,보통의 재판관,pc.rating.judge.average,普通裁判官,rating
src/components/pc/result/PCResultScreen.tsx,미숙한 재판관,pc.rating.judge.novice,生疏裁判官,rating
src/components/pc/result/PCResultScreen.tsx,판단 실패,pc.rating.judge.failure,判断失误,rating
