"row_id","channel","key","severity","issue_dim","kr_snippet","target_snippet","recommendation","note"
"src/data/scriptedText/family-01.ja.json::channels.dossier.entries[24-26].questionText","dossier","dc-5.a.q1 questionText","P1","D4;stance","동생 돈이었다는 사실을 몰랐다 해도 장남이니 더 받아야 한다고 여긴 마음","","ユン・テソンさん、弟のお金だったと知らなかったとしても、長男だから多く受け取るべきだと思った気持ちまでは否定しませんか。","JA questionText 누락. 가치관 표명은 자백이 아니므로 stance:admit 과잉 처리 금지."
"src/data/scriptedText/family-01.ja.json::channels.dossier.entries[27-32].questionText","dossier","dc-5.b.q1/q2 questionText","P1","D4;stance","형을 지키려 했다는 이유 / 두 형제 모두 어머니를 있는 그대로 두지 못했다","","ユン・ジョンフさん、兄を守ろうとした理由があっても、母が残した最初の比率の意味をあなたが書き換えた責任まで消えるわけではありませんよね。","JA questionText 누락. d-5 late 책임 구조 질문이 UI에서 사라짐."
"src/data/cases/generated/family-01.ja.json::duo.partyB.callTerms.toPartner","case_surface","partyB.callTerms.toPartner","P0","D6;glossary","형","タイプ","兄さん 또는 兄로 수정.","인명/호칭 치명 오역. タイプ는 '형'이 아니라 type."
"src/data/cases/generated/family-01.ja.json::evidence[0].investigationResults.check_metadata","case_surface","e-1 check_metadata","P2","D1;cultural","어머니 말년 요양 시기와 가깝습니다","母の末期療養時期に近いです。","母の晩年の療養時期に近いです。","末期 is terminal-stage nuance; family/legal context는 晩年 쪽이 자연스러움."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[0].label","scriptedAngles","angle[0].label","P1","D2","유서 작성 경위","紙を読み聞かせた場面","遺言書作成の経緯","angle[0] label이 angle[5] 내용으로 치환됨."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[3].label","scriptedAngles","angle[3].label","P1","D6;cultural","요양보호사 교체","介護士の交代","介護職員の交代","glossary locked caregiver term 준수 필요."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[6].description","scriptedAngles","angle[6].description","P1","D2","60:40 유서가 어떤 경로로 최종본이 되었는지 확인한다.","動機が何であれ、母の書類に手を加えた責任を確認する。","60対40の遺言書がどのような経路で最終版になったのかを確認する。","최종 유서 경위가 위조 책임 angle로 바뀜."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[8].description","scriptedAngles","angle[8].description","P1","D6;legal","자필 연습본과 공증본의 비율 차이","自筆練習本と公証本の比率に差","自筆下書きと公証本の比率に差が生じた理由を問う。","label은 고쳤지만 description에 non-glossary 自筆練習本 잔존."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[11].label","scriptedAngles","angle[11].label","P1","D2","어머니 통장 자금","兄の面子と沈黙","母の通帳の資金","angle[11]이 angle[15] 계열 내용으로 바뀜."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[11].description","scriptedAngles","angle[11].description","P1","D2","어머니 통장으로 보인 돈과 형제 사이의 자금 이동을 확인한다.","お金を語らなかった沈黙が、保護だったのか欺きだったのかを確認する。","母の通帳にあるように見えたお金と、兄弟間の資金移動を確認する。","d-3 money trail angle의 의미가 침묵/보호 동기 angle로 치환됨."
"src/data/scriptedAngles/family-01_angle_catalog.ja.json::angles[21].description","scriptedAngles","angle[21].description","P1","D2","두 형제가 어머니 뜻을 각자 어떻게 해석하고 왜곡했는지 확인한다.","一方だけを悪役にする構図ではなく、異なる形の責任を合わせて整理する。","二人の兄弟が母の意思をそれぞれどう解釈し、歪めたのかを確認する。","책임 구조 설명이 angle[25] 요약문으로 바뀌어 세부 의미 손실."
"src/data/dialogues/phase1/family-01.ja.json::dialogues[13].text","dialogue","phase1 dialogue[13]","P1","D6;cultural","전 요양보호사 음성도 있습니다.","元担当の介護士の音声もあります。","元介護職員の音声証言もあります。","glossary term 元介護職員の音声証言과 불일치."
"src/data/dialogues/phase1/family-01.ja.json::dialogues[20].text","dialogue","phase1 dialogue[20]","P1","D6;cultural","방문기록이랑 음성증언이 바로 그 사실입니다.","面会記録と音声証言こそ、その事実です。","訪問記録と音声証言こそ、その事実です。","요양원 방문기록 locked term과 불일치. 面会記録은 일반 면회 뉘앙스로 흐림."
"src/data/scriptedAngles/family-01_judge_questions.ja.json::judgeQuestions[79].variants[3].text","scriptedAngles","judgeq d-3 b v4","P2","D1;cultural","형에게 자금 출처를 어머니로 알도록 둔 결정","お兄様に資金の出どころをお母様だと知るようにしておいた決定","お兄様に資金の出どころを母だと思わせたままにした判断","知るようにしておいた is unnatural and weakens intentional concealment."
"src/data/scriptedAngles/family-01_judge_questions.ja.json::judgeQuestions[82].variants[1].text","scriptedAngles","judgeq d-3 a v2","P2","D1","어머니 명의로 보였다는 사실 자체가... 더 묻기 어렵게 만든 면","お母様名義に見えたという事実自体が、兄としてさらに尋ねにくくさせた面","母名義に見えたという事実自体が、兄としてさらに問いにくくした面","お母様名義 is over-honorific and syntactically heavy in judge question."
"src/data/scriptedAngles/family-01_judge_questions.ja.json::judgeQuestions[128].variants[2].text","scriptedAngles","judgeq d-5 a v3","P2","D1","본인 책임을 동생에게 옮긴 자리","ご自身の責任を弟さんへ移した場所","ご自身の責任を弟さんへ移した場面","場所 is spatial calque; 場面/ところ is natural."
"src/data/scriptedAngles/family-01_judge_questions.ja.json::judgeQuestions[131].variants[0].text","scriptedAngles","judgeq d-5 b v1","P2","D1","모든 책임의 한복판으로 모는 자리","すべての責任の真ん中へ追い込む場所","すべての責任の中心へ追い込まれていく状況","場所 repeats Korean 자리 literally and reads abstract/translationese."
"src/data/scriptedAngles/family-01_interrogation_answers.ja.json::answers[*].variants[*].text","scriptedAngles","interrogation_answers legal term","P1","D6;legal","유서 / 유언장","遺書作成の場面... (2190 occurrences)","遺言書作成 / 遺言書로 전역 통일.","§1(2): Japanese 遺書 is usually suicide note/final note; inheritance legal frame must use 遺言書."
"src/data/scriptedAngles/family-01_interrogation_answers.ja.json::answers[228-263].variants[*].text","scriptedAngles","interrogation_answers d-2 draft term","P1","D6;legal","자필 연습본","自筆練習本 (360 occurrences)","自筆下書き으로 통일.","glossary locked term 위반. 법률/문서 맥락에서 練習本은 어색함."
"src/data/scriptedText/family-01.ja.json::channels.interjection.entries[0-20].variants[*].text","scriptedText","interjection templates","P1","D2;continuity","잠깐만요, 재판관님... / 상대 발언에 대한 즉시 반박","すみません、裁判官、公証本と自筆練習本の差を理由という言葉だけで覆ってほしくありません。","interjection은 직전 발화 반박으로 재번역하고 공증본/자필본 템플릿을 제거.","즉시 끼어드는 기능이 증거축 boilerplate로 변해 continuity가 무너짐."
"src/data/scriptedText/family-01.ja.json::channels.emotional_overload.entries[*].variants[*].text","scriptedText","emotional_overload templates","P1","D2;emotion","감정 과부하 후 2턴 뒤 복귀","公証本と自筆練習本の差を思い出すと...","KO의 감정 원인과 lieState에 맞춰 재번역. 自筆下書き 용어 통일.","emotion trigger가 특정 증거축으로 과잉 고정되어 다른 dispute 감정선까지 오염."
"src/data/scriptedText/family-01.ja.json::channels.rapport_milestone.entries[*].variants[*].text","scriptedText","rapport_milestone templates","P1","D2;rapport","라포 단계별 완화/인정 발화","面会記録と元介護士の証言 / 公証本と自筆練習本 반복","rapport milestone은 신뢰 변화 발화로 재번역하고 evidence-name 템플릿을 제거.","rapport 차원이 증거 나열로 바뀌어 archetype/tone 보존 실패."
"src/data/scriptedText/family-01.ja.json::channels.contradict_milestone.entries[*].variants[*].text","scriptedText","contradict_milestone templates","P1","D2;continuity","모순 추궁 후 말 바뀜을 설명","公証本と自筆練習本の差を別の角度で受け取り直した","KO의 contradict milestone 의미로 재번역. 自筆下書き 사용.","contradiction milestone이 d-2 evidence boilerplate로 다수 치환됨."
"src/data/scriptedText/family-01.ja.json::channels.system_message.entries[*].variants[*].text","scriptedText","system_message scan","P2","D1;style","시스템 메시지 phase/case 안내","挑戦の門 / 言葉の内側へ入る 등 문학적 표현","UI 시스템 메시지는 더 짧고 기능적으로 조정: 深い質問を投げる時です 등.","§1(1): KO 자연성 지침의 번역체/신문체 회피와 연결. JA도 과장된 은유를 줄일 필요."
"src/data/scriptedText/family-01.ja.json::channels.dossier.entries[18-20].questionText","dossier","dc-4.b.q1 questionText","P2","D1;cultural","형과 관련된 민감한 가족 사정","お兄さんに関わる敏感な家族の事情","お兄さんに関わる繊細な家族事情","current text is acceptable but 敏感な家族の事情 is slightly stiff; keep hidden fact indirect."
"src/data/cases/generated/family-01.ja.json::meta.triggerAmplifier","case_surface","meta.triggerAmplifier","P2","D6;legal","공증인 메모, 자필 연습본, 오래된 계좌 흐름","公証人のメモ、自筆下書き、古い口座の流れ","公証人メモ、自筆下書き、古い口座の流れ로 evidence labels와 표기 통일.","case surface label style has 公証人のメモ while evidence label is 公証人のメモ記録; consistency pass needed."
"src/data/scriptedText/family-01.ja.json::truth-leak-manual-summary","etc","manual truth leak scope","P2","truth-leak-static-limit","detect-truth-leak --case family-01 findings 0","exact hidden keyword pre-confession findings 0","No source edit. Above P0 rows are semantic/lieState drift, not matrix exact hidden keyword leaks.","§1(3): hidden keyword 본성 정책 반영. 동기/태도/해석은 leak로 올리지 않았고, S5/late 出生の秘密 노출은 허용 범위로 판단."
