row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes
family-01-b-d-2-S0-fact-pursuit-v2,제 형이 의심하는 방식으로 내용을 바꾼 적은 없습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will speak only to what the records can openly confirm. I will not soften the part that was hardest to face.",non_party_scripted_text,D2,P0,I never changed the contents in the way my brother suspects.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S0-fact-pursuit-v5,"제 형은 제 침묵을 조작으로 읽겠지만, 없는 일을 있다고 할 수는 없습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will speak only to what the records can openly confirm. I held this in for longer than I should have, and that is what brought me here.",non_party_scripted_text,D2,P0,"My brother may read my silence as manipulation, but I cannot say something happened when it did not.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S0-fact-pursuit-v8,말을 아낀 부분은 있습니다. 유서에 제가 손댔다는 말은 지금 단계에서 받아들일 수 없습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will speak only to what the records can openly confirm. My pain was not the only thing that built this case; the documents were too.",non_party_scripted_text,D2,P0,"There are parts I kept back. At this stage, I cannot accept the claim that I tampered with the will.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S1-fact-pursuit-v2,어머님께서 쓰신 표현을 읽기 쉽게 다듬은 적은 있습니다. 그게 다입니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will admit some of it on the record and separate the parts I still need to keep careful. There is a piece of this I will own up to, while the rest still needs sorting.",non_party_scripted_text,D2,P0,I did once make Mother's wording easier to read. That is all.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S1-fact-pursuit-v5,어머니 원문이 바로 제출되기 어려워 보여서 손본 겁니다. 그 선을 넘었다고는 말씀드리지 않았습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will admit some of it on the record and separate the parts I still need to keep careful. I will keep my admission narrow and be clear about where it ends.",non_party_scripted_text,D2,P0,I revised it because Mother's original text did not look ready to submit as it was. I did not say I went beyond that line.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S1-fact-pursuit-v8,말을 아낀 건 맞습니다. 유서에 제가 손댔다는 말은 지금 단계에서 인정하지 않겠습니다. 다만 전부를 연 건 아닙니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I will admit some of it on the record and separate the parts I still need to keep careful. I will not hide behind a wall on every point, but I will be careful about which I open.",non_party_scripted_text,D2,P0,It is true I held back. I will not admit at this stage that I tampered with the will. But I have not opened everything up.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S2-fact-pursuit-v2,정리한 문서를 마지막에 제가 들고 갔습니다. 제출까지 제 손으로 한 것도 맞습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit there were parts I shortened in earlier answers at home. I will admit the middle layer and leave the core for the proper time.",non_party_scripted_text,D2,P0,I took the finalized document at the end. It is also true that I submitted it myself.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S2-fact-pursuit-v5,"문서가 어떻게 최종본이 됐는지 묻는다면, 적어도 마지막 단계에 제가 있었다고는 말씀드릴 수 있습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit there were parts I shortened in earlier answers at home. I will widen what I admit, but the central reason is still hard to put into words.",non_party_scripted_text,D2,P0,"If you are asking how the document became the final version, I can at least say I was there at the last stage.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S2-fact-pursuit-v8,말을 아낀 건 맞습니다. 서류 처리에 관여한 건 맞습니다. 말을 고르는 이유가 있습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit there were parts I shortened in earlier answers at home. I will give a fuller account, while marking what is still untouched.",non_party_scripted_text,D2,P0,It is true I held back. It is true I was involved in handling the documents. There is a reason I am choosing my words.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S3-fact-pursuit-v2,"공증 당일 절차에 제가 관여했습니다. 자필 연습본에는 제 몫 90, 형 몫 10이었고, 공증본에는 제 몫 60, 형 몫 40이 남았습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that what I held back made the suspicion stronger on his side. I admit that the way I framed it was already starting to fall apart.",non_party_scripted_text,D2,P0,I was involved in the procedure on the day of notarization. The handwritten draft had 90 for me and 10 for my brother; the notarized copy ended with 60 for me and 40 for my brother.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S3-fact-pursuit-v5,제 형이 믿어 온 방향과는 반대입니다. 저는 제 몫을 늘린 게 아니라 줄였습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that what I held back made the suspicion stronger on his side. I admit that what I am ready to say is not yet the whole truth, but it is closer.",non_party_scripted_text,D2,P0,It is the opposite of what my brother has believed. I did not increase my share; I reduced it.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S3-fact-pursuit-v8,"말을 아낀 건 맞습니다. 제 몫 90, 형 몫 10이던 자필 연습본을 제 몫 60, 형 몫 40으로 바꾼 사실은 인정합니다. 일부 책임은 제게 있습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that what I held back made the suspicion stronger on his side. I admit that the gap between my words and the records is wider than I let on.",non_party_scripted_text,D2,P0,It is true I held back. I admit that I changed the handwritten draft from 90 for me and 10 for my brother to 60 for me and 40 for him. Some responsibility is mine.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S4-fact-pursuit-v2,바뀐 건 제 형 몫이 아니라 제 몫의 숫자였습니다. 저는 제 몫을 덜어낸 뒤 최종본으로 넘겼습니다.,"On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that my reasons for staying quiet are not the same as a clean record. I admit that the line between what I confirmed and what I assumed was thinner than I claimed.",non_party_scripted_text,D2,P0,"The number that changed was my share, not my brother's. I reduced my own share before passing it on as the final version.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S4-fact-pursuit-v5,"제 형 눈엔 여전히 제가 더 가진 사람으로 보였겠지만, 실제로 제가 한 건 제 몫을 접는 일이었습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that my reasons for staying quiet are not the same as a clean record. I admit that the part I kept refusing to say is the part this court most needs to hear.",non_party_scripted_text,D2,P0,"To my brother, I may still have looked like the one getting more, but what I actually did was give up part of my share.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-b-d-2-S4-fact-pursuit-v8,"말을 아낀 건 맞습니다. 제 몫 90, 형 몫 10이던 자필 연습본을 제 몫 60, 형 몫 40으로 바꾼 사실은 인정합니다. 저희 형이 다칠까 봐 두려웠습니다.","On the two documents, the handwritten draft was an earlier version and the notarised copy is the final figure, and the gap between them has a reason my older brother does not yet know. I admit that my reasons for staying quiet are not the same as a clean record. I admit that I cannot keep speaking past the gap any longer.",non_party_scripted_text,D2,P0,It is true I held back. I admit that I changed the handwritten draft from 90 for me and 10 for my brother to 60 for me and 40 for him. I was afraid my brother would be hurt.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S0-empathy-approach-v3,도움이 오갔다고 해도 그 안에는 같이 산 세월이 있습니다. 돈만 떼어 내서 누가 누구를 먹여 살렸다고 말하고 싶진 않습니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I was carrying that pain alone for a long time. I am answering with the records still in my hand, not from memory alone.",non_party_scripted_text,D2,P0,"Even if help passed between us, those years of living together are part of it. I do not want to isolate the money and say who kept whom alive.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S0-empathy-approach-v6,"재판관님, 공장 도움을 떠올릴 때마다 제가 버텼다고 생각했습니다. 그 기억이 제 자존심이었습니다. 제 입장은 아직 달라지지 않았습니다.","When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I was carrying that pain alone for a long time. I will state the facts I can openly confirm and leave the rest aside.",non_party_scripted_text,D2,P0,"Your Honor, whenever I thought about the help during the factory crisis, I believed I had endured it myself. That memory was my pride. My position has not changed yet.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S0-empathy-approach-v9,제가 붙잡은 건 사실만이 아니었습니다. 그 기억이 제 자존심이었습니다. 그 의심은 그대로입니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I was carrying that pain alone for a long time. I sat with this for a long time before I came in here, and I will say it plainly.",non_party_scripted_text,D2,P0,What I held onto was not only the facts. That memory was my pride. That suspicion remains.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S1-empathy-approach-v3,솔직히 어머니를 의심하는 아들처럼 보이고 싶지 않았습니다. 그래서 그냥 받았습니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that some of that pain made me act before I asked questions. I am willing to give back the part of my account that was overstated.",non_party_scripted_text,D2,P0,"Honestly, I did not want to look like a son who suspected his mother. So I just accepted it.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S1-empathy-approach-v6,"재판관님, 공장 도움을 떠올릴 때마다 제가 버텼다고 생각했습니다. 그 기억이 제 자존심이었습니다. 다만 전부를 단정하진 않겠습니다.","When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that some of that pain made me act before I asked questions. I am not yet ready to take back everything, but I will give back what I should.",non_party_scripted_text,D2,P0,"Your Honor, whenever I thought about the help during the factory crisis, I believed I had endured it myself. That memory was my pride. But I will not decide everything absolutely.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S1-empathy-approach-v9,제가 붙잡은 건 사실만이 아니었습니다. 그 기억이 제 자존심이었습니다. 그 차이는 인정하겠습니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that some of that pain made me act before I asked questions. I will return one piece honestly, and explain why the others still need defending.",non_party_scripted_text,D2,P0,What I held onto was not only the facts. That memory was my pride. I will acknowledge that difference.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S2-empathy-approach-v3,제 동생일 수 있다는 쪽으로 마음이 가는 순간이 있었습니다. 솔직히 그건 제가 제일 믿기 싫은 답입니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit there was a part where my hurt closed my ears to him. There is more I will release now, while keeping the heart of it for later.",non_party_scripted_text,D2,P0,"There was a moment when my mind went toward the possibility that it could be my younger brother. Honestly, that is the answer I least want to believe.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S2-empathy-approach-v6,"재판관님, 돈 출처 앞에서 제 자존심이 먼저 방어로 움직입니다. 제가 모른 채 받은 도움이라는 게 더 아픕니다. 그 시점부터 의심이 더 선명해졌습니다.","When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit there was a part where my hurt closed my ears to him. I will let go of more ground than before, while still holding one corner back.",non_party_scripted_text,D2,P0,"Your Honor, when the source of the money comes up, my pride moves to defend itself first. The fact that I received help without knowing hurts more. From that point, my suspicion became clearer.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S2-empathy-approach-v9,제가 붙잡은 건 사실만이 아니었습니다. 제가 모른 채 받은 도움이라는 게 더 아픕니다. 여전히 설명이 필요합니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit there was a part where my hurt closed my ears to him. I will admit what is fair to admit at this stage, and I will say what is still locked.",non_party_scripted_text,D2,P0,What I held onto was not only the facts. The fact that I received help without knowing hurts more. I still need an explanation.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S3-empathy-approach-v3,고맙다는 말도 제대로 한 적 없는 제 동생에게 기대고 살았다는 뜻 아닙니까. 저는 지금 그 사실이 제일 무섭습니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I now see that my hurt became its own pressure on this family. I admit that, at this stage, the gaps in my account are wider than the answers.",non_party_scripted_text,D2,P0,"Doesn't that mean I lived leaning on my younger brother, whom I never even properly thanked? That fact scares me most right now.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S3-empathy-approach-v6,"재판관님, 제 동생 돈을 받고도 모르고 산 사실이 수치스럽습니다. 그래서 처음엔 더 세게 부정했습니다. 이제는 일부 정황을 인정할 수밖에 없습니다.","When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I now see that my hurt became its own pressure on this family. I admit that the version I came in with does not survive the documents on the table.",non_party_scripted_text,D2,P0,"Your Honor, I am ashamed that I lived without knowing I had received my younger brother's money. That is why I denied it more strongly at first. Now I have no choice but to acknowledge some of the circumstances.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S3-empathy-approach-v9,제가 붙잡은 건 사실만이 아니었습니다. 그래서 처음엔 더 세게 부정했습니다. 그래서 저는 더 세게 묻는 겁니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I now see that my hurt became its own pressure on this family. I admit that the rest of my position is harder to defend than I made it sound.",non_party_scripted_text,D2,P0,What I held onto was not only the facts. That is why I denied it more strongly at first. That is why I am questioning even harder.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S4-empathy-approach-v3,감사해야 할 사람을 잘못 붙잡고 있었다는 뜻 아닙니까. 그 생각을 하니 숨이 막힙니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that, even hurting, I had a hand in how this fell apart. I admit that, on each point, my old grievance was doing more of the talking than the records.",non_party_scripted_text,D2,P0,Doesn't that mean I was blaming the very person I should have thanked? The thought makes it hard to breathe.,,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S4-empathy-approach-v6,"재판관님, 제 동생 돈을 받고도 모르고 산 사실이 수치스럽습니다. 그래서 처음엔 더 세게 부정했습니다. 이 대목에서는 감정이 앞서는 걸 숨기기 어렵습니다.","When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that, even hurting, I had a hand in how this fell apart. I admit that my account was bending under the weight of what I was holding back.",non_party_scripted_text,D2,P0,"Your Honor, I am ashamed that I lived without knowing I had received my younger brother's money. That is why I denied it more strongly at first. On this point, it is hard to hide that my emotions come first.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-a-d-3-S4-empathy-approach-v9,제가 붙잡은 건 사실만이 아니었습니다. 그래서 처음엔 더 세게 부정했습니다. 그래도 화가 완전히 가라앉진 않습니다. 그때는 불안해서 버티기 어려웠습니다.,"When the account flow was finally pointed out to me, what hurt was not the figure but the years of silence packed inside it. I admit that, even hurting, I had a hand in how this fell apart. I admit the earlier answers were narrower than the truth, and I will widen them.",non_party_scripted_text,D2,P0,"What I held onto was not only the facts. That is why I denied it more strongly at first. Still, my anger has not completely settled. Back then, the anxiety was hard to withstand.",,a,0.96,"Same key has an unrelated English template rather than the KO response; auto-hit also contains literal phrase ""the figure""."
family-01-angle-d-1-general-label,유서 작성 경위,Scene of Reading the Paper,question_angle_catalog,D2,P1,How the Will Was Drafted,Will-Drafting Circumstances,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-1-general-description,어머니가 유서 내용을 이해하고 뜻을 표시했는지 작성 과정을 확인한다.,Separate the circumstances in which Yoon Jeong-hu read the paper to his mother and tried to finish before his brother arrived.,question_angle_catalog,D2,P1,Check the drafting process to determine whether the mother understood the will and expressed her wishes.,Confirm whether the mother understood the will and expressed her wishes during drafting.,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-2-general-label,최종 유서 경위,Responsibility for Forgery,question_angle_catalog,D2,P1,How the Final Will Took Shape,Final Will Chain of Events,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-2-general-description,60:40 유서가 어떤 경로로 최종본이 되었는지 확인한다.,"Confirm responsibility for handling the mother's document, regardless of motive.",question_angle_catalog,D2,P1,Confirm how the 60:40 will became the final version.,Confirm the path by which the 60:40 will became final.,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-3-general-label,어머니 통장 자금,The Older Brother's Pride and Silence,question_angle_catalog,D2,P1,Funds in the Mother's Account,Money in the Mother's Account,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-3-general-description,어머니 통장으로 보인 돈과 형제 사이의 자금 이동을 확인한다.,Confirm whether the silence about the money was protection or deception.,question_angle_catalog,D2,P1,Confirm the money that appeared to be in the mother's account and the fund transfers between the brothers.,Check the funds that looked like the mother's money and how money moved between the brothers.,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
family-01-angle-d-4-general-label,일기장 속 가족사,Connection to the Will Change,question_angle_catalog,D2,P1,Family History in the Diary,Family Circumstances in the Mother's Diary,a,0.92,"Angle catalog entry is shifted to a different subtopic, so the label/description no longer preserves the KO angle purpose."
