row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes,selected_option,applied_text,status,apply_method,resolved_targets,already_count,target_occurrences_exact,applied_files
spouse-01-angle-hd3-general-label,적금·송금 경위,损失与法律责任,question_angle_catalog,D2,P1,储蓄账户解约与转账经过,,a,0.94,저축 해지/송금 경위를 손실/법적 책임으로 축약해 범위 이동,a,储蓄账户解约与转账经过,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_angle_catalog.zh-CN.json
spouse-01-angle-hd3-general-description,"공동 적금 해지, 위임 서류, 투자방 송금, 손실 경위를 차례대로 확인한다.",将钱款消失的结果和文件处理责任，与情绪受害主张分开。,question_angle_catalog,D2,P1,依次确认共同储蓄账户解约、委托文件、向投资群转账以及损失经过。,,a,0.95,원문의 네 단계 확인 구조가 사라짐,a,依次确认共同储蓄账户解约、委托文件、向投资群转账以及损失经过。,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_angle_catalog.zh-CN.json
spouse-01-angle-hd4-execution-timeline-description,이준호의 현금 출금과 박지연의 공동 적금 해지·송금 시점을 시간순으로 배열한다.,把李俊昊的现金提款与朴智妍解约共同储蓄、汇款的时点，按时间顺序排开。,question_angle_catalog,D6,P1,把李俊浩的现金取款与朴智妍解约共同储蓄账户、转账的时点按时间顺序排开。,,a,0.97,李俊昊 오기 + 공동 적금 glossary 누락,a,把李俊浩的现金取款与朴智妍解约共同储蓄账户、转账的时点按时间顺序排开。,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_angle_catalog.zh-CN.json
judgeq-d-1-fact_pursuit-b-general-v2,"GPS 기록과 통화 내역에 남은 행적 중에서, 본인 행동으로 인정하는 것과 기억나지 않는 것을 나눠 답해 주십시오.",请把你本人直接做过的事，与事后才知道或记不清的部分分开。,judge_question_script,D2,P1,请把GPS记录和通话记录中留下的行踪，分成本人承认的行为和记不清的部分来回答。,,a,0.94,GPS/통화 내역이라는 증거 축이 target에서 누락,a,请把GPS记录和通话记录中留下的行踪，分成本人承认的行为和记不清的部分来回答。,applied,source_path,1,1,21,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-d-1-fact_pursuit-a-general-v2,"오피스텔 방문 기록, 새벽 통화 내역, 영수증 가운데 본인 손으로 직접 확인한 항목은 무엇입니까. 추정으로 이어진 부분과 분리해 답해 주십시오.",请把你直接确认的部分，与仍停留在推断中的部分分开。,judge_question_script,D2,P1,请把韩式商住公寓探访记录、凌晨通话记录和收据中你亲自确认的项目，与推断出来的部分分开回答。,,a,0.95,핵심 증거 3종이 모두 빠진 일반 템플릿,a,请把韩式商住公寓探访记录、凌晨通话记录和收据中你亲自确认的项目，与推断出来的部分分开回答。,applied,source_path,1,1,17,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-d-1-motive_search-a-family_items-v4,"그 영수증이 외도가 아니라는 답으로 돌아왔을 때 받아들일 준비가 되어 있었는지, 안 되어 있었다면 그 이유를 설명해 주십시오.",请说明你为何推迟直接询问，或为何没有接受其他可能性。,judge_question_script,D2,P1,如果那些收据最终指向的答案并不是出轨，你当时是否准备好接受？如果没有，请说明理由。,,a,0.93,영수증/외도 아님 가능성의 구체 nuance 손실,a,如果那些收据最终指向的答案并不是出轨，你当时是否准备好接受？如果没有，请说明理由。,applied,source_path,1,1,20,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-d-2-fact_pursuit-b-general-v1,"이준호 씨, 본인 명의 개인 계좌에서 큰 금액을 현금으로 뺀 경위를 출금일과 금액 기준으로 시간순으로 정리해 주십시오.",李俊浩先生，请按时间顺序说明关于未告知配偶就动用大笔资金的事实。,judge_question_script,D2,P1,李俊浩先生，请按取款日期和金额，按时间顺序说明从本人名义个人账户提取大额现金的经过。,,a,0.94,개인 계좌/현금/출금일/금액 기준이 누락됨,a,李俊浩先生，请按取款日期和金额，按时间顺序说明从本人名义个人账户提取大额现金的经过。,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-d-2-motive_search-b-recipient_reason-v4,그 사용처가 외도와 무관하다는 한 마디조차 보태기 어려웠던 동기가 무엇이었습니까.,请说明为什么在那个阶段连部分说明都显得困难。,judge_question_script,D2,P1,为什么连一句“这笔钱与出轨无关”的说明都难以说出口？请说明当时的动机。,,a,0.95,외도와 무관하다는 핵심 발화 단위가 일반화됨,a,为什么连一句“这笔钱与出轨无关”的说明都难以说出口？请说明当时的动机。,applied,source_path,1,1,21,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d3-fact_pursuit-a-general-v2,"해지 신청, 서류 제출, 수령 계좌, 송금 가운데 본인이 직접 처리한 단계와 다른 사람에게 맡긴 단계를 시간순으로 정리해 주십시오.",请把你直接确认的部分，与仍停留在推断中的部分分开。,judge_question_script,D2,P1,请按时间顺序整理，在解约申请、提交文件、收款账户和转账之中，哪些阶段是你亲自处理，哪些交给了别人。,,a,0.96,해지/서류/수령 계좌/송금 단계가 모두 누락,a,请按时间顺序整理，在解约申请、提交文件、收款账户和转账之中，哪些阶段是你亲自处理，哪些交给了别人。,applied,source_path,1,1,17,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d3-fact_pursuit-b-general-v1,"이준호 씨, 공동 적금이 해지되었다는 사실을 어떤 시점에, 어떤 경로로 알게 되었는지부터 시간순으로 답해 주십시오.",李俊浩先生，请按时间顺序说明关于共同储蓄在你不知情时消失的事实。,judge_question_script,D2,P1,李俊浩先生，请先按时间顺序说明，你在何时、通过什么途径得知共同储蓄账户已被解约。,,a,0.92,해지 사실 인지 경로를 消失로 처리해 금융 절차 의미가 흐려짐,a,李俊浩先生，请先按时间顺序说明，你在何时、通过什么途径得知共同储蓄账户已被解约。,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d3-fact_pursuit-a-proxy_document-v2,"서류에 들어간 서명, 인감, 본인 확인 절차 가운데 본인이 직접 진행한 단계와 다른 사람에게 맡긴 단계를 나눠 주십시오.",请把你直接确认的部分，与仍停留在推断中的部分分开。,judge_question_script,D2,P1,请把文件中的签名、印章和本人确认程序中由你亲自办理的阶段，与交给别人处理的阶段分开说明。,,a,0.96,서명/인감/본인 확인 절차가 빠진 일반 템플릿,a,请把文件中的签名、印章和本人确认程序中由你亲自办理的阶段，与交给别人处理的阶段分开说明。,applied,source_path,1,1,17,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d3-fact_pursuit-a-investment_room-v2,"본인이 송금한 금액과 횟수, 송금 계좌를 자료 기준으로 정리해 주십시오.",请把你直接确认的部分，与仍停留在推断中的部分分开。,judge_question_script,D2,P1,请根据资料整理你本人转账的金额、次数和收款账户。,,a,0.95,금액/횟수/송금 계좌 기준이 모두 누락,a,请根据资料整理你本人转账的金额、次数和收款账户。,applied,source_path,1,1,17,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d4-fact_pursuit-a-illegal_boundary-v1,"박지연 씨, 적금 해지에 들어간 서류 가운데 본인이 직접 작성한 부분과 본인 명의로 처리된 부분을 있는 그대로 답해 주십시오.",朴智妍女士，请先回答你是在何时、通过什么资料确认你越过的程序界限的。,judge_question_script,D2,P1,朴智妍女士，请如实回答，在储蓄账户解约所用文件中，哪些部分是你亲自填写的，哪些是以你本人名义处理的。,,a,0.95,서류 작성/명의 처리라는 질문을 절차 경계 확인으로 바꿔 의미 손실,a,朴智妍女士，请如实回答，在储蓄账户解约所用文件中，哪些部分是你亲自填写的，哪些是以你本人名义处理的。,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
judgeq-h-d4-empathy_approach-a-responsibility_split-v1,"박지연 씨, 누가 더 나쁜가의 자리에 서지 않고 본인 책임만 따로 들여다보는 일은 누구에게나 무겁습니다. 그 무게를 안고 있던 마음을 말씀해 주실 수 있습니까.",朴智妍女士，我理解把自己的责任从比较中分离出来对你也会很沉重。请说明那一刻的心情。,judge_question_script,D1,P1,朴智妍女士，不再比较谁更坏，而是单独面对自己的责任，这对任何人都很沉重。你能说说当时承受这份重量的心情吗？,,a,0.91,把自己的责任从比较中分离出来는 번역체에 가깝고 원문의 정중한 공감 톤 약화,a,朴智妍女士，不再比较谁更坏，而是单独面对自己的责任，这对任何人都很沉重。你能说说当时承受这份重量的心情吗？,applied,source_path,1,1,0,src/data/scriptedAngles/spouse-01_judge_questions.zh-CN.json
spouse-01-scriptedText-judge-question-d1-fact-pursuit-2,"이준호 씨, 새벽마다 같은 번호와 짧게 이어진 통화가 누구의 사정과 연결돼 있었는지 말씀해 주시겠습니까.",李俊浩先生，请分开您看到的、做过的、推定的内容，并按时间顺序整理韩式商住公寓探访与凌晨通话。,non_party_scripted_text,D2,P1,李俊浩先生，请说明每天凌晨与同一号码短暂通话，究竟与谁的情况有关。,,a,0.96,새벽 같은 번호/짧은 통화/누구의 사정이 모두 사라지고 범용 템플릿으로 대체,a,李俊浩先生，请说明每天凌晨与同一号码短暂通话，究竟与谁的情况有关。,applied,source_path,1,1,6,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-scriptedText-judge-question-d1-fact-pursuit-3,"이준호 씨, 가족에게 필요한 물건이라고 하셨습니다. 어떤 사정 때문에 직접 구입해야 했는지 설명해 주시겠습니까.",李俊浩先生，请分开您看到的、做过的、推定的内容，并按时间顺序整理韩式商住公寓探访与凌晨通话。,non_party_scripted_text,D2,P1,李俊浩先生，你说那些东西是家人需要的。请说明是什么情况让你必须亲自购买。,,a,0.96,가족에게 필요한 물건/직접 구입 사정이 target에서 누락,a,李俊浩先生，你说那些东西是家人需要的。请说明是什么情况让你必须亲自购买。,applied,source_path,1,1,6,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-scriptedText-judge-contradiction-d1-hard,"이준호 씨, 오피스텔에 있던 사람이 다른 관련자라는 사실을 더 늦출 수 없습니다. 그 자리에 누가 있었는지 지금 답하십시오.",李俊浩先生，围绕韩式商住公寓探访与凌晨通话的矛盾不能再拖延。请直接回答，并承担对自己不利的部分。,non_party_scripted_text,D2,P1,李俊浩先生，不能再拖延说明韩式商住公寓里还有其他相关人员这一点。请现在回答，当时那里有谁。,,a,0.94,그 자리에 누가 있었는지 직접 답하라는 추궁이 사라짐,a,李俊浩先生，不能再拖延说明韩式商住公寓里还有其他相关人员这一点。请现在回答，当时那里有谁。,applied,source_path,1,1,1,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-scriptedText-judge-evidence-combo-dc1-b-q1-soft,"이준호 씨, GPS 좌표와 발신자 미상 문자 내용을 함께 놓고 보겠습니다. 같은 시간대에 같은 오피스텔을 가리키는 만큼 그 안에 누가 있었는지 차분히 들려주시겠습니까.",李俊浩先生，我们一起看韩式商住公寓出入记录。请冷静说明它们与韩式商住公寓探访与通话背后的家人情况有什么关系。,non_party_scripted_text,D2,P1,李俊浩先生，我们把GPS坐标和未知发件人短信内容放在一起看。它们指向同一时间段、同一处韩式商住公寓，请冷静说明那里当时有谁。,,a,0.95,GPS 좌표+발신자 미상 문자의 증거 조합과 '누가 있었는지'가 누락,a,李俊浩先生，我们把GPS坐标和未知发件人短信内容放在一起看。它们指向同一时间段、同一处韩式商住公寓，请冷静说明那里当时有谁。,applied,source_path,1,1,2,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-aftermath-a-primary-fault-v1,"판결 뒤 박지연은 오래 고개를 들지 못했다. 이준호의 숨김이 가벼운 잘못은 아니었지만, 재판관은 위임장 조작과 투자 사기 송금을 더 무겁게 보았다. 이준호는 형과 조카 이야기를 더는 숨기지 않겠다고 했고, 박지연은 잃은 돈보다 먼저 무너진 신뢰를 어떻게 감당할지 마주하게 되었다.",裁决之后，朴智妍久久无法抬头。李俊浩的隐瞒并非轻微过错，但法官更重地看待委托书操作和投资损失经过转账。李俊浩表示不会再隐瞒家人和孩子的事，朴智妍则不得不面对：比失去的钱更早崩塌的信任，要如何承受。,non_party_scripted_text,D2,P1,裁决之后，朴智妍久久无法抬头。李俊浩的隐瞒并非轻微过错，但法官更重地看待伪造委托书和向投资诈骗账户转账的行为。李俊浩表示不会再隐瞒哥哥和侄子/侄女的事，朴智妍则不得不面对：比失去的钱更早崩塌的信任，要如何承受。,,a,0.92,투자 사기 송금이 投资损失经过转账로 부자연/의미 흐림; 형과 조카도 家人和孩子로 약화,a,裁决之后，朴智妍久久无法抬头。李俊浩的隐瞒并非轻微过错，但法官更重地看待伪造委托书和向投资诈骗账户转账的行为。李俊浩表示不会再隐瞒哥哥和侄子/侄女的事，朴智妍则不得不面对：比失去的钱更早崩塌的信任，要如何承受。,applied,source_path,1,1,0,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-aftermath-procedural-caution-v1,"재판관은 위임장 조작이 관계 다툼으로 덮일 수 없는 범죄라고 분명히 경고했다. 동시에 이준호의 침묵 역시 박지연을 벼랑 끝으로 몰았다는 점을 짚으며, 처벌과 별개로 관계 회복의 문은 닫지 않았다. 두 사람은 각자 잘못을 인정하는 서류보다 먼저, 서로에게 설명해야 할 말을 떠안고 돌아갔다.",法官明确警告:委托书操作不是关系纷争所能掩盖的犯罪。同时，他也指出，李俊浩的沉默把朴智妍逼到了悬崖边。处罚之外，他没有关闭关系修复的门。两人各自带着比承认错误的委托书更沉重的——必须对彼此说清楚的话——回家了。,non_party_scripted_text,D2,P1,法官明确警告：伪造委托书是无法用关系纠纷掩盖的犯罪。同时，他也指出，李俊浩的沉默把朴智妍逼到了悬崖边。处罚之外，他没有关闭关系修复的门。两人带回家的，不是先填写承认各自错误的文件，而是必须先向彼此说明的话。,,a,0.91,각자 잘못을 인정하는 서류를 承认错误的委托书로 오역,a,法官明确警告：伪造委托书是无法用关系纠纷掩盖的犯罪。同时，他也指出，李俊浩的沉默把朴智妍逼到了悬崖边。处罚之外，他没有关闭关系修复的门。两人带回家的，不是先填写承认各自错误的文件，而是必须先向彼此说明的话。,applied,source_path,1,1,0,src/data/scriptedText/spouse-01.zh-CN.json
spouse-01-witness-w1-vague-name,오피스텔 경비,?????,witness_testimony,D6,P1,韩式商住公寓保安,,a,0.99,witnessName mojibake; glossary WITNESS-007,a,韩式商住公寓保安,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w1-partial-name,오피스텔 경비,?????,witness_testimony,D6,P1,韩式商住公寓保安,,a,0.99,witnessName mojibake; glossary WITNESS-007,a,韩式商住公寓保安,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w1-full-name,오피스텔 경비,?????,witness_testimony,D6,P1,韩式商住公寓保安,,a,0.99,witnessName mojibake; glossary WITNESS-007,a,韩式商住公寓保安,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w2-vague-name,은행 직원,????,witness_testimony,D6,P1,银行职员,,a,0.99,witnessName mojibake; glossary WITNESS-003,a,银行职员,applied,source_path,5,5,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w2-partial-name,은행 직원,????,witness_testimony,D6,P1,银行职员,,a,0.99,witnessName mojibake; glossary WITNESS-003,a,银行职员,applied,source_path,5,5,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w2-full-name,은행 직원,????,witness_testimony,D6,P1,银行职员,,a,0.99,witnessName mojibake; glossary WITNESS-003,a,银行职员,applied,source_path,5,5,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w3-vague-name,박미라,???,witness_testimony,D6,P1,朴美罗,,a,0.99,witnessName mojibake; glossary WITNESS-004,a,朴美罗,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w3-partial-name,박미라,???,witness_testimony,D6,P1,朴美罗,,a,0.99,witnessName mojibake; glossary WITNESS-004,a,朴美罗,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
spouse-01-witness-w3-full-name,박미라,???,witness_testimony,D6,P1,朴美罗,,a,0.99,witnessName mojibake; glossary WITNESS-004,a,朴美罗,applied,source_path,4,4,0,src/data/scriptedText/spouse-01.zh-CN.json|src/data/cases/generated/spouse-01.zh-CN.json
