row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes,applied_text,applied_decision
non_party_scripted_text_src_data_scriptedText_friend-01_channels_dossier_.entries_dc-2.b.q1_mid_.variants_dc-2-b-q1-mid-v9_.text,다은이가 제 말을 믿어 줄 거라는 확신이 없었습니다. 그래서 증거를 들고도 숨었습니다.,"Speaking plainly to the bench, I admit my framing has stayed narrow, and the narrowness is part of why this room is reading me wrongly. Please take what I can confirm now as a step, not as the full account.",non_party_scripted_text,D2,P0,"I was not sure Da-eun would believe me, so I hid even though I had the evidence.","I was not sure Da-eun would believe me, so I hid even with the evidence in hand.",a,0.95,Evidence-based silence motive is replaced by generic statement.,"I was not sure Da-eun would believe me, so I hid even though I had the evidence.",p0:applied_option_a
non_party_scripted_text_src_data_scriptedText_friend-01_channels_dossier_.entries_dc-2.b.q1_mid_.variants_dc-2-b-q1-mid-v10_.text,제 결백을 보이자고 다은이 결혼을 바로 흔드는 선택을 못 했습니다.,"I admit my framing has stayed narrow, and the narrowness is part of why this room is reading me wrongly. I am moving from defense to admission, and I am asking for time to do it cleanly.",non_party_scripted_text,D2,P0,I could not choose to shake Da-eun's wedding immediately just to prove my innocence.,I could not shake Da-eun's wedding just to prove I was innocent.,a,0.95,Specific wedding-protection motive is missing.,I could not choose to shake Da-eun's wedding immediately just to prove my innocence.,p0:applied_option_a
non_party_scripted_text_src_data_scriptedText_friend-01_channels_dossier_.entries_dc-3.b.q1_late_.variants_dc-3-b-q1-late-v1_.text,같은 패턴이라고 봤습니다. 다은이 아버지가 또 돈을 꺼내려 한다고 판단했습니다.,"Your Honor, what touched the money side is mine to acknowledge, but it is not the affair frame this room has been working in. I will not hide behind my silence anymore; what I held back is mine to answer for.",non_party_scripted_text,D2,P0,I saw it as the same pattern. I judged that Da-eun's father was trying to bring up money again.,I saw the same pattern and thought Da-eun's father was trying to bring up money again.,a,0.94,Specific judgment about father and money pattern is flattened into unrelated admission frame.,I saw it as the same pattern. I judged that Da-eun's father was trying to bring up another financial request.,p0:applied_truth_leak_guard_retouched
non_party_scripted_text_src_data_scriptedText_friend-01_channels_dossier_.entries_dc-3.b.q1_late_.variants_dc-3-b-q1-late-v3_.text,다은이 아버지의 부탁이 단순한 부탁이 아니라 돈을 끌어내는 흐름이라는 걸 알고 있었습니다.,"Speaking plainly to the bench, Your Honor, what touched the money side is mine to acknowledge, but it is not the affair frame this room has been working in. I owe the other side the answer I should have given long ago.",non_party_scripted_text,D2,P0,"I knew Da-eun's father's request was not a simple favor, but a flow that could draw out money.",I knew her father's request was not just a favor; it was moving toward money.,a,0.95,Target omits the concrete recognition of money-extraction pattern.,"I knew Da-eun's father's request was not a simple favor, but a flow that could lead to a financial ask.",p0:applied_truth_leak_guard_retouched
non_party_scripted_text_src_data_scriptedText_friend-01_channels_dossier_.entries_dc-3.b.q1_late_.variants_dc-3-b-q1-late-v7_.text,"다은이에게 아버지의 실체를 말하지 못해, 예비신랑에게 경고하는 길을 택했습니다.","Your Honor, what touched the money side is mine to acknowledge, but it is not the affair frame this room has been working in. I cannot ask for the consequences to be lighter just because my reason felt private.",non_party_scripted_text,D2,P0,"Because I could not tell Da-eun who her father really was, I chose to warn the fiance.","I could not tell Da-eun the truth about her father, so I chose to warn her fiance.",a,0.96,Key reason for warning the fiance is replaced by generic admission.,"Because I could not tell Da-eun who her father really was, I chose to speak to the fiance first.",p0:applied_truth_leak_guard_retouched
non_party_scripted_text_src_data_scriptedText_friend-01_channels_mediation_.entries_postpone_a_.variants_mediation-postpone-a-v4_.text,시간을 두자는 말은 이해합니다. 하지만 단톡방 정정과 예비신랑 쪽 사실 확인은 미루지 않았으면 합니다.,I would rather delay than rule on the wrong axis — please give us time to put the order of what each of us did in its proper place. I will not appeal to feelings; I will stand on the order of the facts.,non_party_scripted_text,D2,P0,I understand taking more time. But I do not want the group chat correction or checking the fiance's side to be delayed.,"I understand delaying the ruling, but the group chat correction and the facts around the fiance should not wait.",a,0.93,Concrete mediation terms are replaced by generic wrong-axis text.,I understand taking more time. But I do not want the group chat correction or checking the fiance's side to be delayed.,p0:applied_option_a
non_party_scripted_text_src_data_scriptedText_friend-01_channels_mediation_.entries_postpone_b_.variants_mediation-postpone-b-v5_.text,"미루는 건 괜찮습니다. 대신 다은이가 단톡방 쪽 공개를 멈추고, 저도 예비신랑에게 더 연락하지 않는 기준이 필요합니다.","If I am being honest with the court, if we delay, Your Honor, I would use the time to put the part I can speak to on the record cleanly, not to hide further. What I admit, I admit clearly; what I dispute, I will keep as dispute.",non_party_scripted_text,D2,P0,I am fine with postponing. But we need a standard where Da-eun stops public posts and I stop contacting the fiance further.,"I can accept postponement, but we need temporary rules: Da-eun stops public posting, and I stop further contact with the fiance.",a,0.94,Specific temporary conditions are omitted.,I am fine with postponing. But we need a standard where Da-eun stops public posts and I stop contacting the fiance further.,p0:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_dc-1_.label,dc-1 확인 없이 매도한 건 누구인가,dc-1 Who sold it without confirmation?,case_surface_content,D2,P1,dc-1 Who maligned her without checking?,dc-1 Who denounced her without confirmation?,a,0.94,"The source term means malign/denounce, not sell.",dc-1 Who maligned her without checking?,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.outputs_dc-1_.summary,직접 확인도 하지 않고 친구를 단톡방에서 먼저 매도한 건 누구인가,Who was the first to sell a friend in a group chat room without checking directly?,case_surface_content,D2,P1,Who maligned a friend in the group chat first without checking directly?,Who denounced a friend in the group chat before checking directly?,a,0.94,"""sell a friend"" is a literal mistranslation of the source term.",Who maligned a friend in the group chat first without checking directly?,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_disputes_d-5_.name,단톡방 매도와 명예훼손,Group chat room selling and defamation,case_surface_content,D2,P1,Group Chat Denouncement and Defamation,Group Chat Smearing and Defamation,a,0.94,The group chat denouncement label is not selling.,Group Chat Denouncement and Defamation,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_v3Design.hiddenDisputes_d-5_.name,단톡방 매도와 명예훼손,Group chat room selling and defamation,case_surface_content,D2,P1,Group Chat Denouncement and Defamation,Group Chat Smearing and Defamation,a,0.94,Same dispute label mistranslates denouncement as selling.,Group Chat Denouncement and Defamation,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_dc-4_.label,dc-4 손절의 값,dc-4 stop loss value,case_surface_content,D2,P1,dc-4 The Cost of Cutting Ties,dc-4 The Price of the Fallout,a,0.93,"The source term means relationship cutoff/fallout, not financial stop loss.",dc-4 The Cost of Cutting Ties,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.outputs_dc-4_.label,dc-4 손절의 값,dc-4 stop loss value,case_surface_content,D2,P1,dc-4 The Cost of Cutting Ties,dc-4 The Price of the Fallout,a,0.93,Same stop-loss mistranslation.,dc-4 The Cost of Cutting Ties,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_disputes_d-4_.name,과거 손절의 이유,Reasons for past stop losses,case_surface_content,D2,P1,Reason for the Past Fallout,Why the Friendship Was Cut Off,a,0.94,"""past stop losses"" is a financial mistranslation.",Reason for the Past Fallout,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_v3Design.hiddenDisputes_d-4_.name,과거 손절 사건의 진짜 원인,The real cause of past stop loss incidents,case_surface_content,D2,P1,The Real Cause of the Past Fallout,The Real Reason the Friendship Was Cut Off,a,0.94,"""past stop loss incidents"" misreads the relationship-cutoff term.",The Real Cause of the Past Fallout,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-1-angle_.label,w-1 김세라 증언 축,w-1 Kim Se-ra’s testimony congratulations,case_surface_content,D2,P1,w-1 Kim Se-ra testimony angle,w-1 Kim Se-ra testimony axis,a,0.96,The source term for angle/axis was mistranslated as congratulations.,w-1 Kim Se-ra testimony angle,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-2-angle_.label,w-2 박준혁 증언 축,Congratulations on w-2 Park Jun-hyuk's testimony,case_surface_content,D2,P1,w-2 Park Jun-hyeok testimony angle,w-2 Park Jun-hyeok testimony axis,a,0.96,"The source term for angle/axis was mistranslated, and the witness name violates glossary.",w-2 Park Jun-hyeok testimony angle,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_combinationLab.nodes_w-3-angle_.label,w-3 오미경 증언 축,w-3 Oh Mi-kyung's testimony congratulations,case_surface_content,D2,P1,w-3 Oh Mi-gyeong testimony angle,w-3 Oh Mi-gyeong testimony axis,a,0.96,"The source term for angle/axis was mistranslated, and the witness name violates glossary.",w-3 Oh Mi-gyeong testimony angle,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.partyA.fear,아버지의 진짜 모습이 드러나는 것을 가장 두려워한다.,He is most afraid of his father's true face being revealed.,case_surface_content,D3,P1,She is most afraid of her father's true face being revealed.,What she fears most is her father's true face being revealed.,a,0.93,Song Da-eun is referred to with male pronouns.,She is most afraid of her father's true face being revealed.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.partyB.fear,송다은에게 아버지의 진실을 말하면 친구가 아버지를 돈을 갚지 않은 사람으로 봐야 한다는 것을 알기에 끝까지 말하지 못한다.,"He knows that if he tells Song Da-eun the truth about his father, his friend will view him as someone who did not pay back the money, so he cannot tell it to the end.",case_surface_content,D2,P1,She cannot tell Song Da-eun to the end because she knows Da-eun would have to see her own father as someone who failed to repay money.,She cannot fully tell Song Da-eun the truth because it would force Da-eun to see her father as someone who did not repay the money.,a,0.96,"Wrong pronouns and ""his father/his friend"" distort the relationship.",She cannot tell Song Da-eun to the end because she knows Da-eun would have to see her own father as someone who failed to repay money.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.partyB.verbalTells_1_.pattern,'제가 그냥 참았어야 했는데'라며 책임을 먼저 가져가 상대의 추궁을 무력화한다.,"He neutralizes the other person's questioning by taking responsibility first, saying, 'I should have just endured it.'",case_surface_content,D3,P1,"She neutralizes the other person's questioning by taking responsibility first, saying, ""I should have just endured it.""","She takes responsibility first, saying ""I should have just endured it,"" to defuse the questioning.",a,0.92,Party B voice/persona uses wrong male pronoun.,"She neutralizes the other person's questioning by taking responsibility first, saying, ""I should have just endured it.""",p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.partyB.name,최수민,Sumin Choi,case_surface_content,D6,P1,Choi Su-min,Choi Su-min,a,0.99,"Glossary requires Choi Su-min, not Sumin Choi.",Choi Su-min,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.partyA.callTerms.angry,최수민!,Sumin Choi!,case_surface_content,D6,P1,Choi Su-min!,Su-min!,a,0.98,Name order/spelling violates glossary.,Choi Su-min!,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-1_.name,김세라,Sera Kim,case_surface_content,D6,P1,Kim Se-ra,Kim Se-ra,a,0.99,"Glossary requires Kim Se-ra, not Sera Kim.",Kim Se-ra,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-1_.witnessProfile.addressB,수민 씨,Mr. Sumin,case_surface_content,D6,P1,Ms. Choi,Ms. Su-min,a,0.98,The address term should not become Mr. Sumin; wrong gender and name format.,Ms. Choi,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-2_.witnessProfile.addressB,최수민 씨,Soo-min Choi,case_surface_content,D6,P1,Ms. Choi Su-min,Ms. Choi,a,0.98,Glossary name order is Choi Su-min.,Ms. Choi Su-min,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-3_.name,오미경,Oh Mi-kyung,case_surface_content,D6,P1,Oh Mi-gyeong,Oh Mi-gyeong,a,0.99,Glossary requires Oh Mi-gyeong.,Oh Mi-gyeong,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-1_.surfaceKnowledge,단톡방 분위기와 송다은의 최초 발언 경위를 아는 공통 친구 증인이다.,He is a mutual friend witness who knows the atmosphere of the group chat room and the circumstances of Song Da-eun's first remark.,case_surface_content,D3,P1,A mutual-friend witness who knows the group chat mood and how Song Da-eun first made the statement.,A mutual friend who can testify about the group chat mood and Song Da-eun's first post.,a,0.91,Witness profile uses male pronoun for Kim Se-ra and sounds translationese.,A mutual-friend witness who knows the group chat mood and how Song Da-eun first made the statement.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_duo.socialGraph_w-3_.surfaceKnowledge,과거 송다은 아버지와 최수민 사이의 돈 거래를 목격한 제3자 증인이다.,He is a third-party witness who witnessed money transactions between Song Da-eun's father and Choi Soo-min in the past.,case_surface_content,D3,P1,A third-party witness who saw the past money transaction between Song Da-eun's father and Choi Su-min.,A third-party witness to the past money dealings between Song Da-eun's father and Choi Su-min.,a,0.93,Wrong male pronoun for Oh Mi-gyeong plus name inconsistency.,A third-party witness who saw the past money transaction between Song Da-eun's father and Choi Su-min.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-1_.name,최수민→예비신랑 연락 기록,Choi Soo-min → groom-to-be contact record,case_surface_content,D6,P1,Choi Su-min -> Fiance Contact Logs,Choi Su-min -> Fiance Contact Record,a,0.98,Glossary requires Choi Su-min and fiance terminology.,Choi Su-min -> Fiance Contact Logs,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-1_.surfaceDescription,최수민 씨가 예비신랑에게 보낸 연락 기록이 존재한다.,There is a record of contact sent by Soo-min Choi to her prospective groom.,case_surface_content,D6,P1,There is a record of contact sent by Choi Su-min to the fiance.,There are contact records from Choi Su-min to the fiance.,a,0.96,Name order/spelling inconsistent with glossary.,There is a record of contact sent by Choi Su-min to the fiance.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-2_.description,"송다은이 '수민이가 또 내 남자한테 연락한다'고 올렸고, 몇몇 친구들이 최수민을 비난한 내용.","Song Da-eun posted, ‘Soo-min is contacting my man again,’ and several friends criticized Choi Soo-min.",case_surface_content,D6,P1,"Song Da-eun posted, ""Su-min is contacting my man again,"" and several friends criticized Choi Su-min.","Song Da-eun posted, ""Su-min is contacting my man again,"" and several friends criticized Choi Su-min.",a,0.95,Soo-min spelling violates glossary.,"Song Da-eun posted, ""Su-min is contacting my man again,"" and several friends criticized Choi Su-min.",p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-2_.viewerData.chat.messages_4_.text,직접 확인 전이면 말은 조금 조심해야 할 것 같아. 단정해서 퍼지면 돌이키기 어렵잖아.,"I think you should be a little more careful about what you say before checking it out in person. If it spreads neatly, it's hard to turn it back.",case_surface_content,D2,P1,"If this spreads as a settled claim, it will be hard to undo.","If people spread it as certain, it will be hard to take back.",a,0.94,"The source phrase means spreading as certainty, not ""spreads neatly.""","If this spreads as a settled claim, it will be hard to undo.",p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-2_.viewerData.chat.pages_2_.messages_4_.text,직접 확인 전이면 말은 조금 조심해야 할 것 같아. 단정해서 퍼지면 돌이키기 어렵잖아.,"I think you should be a little more careful about what you say before checking it out in person. If it spreads neatly, it's hard to turn it back.",case_surface_content,D2,P1,"If this spreads as a settled claim, it will be hard to undo.","If people spread it as certain, it will be hard to take back.",a,0.94,Same staged chat line mistranslates the source phrase.,"If this spreads as a settled claim, it will be hard to undo.",p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-2_.viewerData.chat.messages_8_.text,나는 지금 결혼 앞두고 또 이런 얘기 듣는 게 너무 지쳐. 태윤이한테는 내가 먼저 정리하라고 할게.,I'm so tired of hearing things like this again before I get married. I'll tell Taeyun to clean it up first.,case_surface_content,D2,P1,I am exhausted hearing this again right before my wedding. I will tell Tae-yoon that I will handle it first.,I am so tired of hearing this right before the wedding. I will tell Tae-yoon I will sort it out first.,a,0.91,"Target shifts ""I will handle it first"" into telling Tae-yoon to clean it up.",I am exhausted hearing this again right before my wedding. I will tell Tae-yoon that I will handle it first.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_evidence_e-6_.description,최수민이 송다은 아버지에게 몇백만 원 단위로 세 차례 보낸 송금 기록과 차용증. 일부 상환 뒤 연락이 끊긴 흐름이 쟁점이다.,Records of remittances and IOUs that Choi Soo-min sent to Song Da-eun's father three times in millions of won. The issue is the loss of contact after partial repayment.,case_surface_content,D6,P1,Transfer records and an IOU for three transfers of several million won from Choi Su-min to Song Da-eun's father. The issue is the cutoff in contact after partial repayment.,"Records of three transfers of several million won from Choi Su-min to Song Da-eun's father, plus an IOU. The issue is the contact cutoff after partial repayment.",a,0.92,Name spelling violation; option also tightens remittance wording.,Transfer records and an IOU for three transfers of several million won from Choi Su-min to Song Da-eun's father. The issue is the cutoff in contact after partial repayment.,p1:applied_option_a
case_surface_content_src_data_cases_generated_friend-01_v3Design.leadLines_L-3_.interpretationChoices_L-3-C_.text,최수민이 직접 말했어야 한다,Choi Soo-min should have said it himself.,case_surface_content,D3,P1,Choi Su-min should have said it herself.,Choi Su-min should have told her directly.,a,0.93,Wrong male pronoun for Choi Su-min.,Choi Su-min should have said it herself.,p1:applied_option_a
witness_testimony_src_data_witnessTestimonyData_friend-01.ts_friend-01_witnessTestimony_w1-d2-no-one-checked_.question,그 뒤에 최수민 씨에게 직접 사정을 물은 사람이 있었습니까?,"After that, did anyone ask Ms. Choi Soo-min directly what had happened?",witness_testimony,D6,P1,"After that, did anyone ask Ms. Choi Su-min directly what had happened?","Afterward, did anyone ask Ms. Choi Su-min directly about the circumstances?",a,0.98,"Witness testimony uses Choi Soo-min, violating glossary.","After that, did anyone ask Ms. Choi Su-min directly what had happened?",p1:applied_option_a
witness_testimony_src_data_witnessTestimonyData_friend-01.ts_friend-01_witnessTestimony_w3-d2-father-identity_.testimony,"나중에 동네에서 듣고 알았습니다. 송다은 씨 아버님이더라고요. 며칠 뒤 제가 다은 씨한테 그날 일 괜찮았냐고 묻자, “수민이랑 끝냈다”는 말만 짧게 했습니다.","I later heard in the neighborhood that he was Ms. Song Da-eun’s father. A few days later I asked Da-eun if that day was all right, and she only said briefly, ""I ended things with Soo-min.""",witness_testimony,D6,P1,"I later heard in the neighborhood that he was Ms. Song Da-eun's father. A few days later, when I asked Da-eun whether she was all right after that day, she only said, ""I ended things with Su-min.""","I later heard in the neighborhood that he was Ms. Song Da-eun's father. A few days later, I asked Da-eun if she was all right after that day, and she only said, ""I ended things with Su-min.""",a,0.96,Soo-min spelling inconsistency in witness line.,"I later heard in the neighborhood that he was Ms. Song Da-eun's father. A few days later, when I asked Da-eun whether she was all right after that day, she only said, ""I ended things with Su-min.""",p1:applied_option_a
witness_testimony_src_data_witnessTestimonyData_friend-01.ts_friend-01_witnessTestimony_w3-d3-breakup-cause_.testimony,"제가 본 건 친구 변심이 아니라 돈 문제였습니다. 송다은 씨 아버님이 최수민 씨를 다그쳤고, 최수민 씨는 다은 씨에게 말도 못 한 채 혼자 무너졌어요. 그 뒤에 관계가 끊긴 거라면, 먼저 금을 낸 쪽은 친구가 아니라 어른 쪽에 더 가까웠습니다.","What I saw was not a friend changing her mind, but a money problem. Ms. Song Da-eun’s father pressed Ms. Choi Soo-min, and Ms. Choi Soo-min fell apart alone without being able to tell Da-eun. If the relationship broke after that, the first crack came closer from the adult, not from the friend.",witness_testimony,D2,P1,"If the relationship broke after that, the first crack came more from the adult than from the friend.","If that was when the relationship broke, the first crack came closer to the adult's side than the friend's.",a,0.90,"""came closer from the adult"" is unnatural and obscures the blame direction.","What I saw was not a friend changing her mind, but a money problem. Ms. Song Da-eun's father pressed Ms. Choi Su-min, and Ms. Choi Su-min fell apart alone without being able to tell Da-eun. If the relationship broke after that, the first crack came more from the adult than from the friend.",p1:applied_context_preserved
