row_id,channel,key,severity,issue_dim,kr_snippet,target_snippet,recommendation,note
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[147].variants[3].text","scriptedAngles","d-5|motive_search|b|v3","P2","naturalness","본인이 어머니의 침묵을 본인의 결정에 대한 동의로 옮긴 부분이 있다면, 그 옮김의 이유를 답하십시오.","如果曾有您把母亲的沉默转为对您决定的同意的部分，请回答这种转移的理由。","如果您曾把母亲的沉默理解成同意您的决定，请说明为什么会这样理解。","转为/转移的理由 is too mechanical for a judge question."
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[150].variants[3].text","scriptedAngles","d-5|fact_pursuit|a|v3","P2","naturalness","본인이 한 행동 가운데 동생의 행동을 보고 따라간 부분이 있다면, 그 시점을 정리해 주십시오.","如果您所做的行为中有看到弟弟的行动后跟随的部分，请整理那个时间点。","如果您有跟着弟弟的行动才做出的行为，请整理具体时间点。","看到...后跟随的部分 is clumsy and distracts from fact timing."
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[152].variants[2].text","scriptedAngles","d-5|motive_search|a|v2","P2","naturalness;responsibility","본인이 동생을 단정해 부른 자리가 본인 자신의 책임을 가려 준다고 본 부분이 있었다면, 그 판단의 이유를 설명하십시오.","如果曾有一个部分，您认为自己用断定的话称呼弟弟的位置能够遮住自己的责任，请说明这种判断的理由。","如果您认为用断定的话指责弟弟可以掩盖自己的责任，请说明您为什么这样判断。","一个部分/位置/遮住 creates a literal and awkward phrasing; responsibility nuance should be direct."
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[68].variants[0].text","scriptedAngles","d-3|motive_search|a|v0","P1","cultural;banking-term","윤태성 씨, 어머니 통장에서 나오는 돈을 어머니의 돈으로 받아온 시간 동안 한 번도 출처를 묻지 않은 이유가 무엇입니까.","尹泰成先生，在您把从母亲存折出来的钱当作母亲的钱接受的那段时间里，为什么一次也没有追问来源？","尹泰成先生，在您一直把从母亲账户转出的款项当作母亲的钱时，为什么一次也没有追问来源？","存折 is too narrow/old-fashioned here; glossary/domain usage elsewhere prefers 账户/账户流水."
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[90].variants[2].text","scriptedAngles","d-3|fact_pursuit|a|v2","P2","naturalness","동생은 본인의 자존심 때문에 자금 이야기가 미뤄졌다고 봅니다. 본인이 직접 화제를 막은 자리가 있었는지 사실관계만으로 답해 주십시오.","弟弟认为资金的话题是因为您的自尊而被推迟的。请只按事实回答，是否有您亲自阻止这个话题的场合。","弟弟认为，谈钱这件事是因为您的自尊才被拖延。请只按事实回答，您是否亲自阻止过这个话题。","话题的场合 is unnatural; simplify to whether the party blocked the topic."
"src/data/scriptedAngles/family-01_judge_questions.zh-CN.json#judgeQuestions[9].variants[1].text","scriptedAngles","d-1|motive_search|b|v1","P2","naturalness","어머니가 직접 표한 부분과 본인이 해석한 부분의 경계가 흐려졌다면, 그 경계를 본인 선에서 정리한 동기는 무엇입니까.","如果母亲直接表达的部分与您解读的部分之间的界限变得模糊，您在自己这边整理这一界限的动机是什么？","如果母亲亲口表达的意思和您的解读之间界限变得模糊，您为什么要由自己来划定这条界限？","在自己这边整理这一界限 is a Korean structural calque."
"src/data/scriptedText/family-01.zh-CN.json#channels.evidence_present.entries[105].variants[0].text","scriptedText","evidence_present.money-ledger.cluster","P2","naturalness;template","이 오래된 계좌 흐름 자료는 사실입니다. 부인하지는 않겠습니다. 다만 전체 과정 속에서 봐 주셨으면 합니다.","这份关于长期资金往来的台账的材料是真实的。我不会去否认它，只是希望它被放到完整的过程里看。","这份长期资金往来台账是真的。我不会否认，只是希望把它放回完整经过里看。","Template repeats across entries 105-107 and similar variants; 关于...的材料 is bulky and unnatural."
"src/data/scriptedText/family-01.zh-CN.json#channels.evidence_present.entries[15].variants[0].text","scriptedText","evidence_present.handwritten-draft.cluster","P2","naturalness;template","이 자필 유언장 연습본의 문구 자료는 사실입니다. 부인하지는 않겠습니다. 다만 전체 과정 속에서 봐 주셨으면 합니다.","这份关于亲笔遗嘱草稿上的写法的材料是真实的。我不会去否认它，只是希望它被放到完整的过程里看。","这份亲笔遗嘱草稿上的文字是真的。我不会否认，只是希望把它放回完整经过里看。","Same template issue on a legal-document surface; 写法的材料 is especially awkward."
"src/data/scriptedText/family-01.zh-CN.json#channels.evidence_present.entries[183].variants[0].text","scriptedText","evidence_present.notarized-copy.cluster","P2","naturalness;template","이 공증본의 지분 배치 자료는 사실입니다. 부인하지는 않겠습니다. 다만 전체 과정 속에서 봐 주셨으면 합니다.","这份关于公证副本上的份额安排的材料是真实的。我不会去否认它，只是希望它被放到完整的过程里看。","这份公证副本上的份额安排是真的。我不会否认，只是希望把它放回完整经过里看。","Repeated evidence-present formula should be shortened to natural zh-CN."
"src/data/scriptedText/family-01.zh-CN.json#channels.judge_evidence_combo.entries[26].variants[0].text","scriptedText","dc-5.a.q1|hard","P2","naturalness;archetype","윤태성 씨, 계좌 흐름과 어머니 기록이 나온 뒤에도 모든 걸 윤정후 씨 책임으로만 돌릴 수 없습니다. 장남이라는 당연시를 지금 답해 주십시오.","尹泰成先生，在账户流水和母亲记录出现之后，您不能把一切都只归到尹正厚先生的责任上。现在请回答您作为长子视为理所当然的部分。","尹泰成先生，在账户流水和母亲记录出现之后，您不能把一切都归到尹正厚先生身上。现在请说明，您把长子身份视为理所当然的那一部分。","作为长子视为理所当然的部分 is stiff; keep the eldest-son entitlement nuance explicit."
