row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes,applied_text,applied_decision
spouse-01-b-h-d3-S5-fact-pursuit-v6,"재판관님, 비자금 3,000만 원을 숨기고 형에게 현금으로 보낸 건 제 출발점입니다. 그 사실은 인정합니다.",当時、甥の世話と兄の生活を一度に支えねばならず、その費用を私が動かしました。,non_party_scripted_text,D2,P0,"裁判官、隠し資金3,000万ウォンを隠し、兄に現金で渡したことが私の出発点です。その事実は認めます。","裁判官、3,000万ウォンの隠し資金を兄に現金で渡したことが始まりでした。その点は認めます。",a,0.95,Template loses the hidden-fund and amount facts.,"裁判官、隠し資金3,000万ウォンを隠し、兄に現金で渡したことが私の出発点です。その事実は認めます。",recommendation: option_a applied as-is; confidence 0.95; P0
spouse-01-a-d-1-S5-fact-pursuit-v1,"공동 적금 삼천만원을 해지할 때 위임장에 제 남편 서명을 제가 썼습니다. 남편이 딴살림을 차렸다고 확신한 순간, 그 돈이 그쪽으로 흘러가기 전에 제가 먼저 움직여야 한다고 믿었습니다. 위조가 범죄인 걸 알면서도 두려움이 판단을 삼켰습니다. 그 돈은 투자방에 전액 넣었다가 사기로 전부 잃었고, 지금은 재판관님을 바로 쳐다볼 수가 없습니다.",同じ時間に同じオフィステル、その繰り返しが目に焼き付いていました。 私の不安が暴走したことは認めます。書類処理の経緯と投資での損失についても、私の判断の結果です。,non_party_scripted_text,D2,P0,共同積立預金を解約する際、委任状に夫の署名を私が書きました。夫が別宅暮らしを始めたと確信した瞬間、先に動かなければと思い込みました。偽造が犯罪だと知りながら、恐怖が判断をのみ込みました。,共同積立預金を解約するとき、委任状の夫の署名を私が書きました。投資チャットに全額入れて詐欺で失い、今は裁判官をまっすぐ見られません。,b,0.88,"KO baseline amount says 3,000만 원 and should be rechecked; JA still fails to preserve the confession.","共同積立預金3,000万ウォンを解約する際、委任状に夫の署名を私が書きました。夫が別宅暮らしを始めたと確信した瞬間、そのお金がそちらへ流れる前に私が先に動くべきだと思い込んだのです。偽造が犯罪だと知りながら、恐怖が判断をのみ込みました。そのお金は投資チャットに全額入れ、詐欺で全て失いました。今は裁判官をまっすぐ見られません。",manual retouch from source_ko applied; confidence 0.88; P0
spouse-01-judgeq-d-1-fact_pursuit-b-general-v1,"이준호 씨, 퇴근 후 오피스텔 방문과 새벽 통화는 본인 행동입니다. 어떤 날짜에 어디까지 들렀는지 시간순으로 먼저 정리해 주십시오.",イ・ジュノさん、説明しないままにしたオフィステル訪問、通話、レシートに関する事実を時系列で述べてください。,judge_question_script,D2,P1,イ・ジュノさん、退勤後のオフィステル訪問と早朝の通話はご本人の行動です。どの日にどこまで立ち寄ったのか、まず時系列で整理してください。,イ・ジュノさん、退勤後のオフィステル訪問と早朝の通話について、日付と立ち寄った範囲を時系列で述べてください。,a,0.91,Target genericizes the question and adds receipt; source focuses on dates/range.,イ・ジュノさん、退勤後のオフィステル訪問と早朝の通話はご本人の行動です。どの日にどこまで立ち寄ったのか、まず時系列で整理してください。,recommendation: option_a applied as-is; confidence 0.91; P1
spouse-01-judgeq-d-1-empathy_approach-b-general-v5,"이준호 씨, 모든 사정을 한 번에 풀라는 것은 아닙니다. 다만 새벽 통화 한 건이라도 어떤 연락이었는지 지금 정리해 줄 수 있겠습니까.",イ・ジュノさん、すべてを一度に説明させる意図ではありません。説明しないままにしたオフィステル訪問、通話、レシートのうち、最も誤解を招きやすかった一点を整理してください。,judge_question_script,D2,P1,イ・ジュノさん、すべてを一度に話せという意味ではありません。ただ、早朝の通話一件だけでも、どのような連絡だったのか今整理できますか。,イ・ジュノさん、全部を一度に明かす必要はありません。せめて早朝の通話の一つについて、どんな連絡だったのか説明してください。,a,0.92,Specific meta-question about one dawn call becomes generic misunderstood-point prompt.,イ・ジュノさん、すべてを一度に話せという意味ではありません。ただ、早朝の通話一件だけでも、どのような連絡だったのか今整理できますか。,recommendation: option_a applied as-is; confidence 0.92; P1
spouse-01-judgeq-d-1-fact_pursuit-b-affair_denial-v2,"오피스텔 출입과 새벽 통화, 차 안 영수증이 모두 본인 쪽에서 비롯된 일이라는 점은 맞습니까. 그 가운데 외도와 무관하다고 보는 근거를 시간순으로 정리해 주십시오.",ご自身が直接したことと、後から知ったこと、または覚えていないことを分けてください。,judge_question_script,D2,P1,オフィステルへの出入り、早朝の通話、車内のレシートがいずれもあなた側から生じたことは事実ですか。その中で不倫とは無関係だと考える根拠を時系列で整理してください。,オフィステル出入り、早朝の通話、車内レシートについて、あなたの行動に由来する部分と不倫ではない根拠を時系列で説明してください。,a,0.93,Target loses the three-evidence structure and affair-denial burden.,オフィステルへの出入り、早朝の通話、車内のレシートがいずれもあなた側から生じたことは事実ですか。その中で不倫とは無関係だと考える根拠を時系列で整理してください。,recommendation: option_a applied as-is; confidence 0.93; P1
spouse-01-judgeq-d-1-fact_pursuit-b-concealment_reason-v1,"이준호 씨, 오피스텔 방문과 새벽 통화에 대해 박지연 씨에게 처음 설명하지 않기로 한 시점이 언제였는지 답해 주십시오.",イ・ジュノさん、黙っていた事情に関する事実を時系列で述べてください。,judge_question_script,D2,P1,イ・ジュノさん、オフィステル訪問と早朝の通話について、パク・ジヨンさんに最初に説明しないと決めた時点がいつだったのか答えてください。,イ・ジュノさん、オフィステル訪問と早朝の通話をパク・ジヨンさんに説明しないと決めた最初の時点を答えてください。,a,0.92,Generic silence question loses first-decision timing.,イ・ジュノさん、オフィステル訪問と早朝の通話について、パク・ジヨンさんに最初に説明しないと決めた時点がいつだったのか答えてください。,recommendation: option_a applied as-is; confidence 0.92; P1
spouse-01-phase1-11,"… 네, 알겠습니다. 그런데 재판관님, 이건 순서대로 듣고말고의 문제가 아닙니다. 제 남편이 매일 같은 곳에 가고, 새벽에 통화를 해놓고, 아무 설명도 안 하는 것 자체가 문제입니다.",……はい、わかりました。ですが裁判官、これは順番に聞くかどうかの問題ではありません。私の夫が毎日同じ場所に通い、深夜に通話までしていて、何の説明もしないこと自体が問題なのです。,case_surface_content,D2,P1,……はい、分かりました。ですが裁判官、これは順番に聞くかどうかの問題ではありません。夫が毎日同じ場所に通い、早朝に通話までしていながら、何も説明しないこと自体が問題なのです。,……はい、分かりました。ですが裁判官、問題は順番ではありません。夫が毎日同じ場所へ行き、明け方に通話までして、何の説明もしないことです。,a,0.89,"새벽 should align with glossary/setting as 早朝 or 明け方, not 深夜.",……はい、分かりました。ですが裁判官、これは順番に聞くかどうかの問題ではありません。夫が毎日同じ場所に通い、早朝に通話までしていながら、何も説明しないこと自体が問題なのです。,recommendation: option_a applied as-is; confidence 0.89; P1
spouse-01-phase1-22,"재판관님, 그뿐만이 아닙니다. 새벽에 문틈으로 남편이 누군가와 한참을 통화하는 소리를 들은 적도 있습니다.",裁判官、それだけではありません。深夜にドアの隙間から、夫が誰かと長く電話している声を聞いたこともあります。,case_surface_content,D2,P1,裁判官、それだけではありません。早朝に、ドアの隙間から夫が誰かと長く電話している声を聞いたこともあります。,裁判官、それだけではありません。明け方に、ドア越しに夫が誰かと長く電話している声を聞いたこともあります。,a,0.89,Dawn clue mistranslated as late night.,裁判官、それだけではありません。早朝に、ドアの隙間から夫が誰かと長く電話している声を聞いたこともあります。,recommendation: option_a applied as-is; confidence 0.89; P1
spouse-01-mediation-conditional-a-0,조건부 조정이라면 저도 받아들이겠습니다. 다만 오피스텔 방문과 새벽 전화의 사실관계부터 먼저 분명히 정리되어야 같은 의심이 반복되지 않습니다.,条件付きの調停であれば、私も受け入れます。ただし、オフィステル訪問と深夜の通話の事実関係から、まず明確に整理されなければ、同じ疑いが繰り返されます。,non_party_scripted_text,D2,P1,条件付きの調停であれば、私も受け入れます。ただし、オフィステル訪問と早朝の電話の事実関係から先に明確に整理しなければ、同じ疑いが繰り返されます。,条件付きの調停なら受け入れます。ただ、オフィステル訪問と明け方の電話の事実関係をまず明らかにしなければ、同じ疑いが繰り返されます。,a,0.90,새벽 전화 is a repeated evidence term; target uses 深夜.,条件付きの調停であれば、私も受け入れます。ただし、オフィステル訪問と早朝の電話の事実関係から先に明確に整理しなければ、同じ疑いが繰り返されます。,recommendation: option_a applied as-is; confidence 0.90; P1
spouse-01-mediation-conditional-b-1,"저도 조건 자체는 받아들이겠습니다. 다만 제 개인 비자금 3,000만원 출금과 아내의 공동 적금 해지 문제는 따로 구분해서 정리해 주시기 바랍니다.","私も条件そのものは受け入れます。ただし、私名義の個人口座から3,000万ウォンを出金した件と、妻による共同貯蓄解約の件は、分けて整理していただきたい。",non_party_scripted_text,D6,P2,"私も条件そのものは受け入れます。ただし、私の個人の隠し資金3,000万ウォンの出金と、妻による共同積立預金の解約は、分けて整理していただきたいです。","私も条件自体は受け入れます。ただ、私の隠し資金3,000万ウォンの出金と、妻の共同積立預金解約は別々に整理してください。",a,0.86,Glossary prefers 隠し資金 and 共同積立預金; target says 個人口座 and 共同貯蓄.,"私も条件そのものは受け入れます。ただし、私の個人の隠し資金3,000万ウォンの出金と、妻による共同積立預金の解約は、分けて整理していただきたいです。",recommendation: option_a applied as-is; confidence 0.86; P2
spouse-01-mediation-fact_first-judge,"해결책보다 사실관계부터 정리하겠습니다. 오피스텔 방문과 새벽 전화, 개인 비자금 3,000만원 출금, 공동 적금 해지의 시점 순서부터 분명히 하겠습니다.","解決策より先に、事実関係を整理します。オフィステル訪問と早朝の電話、個人の裏資金3,000万ウォンの出金、共同積立預金の解約について、まず時点の順序を明確にします。",non_party_scripted_text,D6,P2,"解決策より先に、事実関係を整理します。オフィステル訪問と早朝の電話、個人の隠し資金3,000万ウォンの出金、共同積立預金の解約について、まず時点の順序を明確にします。","解決策より前に事実関係を整理します。オフィステル訪問、早朝の電話、個人の隠し資金3,000万ウォンの出金、共同積立預金の解約の時系列を明確にします。",a,0.86,裏資金 is harsher/political; glossary locked term is 隠し資金.,"解決策より先に、事実関係を整理します。オフィステル訪問と早朝の電話、個人の隠し資金3,000万ウォンの出金、共同積立預金の解約について、まず時点の順序を明確にします。",recommendation: option_a applied as-is; confidence 0.86; P2
spouse-01-angle-2-label,새벽 전화와 미등록 번호,深夜の通話と未登録番号,question_angle_catalog,D2,P1,早朝の電話と未登録番号,明け方の電話と未登録番号,a,0.90,Dawn evidence label mistranslated as late night.,早朝の電話と未登録番号,recommendation: option_a applied as-is; confidence 0.90; P1
spouse-01-angle-2-description,새벽의 짧은 통화와 미등록 번호 문자 스레드가 어떤 긴급 연락이었는지 확인한다.,深夜の短い通話と、未登録番号とのメッセージのやり取りが、どのような緊急連絡だったのかを確かめる。,question_angle_catalog,D2,P1,早朝の短い通話と未登録番号のメッセージのやり取りが、どのような緊急連絡だったのかを確認する。,明け方の短い通話と未登録番号のメッセージのやり取りが、どんな緊急連絡だったのかを確かめる。,a,0.90,Same 새벽→深夜 issue as label.,早朝の短い通話と未登録番号のメッセージのやり取りが、どのような緊急連絡だったのかを確認する。,recommendation: option_a applied as-is; confidence 0.90; P1
spouse-01-angle-8-description,"출금 원천이 공동 적금인지 개인 계좌인지, 배우자에게 말하지 않은 책임은 무엇인지 분리한다.",出金の原資が共同貯蓄なのか個人口座なのか、配偶者に伝えなかった責任は何なのかを切り分ける。,question_angle_catalog,D6,P2,出金の原資が共同積立預金なのか個人口座なのか、配偶者に伝えなかった責任は何なのかを切り分ける。,出金元が共同積立預金なのか個人口座なのか、配偶者に伝えなかった責任を切り分ける。,a,0.84,Term drift: 공동 적금 should be 共同積立預金.,出金の原資が共同積立預金なのか個人口座なのか、配偶者に伝えなかった責任は何なのかを切り分ける。,recommendation: option_a applied as-is; confidence 0.84; P2
spouse-01-angle-12-label,공동 적금 해지,共同貯蓄の解約,question_angle_catalog,D6,P2,共同積立預金の解約,共同積立預金解約,a,0.86,Glossary consistency issue.,共同積立預金の解約,recommendation: option_a applied as-is; confidence 0.86; P2
spouse-01-angle-12-description,"공동 적금이 언제, 누구 신청으로 해지됐는지 확인한다.",共同貯蓄がいつ、誰の申請で解約されたのかを確かめる。,question_angle_catalog,D6,P2,共同積立預金がいつ、誰の申請で解約されたのかを確認する。,共同積立預金がいつ、誰の申請で解約されたのかを確かめる。,a,0.86,Glossary consistency issue.,共同積立預金がいつ、誰の申請で解約されたのかを確認する。,recommendation: option_a applied as-is; confidence 0.86; P2
spouse-01-case-meta-anchorTruth,"박지연은 남편이 딴살림을 차렸다고 확신한 뒤 위임장을 조작하여 공동 적금 2,000만원을 해지했고, 전액을 투자방에 송금했다가 사기로 손실했다. 이준호는 외도가 아니라 개인회생 중인 친형의 조카(중2)를 돌보고 있었고, 개인 비자금에서 3,000만원을 현금으로 형에게 전달했다.","パク・ジヨンは夫が別宅暮らしを始めたと確信した後、委任状を操作して共同積立預金2,000万ウォンを解約し、全額を投資チャットに送金して詐欺で失った。イ・ジュノは不倫ではなく、個人再生中の実兄の中学2年生の子を世話しており、個人の隠し資金から3,000万ウォンを現金で兄に渡していた。",case_surface_content,D2,P1,"パク・ジヨンは夫が別宅暮らしを始めたと確信した後、委任状を偽造して共同積立預金2,000万ウォンを解約し、全額を投資チャットに送金して詐欺で失った。イ・ジュノは不倫ではなく、個人再生中の実兄の中学生の子を世話しており、個人の隠し資金から3,000万ウォンを現金で兄に渡していた。","パク・ジヨンは夫が別宅暮らしを始めたと確信し、委任状を不正に作成して共同積立預金2,000万ウォンを解約し、全額を投資チャットに送金して詐欺で失った。",a,0.88,委任状を操作 is too weak/ambiguous for 위임장 조작 in legal-crime context.,"パク・ジヨンは夫が別宅暮らしを始めたと確信した後、委任状を偽造して共同積立預金2,000万ウォンを解約し、全額を投資チャットに送金して詐欺で失った。イ・ジュノは不倫ではなく、個人再生中の実兄の中学生の子を世話しており、個人の隠し資金から3,000万ウォンを現金で兄に渡していた。",recommendation: option_a applied as-is; confidence 0.88; P1
spouse-01-case-meta-resolutionDilemma,"개인회생 중인 형과 조카를 지키려다 개인 비자금 3,000만원을 현금으로 전달한 남편과, 배신당했다고 확신하고 위임장을 조작하여 공동 적금 2,000만원을 해지한 뒤 전액을 투자방 사기로 날린 아내 중 누가 더 무거운 책임을 져야 하는가. 숨김은 남편이 먼저, 계좌 감시는 아내가 먼저, 범죄 행위는 아내가 저질렀다.","個人再生中の兄とその子を守ろうとして個人の隠し資金3,000万ウォンを現金で渡した夫と、裏切られたと確信して委任状を操作し、共同積立預金2,000万ウォンを解約したうえ全額を投資チャット詐欺で失った妻。どちらがより重い責任を負うべきか。隠し事は夫が先、口座監視は妻が先、犯罪行為は妻が行った。",case_surface_content,D2,P1,"個人再生中の兄とその子を守ろうとして個人の隠し資金3,000万ウォンを現金で渡した夫と、裏切られたと確信して委任状を偽造し、共同積立預金2,000万ウォンを解約したうえ全額を投資チャット詐欺で失った妻。どちらがより重い責任を負うべきか。","個人再生中の兄とその子を守るために隠し資金3,000万ウォンを現金で渡した夫と、裏切られたと確信して委任状を不正に作成し共同積立預金2,000万ウォンを解約した妻。",a,0.88,Legal nuance of 위임장 조작 is softened.,"個人再生中の兄とその子を守ろうとして個人の隠し資金3,000万ウォンを現金で渡した夫と、裏切られたと確信して委任状を偽造し、共同積立預金2,000万ウォンを解約したうえ全額を投資チャット詐欺で失った妻。どちらがより重い責任を負うべきか。隠し事は夫が先、口座監視は妻が先、犯罪行為は妻が行った。",manual retouch from source_ko applied; confidence 0.88; P1
spouse-01-case-partyA-sensitivePoints-1,"위임장 조작으로 공동 적금 2,000만원을 해지한 것은 범죄인가","委任状を操作して共同積立預金2,000万ウォンを解約したことは犯罪なのか",case_surface_content,D2,P1,"委任状を偽造して共同積立預金2,000万ウォンを解約したことは犯罪なのか","委任状を不正に作成して共同積立預金2,000万ウォンを解約したことは犯罪なのか",a,0.89,操作 sounds like handling/operation; source implies falsification.,"委任状を偽造して共同積立預金2,000万ウォンを解約したことは犯罪なのか",recommendation: option_a applied as-is; confidence 0.89; P1
spouse-01-b-d-1-S5-fact-pursuit-v2,새벽 전화는 형과 조카 문제 때문에 받은 연락입니다. 급한 일이 생길 때마다 그쪽에서 제게 연락했습니다.,深夜の電話は兄と甥のことで急ぎが入ったときに受けたものでした。,non_party_scripted_text,D6,P1,早朝の電話は兄と兄の子のことで受けた連絡です。急なことが起きるたび、向こうから私に連絡が来ました。,早朝の電話は兄と姪のことで急ぎがあった時に受けたものです。急用のたびに向こうから私に連絡が来ました。,a,0.87,"Uses 深夜 and male 甥, while case surface elsewhere uses 姪; choose neutral 兄の子 unless gender is fixed.",早朝の電話は兄と兄の子のことで受けた連絡です。急なことが起きるたび、向こうから私に連絡が来ました。,recommendation: option_a applied as-is; confidence 0.87; P1
spouse-01-aftermath-1-v1,"재판관은 이준호가 비자금과 형 문제, 3,000만 원 출금을 계속 숨긴 점을 더 큰 파열로 판단했다. 박지연의 위임장 조작은 명백한 잘못이었지만, 그 이전부터 이어진 침묵이 가정을 무너뜨렸다고 본 것이다. 판결 뒤 이준호는 처음으로 형과 조카의 사정을 모두 설명했고, 박지연은 울음을 삼키며 그 말을 들었다.","裁判官は、イ・ジュノが裏資金と家族の問題、3,000万ウォンの出金を隠し続けた点を、より大きな亀裂と判断した。パク・ジヨンの委任状操作は明白な過ちだったが、その前から続いた沈黙が家庭を崩したと見たのである。判決後、イ・ジュノは初めて家族と子どもの事情をすべて説明し、パク・ジヨンは涙をこらえてその言葉を聞いた。",non_party_scripted_text,D6,P2,"裁判官は、イ・ジュノが隠し資金と兄の問題、3,000万ウォンの出金を隠し続けた点を、より大きな亀裂と判断した。パク・ジヨンの委任状偽造は明白な過ちだったが、その前から続いた沈黙が家庭を崩したと見たのである。","裁判官は、イ・ジュノが隠し資金、兄の問題、3,000万ウォンの出金を隠し続けた点を、より大きな亀裂と見た。パク・ジヨンの委任状の不正作成は明白な過ちだった。",a,0.84,Terminology drift: 裏資金 and 委任状操作 should align with locked/legal terms.,"裁判官は、イ・ジュノが隠し資金と兄の問題、3,000万ウォンの出金を隠し続けた点を、より大きな亀裂と判断した。パク・ジヨンの委任状偽造は明白な過ちだったが、その前から続いた沈黙が家庭を崩したと見たのである。判決後、イ・ジュノは初めて兄とその子の事情をすべて説明し、パク・ジヨンは涙をこらえてその言葉を聞いた。",manual retouch from source_ko applied; confidence 0.84; P2
