row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes
"case-solution-honor-01","단톡방에서의 일방적 매도에 대해 송다은이 공통 친구들에게 정정 메시지를 보낸다.","宋多恩向她共同的朋友就群聊中的单方面推销行为发出了纠正信息。","case_surface_content","D2","P1","宋多恩就群聊中的单方面抹黑，向共同朋友发送更正信息。","宋多恩向共同朋友发出更正消息，纠正自己在群聊里单方面贬损崔秀敏的行为。","a","0.96","매도 was mistranslated as 推销, changing defamation into sales."
"case-depth-original-summary","원본/전체본 확보","安全原件/完整副本","case_surface_content","D1","P2","取得原件/完整本","获取原件/完整副本","a","0.86","安全 is a mistranslation of 확보 and reads like safe original instead of securing the original."
"case-context-description","손절한 전 절친이 내 예비신랑에게 계속 연락한다. 결혼 3주 전, 그 장면만 보면 누구라도 친구가 선을 넘었다고 생각한다.","与我分手的前最好的朋友继续联系我的未婚夫。光是看到婚礼前三周的那一幕，任何人都会认为这位朋友已经越界了。","case_surface_content","D1","P2","已经断交的前挚友一直联系我的未婚夫。婚礼前三周，光看这一幕，谁都会觉得她越了界。","和我断交的旧日挚友持续联系我的未婚夫。离婚礼只剩三周，单看这件事，任谁都会觉得她越界了。","a","0.88","与我分手 sounds romantic breakup; 전 절친/손절 needs friendship-break framing."
"angle-contact_timeline-label","9일 연락의 시간표","无回应与反复的理由","question_angle_catalog","D2","P1","9天联系时间线","9天联络时间表","a","0.96","Label is copied from unanswered_escalation concept and loses timeline focus."
"angle-contact_timeline-desc","전화 6번, 문자 11번이 이어진 기간·시간대·응답 상태를 분리해 확인한다.","区分联系次数增加是出于执着，还是因为没有回应而反复请求确认。","question_angle_catalog","D2","P1","分别确认6次通话、11条短信持续的期间、时间段和回应状态。","把6次电话、11条短信的期间、时段和是否回应分开核对。","a","0.95","Description is shifted to another angle rather than preserving timeline evidence scope."
"angle-message_sequence-label","메시지 선후관계","私下请求的压力","question_angle_catalog","D2","P1","消息先后关系","短信往来的先后顺序","a","0.97","Label duplicates private_request_pressure and loses sequence meaning."
"angle-message_sequence-desc","예비신랑과 최수민 사이 메시지의 시작점, 밤 시간대, 응답 순서를 확인한다.","确认未婚夫是否背着多恩私下请求崔秀敏，或把她带入私人交流。","question_angle_catalog","D2","P1","确认未婚夫与崔秀敏之间消息的起点、夜间时间段和回应顺序。","核对未婚夫和崔秀敏消息往来的起点、夜间时段与回复顺序。","a","0.95","Target shifts from chronological sequence to private pressure."
"angle-father_request_signal-label","아버지의 부탁 신호","回避父亲问题的地方","question_angle_catalog","D2","P1","父亲请求的信号","父亲开口请求的迹象","a","0.92","Label changes request-signal angle into avoidance angle."
"angle-father_request_signal-desc","결혼 준비 안부와 부탁 예고 문구가 어떤 성격인지 아직 단정하지 않고 확인한다.","确认宋多恩如何只把父亲的请求看作家事，并迟迟才看到让人在意的部分。","question_angle_catalog","D2","P1","在不预先定性的前提下，确认婚礼筹备问候与预告请求的措辞究竟是什么性质。","先不下结论，核对婚礼准备问候和请求预告的字句性质。","a","0.93","Target imports later blind-spot interpretation and loses no-premature-conclusion boundary."
"angle-severance_chat_gap-label","손절 직전 카톡의 빈칸","借条的分量","question_angle_catalog","D2","P1","决裂前KakaoTalk里的空白","断交前聊天中的空白","a","0.97","Wrong angle label copied from loan_document_weight."
"angle-severance_chat_gap-desc","과거 카톡에서 “내가 정리하겠다”는 말과 손절 사이의 빈칸을 확인한다.","确认那是好意还是借款，以及借条和部分偿还如何支撑崔秀敏的沉默与断交理由。","question_angle_catalog","D2","P1","确认过去KakaoTalk里“我来处理”这句话与断交之间的空白。","核对旧日KakaoTalk中‘我来处理’和关系决裂之间缺失的经过。","a","0.96","Description is for another loan-document angle, not the chat-gap angle."
"angle-first_groupchat_post-label","단톡방 최초 발언","未经确认的公开","question_angle_catalog","D2","P1","群聊中的最初发言","群聊首条公开发言","a","0.91","Label loses the first-speech focus and duplicates verification_gap."
"angle-first_groupchat_post-desc","송다은이 어떤 말로 단톡방에 먼저 올렸고 직접 확인보다 공개가 먼저였는지 확인한다.","确认宋多恩是否在向崔秀敏求证前就发到群聊，以及公开后是否有机会更正。","question_angle_catalog","D2","P2","确认宋多恩最先用什么话发到群聊里，以及公开是否早于直接确认。","核对宋多恩先在群聊里说了什么，以及她是否先公开、后确认。","a","0.84","Meaning is partly retained but omits 어떤 말로/first utterance detail."
"judgeq-d-1-fact_pursuit-b-contact_timeline-v5","최수민 씨, 그 9일 안에 아직 기록으로 확인되지 않은 발신이 더 있는지 답해 주십시오.","崔秀敏女士，请只使用9天联系的顺序与目的周围已确认的事实，说明它如何连接到你之前的陈述。","judge_question_script","D2","P1","崔秀敏女士，请回答，在这9天里是否还有尚未由记录确认的发信。","崔秀敏女士，请说明这9天内是否还存在记录尚未确认的拨出或短信。","a","0.97","Target uses a generic template and drops the question about unconfirmed outgoing contacts."
"judgeq-d-2-fact_pursuit-a-message_sequence-v1","송다은 씨, 예비신랑과 최수민 씨 사이 메시지 중 본인이 직접 본 첫 화면과 마지막 화면이 어느 시각의 것인지 말씀해 주십시오.","宋多恩女士，请把你亲眼看到或听说的短信顺序中你直接确认的部分，以及后来通过说明或推测得知的部分分开。","judge_question_script","D2","P1","宋多恩女士，请说明你亲眼看到的未婚夫与崔秀敏之间消息中，第一屏和最后一屏分别是什么时间。","宋多恩女士，请按你直接看见的截图，说明第一屏与最后一屏的时间。","a","0.96","Generic confirmed/inferred template misses first-screen/last-screen timing."
"judgeq-d-2-fact_pursuit-a-message_sequence-v5","송다은 씨, 그 대화 중 아직 본인이 직접 보지 않고 추정으로 알고 있는 구간이 있는지 답해 주십시오.","宋多恩女士，请只使用你亲眼看到或听说的短信顺序周围已确认的事实，说明它如何连接到你之前的陈述。","judge_question_script","D2","P1","宋多恩女士，请回答，那段对话中是否还有你没有亲眼看见、只是推测得知的部分。","宋多恩女士，请说明这段对话里哪些部分并非你亲眼看见，而是靠推测知道的。","a","0.95","Target again substitutes a formulaic template and loses the unseen/inferred segment question."
"judgeq-d-3-fact_pursuit-a-father_request_signal-v1","송다은 씨, 본인 아버지가 예비신랑에게 보낸 안부와 부탁 예고 문자를 본인이 직접 본 시점과 경로를 순서대로 말씀해 주십시오.","宋多恩女士，请把你父亲短信中的信号中你直接确认的部分，以及后来通过说明或推测得知的部分分开。","judge_question_script","D2","P1","宋多恩女士，请按顺序说明，你是在什么时候、通过什么途径，亲眼看到父亲发给未婚夫的问候和预告请求短信。","宋多恩女士，请说明你直接看到父亲发给未婚夫的问候及预告请求短信的时间和路径。","a","0.96","Source asks when/path in order; target reduces it to generic direct-confirmation split."
"judgeq-d-3-fact_pursuit-b-father_request_signal-v5","최수민 씨, 그 문자 중 아직 공개하지 않은 표현이 남아 있는지 답해 주십시오.","崔秀敏女士，请只使用你从宋多恩父亲请求中看到的信号周围已确认的事实，说明它如何连接到你之前的陈述。","judge_question_script","D2","P1","崔秀敏女士，请回答，那些短信里是否还留有尚未公开的措辞。","崔秀敏女士，请说明那条短信中是否还有你没有公开的表达。","a","0.96","Target drops the undisclosed wording question."
"judgeq-d-4-fact_pursuit-a-severance_chat_gap-v2","그 사이 본인이 최수민 씨에게 다시 확인했던 횟수와 응답이 없던 횟수를 나눠 답해 주십시오.","宋多恩女士，请区分您对旧日决裂前聊天中的空白亲自确认的部分和推定的部分。","judge_question_script","D2","P1","请把这期间你再次向崔秀敏确认的次数，以及没有得到回应的次数分开回答。","宋多恩女士，请分别说明你重新向崔秀敏确认了几次、又有几次没有得到回应。","a","0.96","Specific count split is replaced by broad confirmed/inferred wording."
"judgeq-d-5-fact_pursuit-a-pile_on_spread-v2","본인이 직접 단 답과 다른 친구의 말에 동조만 누른 경우를 나눠 답해 주십시오.","宋多恩女士，请区分您对群聊中附和扩散的过程亲自确认的部分和推定的部分。","judge_question_script","D2","P1","请分开说明哪些是你亲自写下的回复，哪些只是对其他朋友的话表示附和。","宋多恩女士，请区分自己直接回复的内容，以及只是附和其他朋友发言的部分。","a","0.94","Target misses the own-reply vs only-agreed distinction."
"judgeq-d-5-fact_pursuit-a-repeat_villain_frame-v2","그때 본인이 직접 한 발언과 다른 친구의 말에 동조만 한 부분을 나눠 답해 주십시오.","宋多恩女士，请区分您对反复把秀敏推成反面角色的框架亲自确认的部分和推定的部分。","judge_question_script","D2","P1","请分开说明当时你亲自说出口的话，以及只是附和其他朋友发言的部分。","宋多恩女士，请区分你当时直接发言的内容，和只是跟着附和朋友的话的部分。","a","0.95","Generic framework wording loses the actionable response split."
"stxt-sys-phase-transition-v1","심문이 새 단계로 넘어간다.","审问进入下一个局面。","non_party_scripted_text","D1","P2","审问进入新的阶段。","询问进入下一阶段。","a","0.89","局面 is translationese for 단계 in this UI/system context."
"stxt-sys-evidence-new-unlock-v2","새 물증이 판 위로 올라온다.","新的物证登上了局面。","non_party_scripted_text","D1","P2","新的物证被提交到案面上。","新的物证出现在记录中。","a","0.88","登上了局面 is unnatural literal metaphor."
"stxt-contra-a-d1-s2-v1","확인하지 못한 부분은 인정합니다. 의도까지 확인하진 않았지만 결혼 앞의 불안이 판단을 밀었습니다.","我并不是把先前的话推翻。通讯次数和我那帖里的措辞之间的距离是真的，那一点我没有移动。","non_party_scripted_text","D2","P1","我承认有些部分我没有确认到。虽然我没有确认到她的意图，但婚礼前的焦虑推动了我的判断。","我承认没有核实完整；我没有确认她的真实意图，是婚礼前的不安把我推向了那个判断。","a","0.97","Target is a different contradiction template and omits the admission/anxiety motivation."
"stxt-interject-a-d1-major-v2","재판관님, 제 불안을 전부 오해로 만들면 안 됩니다! 저는 결혼 앞에서 무너졌습니다!","请等一下，裁判官，请先停一下。这一段不能就这样让她一个人讲完。这一点不能就这样过去。","non_party_scripted_text","D2","P1","裁判官，不能把我的不安全部说成误会！我是在婚礼前崩溃了！","裁判官，请不要把我的不安都当成误会。我是在婚礼前被压垮的。","a","0.96","Target loses the emotional outburst and source-specific anxiety."
"stxt-overload-a-d1-v2","…지금은 숨이 막힙니다. 제 전 친구와 예비신랑이 한 줄로 붙던 화면이 계속 생각납니다. (두 턴 후) …정리됐습니다. 말씀드리겠습니다.","…对不起，…对不起，裁判官。这一段一时讲不下去。我没有顾到的部分一起涌上来。请稍等一会儿再继续。请给我一点时间。","non_party_scripted_text","D2","P1","……现在我喘不过气。前朋友和未婚夫排在同一行的那个画面一直浮上来。（两轮后）……我整理好了，我会说。","……现在有点喘不过气。我一直想到前朋友和未婚夫名字并排出现的画面。（两轮后）……我整理好了，请让我说。","a","0.95","Target replaces a concrete visual trigger with generic overload text."
"stxt-trust-a-separation-S3-v2","제 전 친구가 없으니 말씀드리겠습니다. 저는 예비신랑 일만이 아니라 우리 집 체면이 흔들릴까 봐 먼저 몰아붙였습니다.","私下说一句，私下我承认：我心里把秀敏当成""会再次背叛我""的位置很多年了。这件事我必须先对自己讲清。我希望这话不被传出去。","non_party_scripted_text","D2","P1","趁我的前朋友不在，我说实话。我不只是因为未婚夫的事，也是怕家里的体面被动摇，所以才先逼得那么紧。","现在她不在，我可以说：我先逼上去，不只是因为未婚夫，也因为害怕我们家的脸面被动摇。","a","0.97","Target is a different confidentiality line and loses family-face motivation."
"stxt-evidence-present-e6-late-v1","그분께 세 번 송금한 건 맞습니다. 다만 일부만 돌려받았고, 그 뒤로 끊긴 연락은 차용증과 같이 봐야 정리됩니다.","汇款与借据相关的记录和我当时的判断之间差距很大。我不是没看到，是我先把另一种解释关掉了。","non_party_scripted_text","D2","P1","我确实给那位汇过三次款。但只拿回了一部分，之后断掉的联系必须和借据一起看才说得清。","给那个人汇过三次款是事实。只是只收回了一部分；之后联系中断，也要和借据放在一起看。","a","0.98","Target misses the concrete three transfers, partial repayment, and cut-off contact."
"witness-w1-name","김세라","金世拉","witness_testimony","D6","P1","金世罗","金世罗女士","a","0.99","Glossary requires witness name 金世罗; scriptedText witnessName uses 金世拉."
