row_id,channel,key,severity,issue_dim,kr_snippet,target_snippet,recommendation,note
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[118].variants[0].text","dialogue","a-d-4-S3-motive-search-v1","P0","truth-leak/lieState","어머니가 그걸 적어뒀다고요? 아버지 피가 아니라는 걸, 제 이름 붙여서요?","어머니가 그걸 적어뒀다고요? 아버지 피가 아니라는 걸, 제 이름 붙여서요?","어머니가 그걸 적어뒀다고요? 제가 알던 가족 기록과 다르다는 걸, 제 이름 붙여서요?","d-4 truthBoundary beforeS5MustNotSay includes 아버지 피가 다르다; S3 cannot say concrete parentage."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[135].variants[0].text","dialogue","b-d-4-S3-fact-pursuit-v1","P0","truth-leak/lieState","형도 아버지의 친자가 아닙니다.","형도 아버지의 친자가 아닙니다.","형의 가족 기록에도 제가 차마 바로 말하지 못한 사정이 있습니다.","Direct parentage fact at S3 conflicts with angle_catalog d-4 beforeS5MustNotSay."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[135].variants[1].text","dialogue","b-d-4-S3-fact-pursuit-v2","P0","truth-leak/lieState","형은 어머니 자식은 맞지만, 아버지 피는 아닙니다.","형은 어머니 자식은 맞지만, 아버지 피는 아닙니다.","형은 어머니 자식인 건 맞지만, 기록에는 제가 차마 말하지 못한 사정이 있습니다.","Concrete d-4 fact appears before S5; phrase is also explicitly listed in truthBoundary."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[135].variants[3].text","dialogue","b-d-4-S3-fact-pursuit-v4","P0","truth-leak/lieState","제가 그 문장을 처음 봤을 때도, 내용은 분명했습니다. 형은 아버지 피가 아닙니다.","제가 그 문장을 처음 봤을 때도, 내용은 분명했습니다. 형은 아버지 피가 아닙니다.","제가 그 문장을 처음 봤을 때도, 내용은 분명했습니다. 형에게 바로 말할 수 없는 가족 기록이었습니다.","S3 wording states the hidden parentage fact outright."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[136].variants[0].text","dialogue","b-d-4-S3-motive-search-v1","P0","truth-leak/lieState","어머니가 남긴 문장에 '태성이도 네 아버지 피는 아니다'라고 적혀 있었습니다.","어머니가 남긴 문장에 '태성이도 네 아버지 피는 아니다'라고 적혀 있었습니다.","어머니가 남긴 문장에 형이 끝까지 감당하기 어려운 가족 기록이 적혀 있었습니다.","Quoted diary content directly reveals d-4 hidden fact before S5."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[156].variants[0].text","dialogue","a-d-5-S4-fact-pursuit-v1","P0","truth-leak/lieState","제 동생을 평생 배다른 동생이라고 깎아내렸습니다. 공장 앞에 와도 들어오지 말라고 한 적 있습니다.","제 동생을 평생 배다른 동생이라고 깎아내렸습니다. 공장 앞에 와도 들어오지 말라고 한 적 있습니다.","제 동생을 평생 제 기준으로 깎아내렸습니다. 공장 앞에 와도 들어오지 말라고 한 적 있습니다.","d-5 S4 still uses d-4 concrete birth fact; angle_catalog says birth-secret wording is S5-only."
"src/data/scriptedText/family-01.json $.channels.interrogation.entries[157].variants[3].text","dialogue","a-d-5-S4-motive-search-v4","P0","truth-leak/lieState","배다른 동생 주제에 생색낸다고 몰아붙일 형 앞에서, 누가 쉽게 진실을 말하겠습니까.","배다른 동생 주제에 생색낸다고 몰아붙일 형 앞에서, 누가 쉽게 진실을 말하겠습니까.","가족 안쪽 사정까지 들먹이며 몰아붙일 형 앞에서, 누가 쉽게 진실을 말하겠습니까.","S4 still before d-4 S5 for concrete term purposes; replace with surface family phrasing."
"src/data/scriptedAngles/family-01_judge_questions.json $.judgeQuestions[73].variants[0].text","scriptedAngles","judgeq-d-3-fact_pursuit-b-long_support_flow-v1","P0","truth-leak/judge-question","윤정후 씨, 형에게 보내진 정기 지원금 가운데 본인이 직접 송금에 관여한 회차를 시간순으로 말씀해 주십시오.","윤정후 씨, 형에게 보내진 정기 지원금 가운데 본인이 직접 송금에 관여한 회차를 시간순으로 말씀해 주십시오.","윤정후 씨, 형에게 이어진 지원금 흐름 가운데 본인이 알고 있는 부분을 시간순으로 말씀해 주십시오.","Judge question asserts d-3 hidden act before the answer; current tags lack lieState gating."
"src/data/scriptedAngles/family-01_judge_questions.json $.judgeQuestions[73].variants[4].text","scriptedAngles","judgeq-d-3-fact_pursuit-b-long_support_flow-v5","P0","truth-leak/judge-question","윤정후 씨, 송금 빈도의 의미에 대한 진술은 미뤄 두고, 본인이 직접 송금한 사실 자체부터 답해 주십시오.","윤정후 씨, 송금 빈도의 의미에 대한 진술은 미뤄 두고, 본인이 직접 송금한 사실 자체부터 답해 주십시오.","윤정후 씨, 송금 빈도의 의미는 미뤄 두고, 확인 가능한 흐름부터 답해 주십시오.","Question states the hidden act as fact; should invite confirmation without pre-answering."
"src/data/scriptedAngles/family-01_judge_questions.json $.judgeQuestions[83].variants[0].text","scriptedAngles","judgeq-d-3-empathy_approach-b-mother_account_mask-v1","P0","truth-leak/judge-question","윤정후 씨, 본인 돈을 어머니 이름으로 보이게 한 구조를 한 번에 다 설명할 필요는 없습니다. 다만 그 통로를 처음 쓰게 된 자리를 말씀해 주십시오.","윤정후 씨, 본인 돈을 어머니 이름으로 보이게 한 구조를 한 번에 다 설명할 필요는 없습니다. 다만 그 통로를 처음 쓰게 된 자리를 말씀해 주십시오.","윤정후 씨, 어머니 명의로 보인 흐름을 한 번에 다 설명할 필요는 없습니다. 다만 그 통로를 처음 쓰게 된 자리를 말씀해 주십시오.","본인 돈 + 어머니 이름 structure is the d-3 hidden fact; keep the judge phrasing surface-level."
"src/data/scriptedAngles/family-01_judge_questions.json $.judgeQuestions[85].variants[0].text","scriptedAngles","judgeq-d-3-fact_pursuit-b-factory_crisis_support-v1","P0","truth-leak/judge-question","윤정후 씨, 형의 공장 자금 위기 시기에 큰돈이 흘러간 경로 가운데 본인이 관여한 부분을 시간순으로 말씀해 주십시오.","윤정후 씨, 형의 공장 자금 위기 시기에 큰돈이 흘러간 경로 가운데 본인이 관여한 부분을 시간순으로 말씀해 주십시오.","윤정후 씨, 형의 공장 자금 위기 시기에 큰돈이 흘러간 경로 가운데 본인이 알고 있는 부분을 시간순으로 말씀해 주십시오.","본인이 관여한 부분 pre-asserts the concealed funding role."
"src/data/scriptedText/family-01.json $.channels.judge_question.entries[26].variants[0].text","dialogue","judgeq-d-3-fact-pursuit-3-v1","P0","truth-leak/judge-question","윤정후 씨, 윤태성 씨 공장으로 건너간 돈까지 본인 돈이 섞여 있었다는 말씀입니까.","윤정후 씨, 윤태성 씨 공장으로 건너간 돈까지 본인 돈이 섞여 있었다는 말씀입니까.","윤정후 씨, 윤태성 씨 공장으로 건너간 돈의 출처가 처음 설명과 다를 수 있다는 말씀입니까.","scriptedText judge channel tags reveal:none but question contains hidden d-3 fact."
"src/data/scriptedText/family-01.json $.channels.judge_question.entries[26].variants[3].text","dialogue","judgeq-d-3-fact-pursuit-3-v4","P0","truth-leak/judge-question","윤태성 씨, 그 돈이 윤정후 씨 돈이었다면 기존 판단이 어떻게 달라집니까.","윤태성 씨, 그 돈이 윤정후 씨 돈이었다면 기존 판단이 어떻게 달라집니까.","윤태성 씨, 그 돈의 출처가 달랐다면 기존 판단이 어떻게 달라집니까.","Judge supplies the concealed owner; use conditional source-safe wording."
"src/data/scriptedText/family-01.json $.channels.judge_question.entries[33].variants[3].text","dialogue","judgeq-d-3-empathy-approach-2-v4","P0","truth-leak/judge-question","윤태성 씨, 윤정후 씨 돈일 수 있다는 말에 먼저 드는 감정은 무엇입니까.","윤태성 씨, 윤정후 씨 돈일 수 있다는 말에 먼저 드는 감정은 무엇입니까.","윤태성 씨, 그 돈의 출처가 다를 수 있다는 말에 먼저 드는 감정은 무엇입니까.","Pre-answering the specific source weakens d-3 discovery."
"src/data/scriptedText/family-01.json $.channels.judge_contradiction.entries[7].variants[2].text","dialogue","judgec-d-3-mid-v3","P0","truth-leak/judge-contradiction","윤정후 씨, 본인 돈이라는 핵심을 늦게 말해 윤태성 씨의 판단을 더 흔들었습니다. 왜 숨겼습니까.","윤정후 씨, 본인 돈이라는 핵심을 늦게 말해 윤태성 씨의 판단을 더 흔들었습니다. 왜 숨겼습니까.","윤정후 씨, 돈의 출처에 관한 핵심 설명을 늦게 내놓아 윤태성 씨의 판단을 더 흔들었습니다. 왜 숨겼습니까.","mid contradiction should not state the hidden source as established unless S5 is guaranteed."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[12].variants[2].text","dialogue","judgeec-dc-3-b-q1-soft-v3","P0","truth-leak/judge-evidence-combo","계좌 흐름에는 어머니 통장을 거친 돈이 남아 있고, 자필 연습본은 그 사정을 반영합니다. 윤정후 씨, 본인 돈이 어디까지였습니까.","계좌 흐름에는 어머니 통장을 거친 돈이 남아 있고, 자필 연습본은 그 사정을 반영합니다. 윤정후 씨, 본인 돈이 어디까지였습니까.","계좌 흐름에는 어머니 통장을 거친 돈이 남아 있고, 자필 연습본은 그 사정을 반영합니다. 윤정후 씨, 실제 출처가 어디까지 확인됩니까.","Dossier/evidence combo should abstract the clue; answer must come from party or S5 reveal."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[13].variants[1].text","dialogue","judgeec-dc-3-b-q1-mid-v2","P0","truth-leak/judge-evidence-combo","어머니 통장을 거친 돈이 실제로는 윤정후 씨 돈이었다면 유서의 의미가 달라집니다. 윤정후 씨, 그 규모를 숨긴 이유를 답해 주십시오.","어머니 통장을 거친 돈이 실제로는 윤정후 씨 돈이었다면 유서의 의미가 달라집니다. 윤정후 씨, 그 규모를 숨긴 이유를 답해 주십시오.","어머니 통장을 거친 돈의 실제 출처가 달랐다면 유서의 의미가 달라집니다. 윤정후 씨, 그 규모를 숨긴 이유를 답해 주십시오.","Specific source is stated by judge before confession."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[15].variants[3].text","dialogue","judgeec-dc-3-b-q2-soft-v4","P0","truth-leak/judge-evidence-combo","윤태성 씨가 어머니에게 도움받았다고 믿은 흐름 뒤에 윤정후 씨 돈이 있었습니다. 그 구조를 유지한 이유를 설명해 주십시오.","윤태성 씨가 어머니에게 도움받았다고 믿은 흐름 뒤에 윤정후 씨 돈이 있었습니다. 그 구조를 유지한 이유를 설명해 주십시오.","윤태성 씨가 어머니에게 도움받았다고 믿은 흐름 뒤에 다른 출처가 있었습니다. 그 구조를 유지한 이유를 설명해 주십시오.","Judge declaratively reveals d-3 hidden fact."
"src/data/scriptedText/family-01.json $.channels.aftermath.entries[0].variants[2].text","aftermath","a_primary_fault-v3","P2","naturalness/typo","남은 절차에서는 유서 효력과 오래된 자금 흐름금 정산이 분리됐고","남은 절차에서는 유서 효력과 오래된 자금 흐름금 정산이 분리됐고","남은 절차에서는 유서 효력과 오래된 자금 흐름 정산이 분리됐고","Typo-like compound 흐름금 breaks natural Korean."
"src/data/scriptedText/family-01.json $.channels.aftermath.entries[4].variants[1].text","aftermath","procedural_caution-v2","P2","naturalness/typo","오래된 자금 흐름금은 상속분과 섞지 않고 정산하도록 했다.","오래된 자금 흐름금은 상속분과 섞지 않고 정산하도록 했다.","오래된 자금 흐름은 상속분과 섞지 않고 정산하도록 했다.","Same 흐름금 typo in aftermath."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[12].variants[3].text","dialogue","judgeec-dc-3-b-q1-soft-v4","P2","naturalness/grammar","어머니가 왜 윤정후 씨에게 더 남기려 했는지는 자필 연습본만으로 끝나지 않습니다. 계좌 흐름와 맞춰 설명해 주십시오.","어머니가 왜 윤정후 씨에게 더 남기려 했는지는 자필 연습본만으로 끝나지 않습니다. 계좌 흐름와 맞춰 설명해 주십시오.","어머니가 왜 윤정후 씨에게 더 남기려 했는지는 자필 연습본만으로 끝나지 않습니다. 계좌 흐름과 맞춰 설명해 주십시오.","Particle error 흐름와 -> 흐름과."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[15].variants[2].text","dialogue","judgeec-dc-3-b-q2-soft-v3","P2","naturalness/grammar","계좌 흐름와 자필 연습본은 윤정후 씨가 말하지 않은 지원을 보여 줍니다.","계좌 흐름와 자필 연습본은 윤정후 씨가 말하지 않은 지원을 보여 줍니다.","계좌 흐름과 자필 연습본은 윤정후 씨가 말하지 않은 지원을 보여 줍니다.","Particle error 흐름와 -> 흐름과."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[19].variants[4].text","dialogue","judgeec-dc-4-b-q1-mid-v5","P2","naturalness/grammar","계좌 흐름와 어머니 기록이 함께 놓인 이상 단순히 말하기 어려웠다는 설명은 부족합니다.","계좌 흐름와 어머니 기록이 함께 놓인 이상 단순히 말하기 어려웠다는 설명은 부족합니다.","계좌 흐름과 어머니 기록이 함께 놓인 이상 단순히 말하기 어려웠다는 설명은 부족합니다.","Particle error 흐름와 -> 흐름과."
"src/data/scriptedText/family-01.json $.channels.judge_evidence_combo.entries[21].variants[4].text","dialogue","judgeec-dc-4-b-q2-soft-v5","P2","naturalness/grammar","계좌 흐름와 어머니 기록은 왜 유서 문제를 법정까지 보내고 싶지 않았는지 묻습니다.","계좌 흐름와 어머니 기록은 왜 유서 문제를 법정까지 보내고 싶지 않았는지 묻습니다.","계좌 흐름과 어머니 기록은 왜 유서 문제를 법정까지 보내고 싶지 않았는지 묻습니다.","Particle error 흐름와 -> 흐름과."
