row_id,source_ko,target_text,category,issue_dim,severity,option_a,option_b,recommendation,confidence,notes
"friend-01-angle-4-label","메시지 선후관계","非公開の頼みによる圧力","question_angle_catalog","D2","P1","メッセージの前後関係","","a","0.95","메시지 순서 확인 angle이 비공개 부탁 압박 angle로 오배치됨."
"friend-01-angle-4-description","예비신랑과 최수민 사이 메시지의 시작점, 밤 시간대, 응답 순서를 확인한다.","婚約者がダウンに隠れてチェ・スミンに頼みごとをしたり、私的なやり取りへ引き込んだ流れを確認する。","question_angle_catalog","D2","P1","婚約者とチェ・スミンの間のメッセージについて、始まりの時点、夜の時間帯、返信の順序を確認する。","","a","0.94","원문의 시작점/밤 시간대/응답 순서가 사라지고 다음 angle 내용으로 대체됨."
"friend-01-angle-8-label","아버지의 부탁 신호","父の問題を避けた地点","question_angle_catalog","D2","P1","父からの頼みを示す兆候","","a","0.95","아버지 부탁 신호가 회피 지점으로 바뀌어 질문 설계의 목적이 달라짐."
"friend-01-angle-12-label","손절 직전 카톡의 빈칸","借用書の重み","question_angle_catalog","D2","P1","絶交直前のカカオトークに残る空白","","a","0.94","손절 직전 카톡 angle이 차용증 angle로 오배치됨."
"judgeq-d-1-fact_pursuit-a-contact_timeline-v1","송다은 씨, 9일 동안의 발신 횟수와 시간대를 어디서 어떤 기록으로 확인했는지 시점 순서로 말씀해 주십시오.","ソン・ダウンさん、9日間の通話とメッセージ記録のうち直接確認した部分と、後から説明や推測で知った部分を分けてください。","judge_question_script","D2","P1","ソン・ダウンさん、9日間の発信回数と時間帯を、どこでどの記録によって確認したのか、時点の順に話してください。","","a","0.91","어디서/어떤 기록/시점 순서 요구가 사라져 fact_pursuit 세부 조건 손실."
"judgeq-d-1-fact_pursuit-a-contact_timeline-v5","송다은 씨, 발신 시간대 중 아직 본인이 직접 확인하지 않은 구간이 있다면 어디인지 답해 주십시오.","ソン・ダウンさん、9日間の通話とメッセージ記録について確認済みの事実だけを使い、これまでの陳述とどうつながるかを述べてください。","judge_question_script","D2","P1","ソン・ダウンさん、発信時間帯のうち、まだご本人が直接確認していない区間があるなら、どこなのか答えてください。","","a","0.92","미확인 시간대 특정 요구가 일반 확인 사실 설명으로 바뀜."
"judgeq-d-1-fact_pursuit-b-contact_timeline-v1","최수민 씨, 9일 동안 예비신랑에게 건 전화와 보낸 문자를 발신 시각 순서대로 정리해 주십시오.","チェ・スミンさん、9日間の連絡の順序と目的のうち直接確認した部分と、後から説明や推測で知った部分を分けてください。","judge_question_script","D2","P1","チェ・スミンさん、9日間に婚約者へかけた電話と送ったメッセージを、発信時刻の順に整理してください。","","a","0.92","전화/문자와 발신 시각 순서 요구가 빠져 질문 강도가 약해짐."
"judgeq-d-1-empathy_approach-a-contact_timeline-v1","송다은 씨, 결혼을 앞둔 시점에 친구가 예비신랑에게 9일 동안 전화 6번, 문자 11번을 남긴 기록을 처음 봤을 때의 마음이 가볍지 않았을 겁니다. 그 무게를 인정하면서, 그날 그 기록이 본인에게 어떻게 다가왔는지 말씀해 주십시오.","ソン・ダウンさん、結論に入る前に、当時9日間の通話とメッセージ記録がご本人にどう感じられたのかを述べてください。","judge_question_script","D2","P1","ソン・ダウンさん、結婚を控えた時期に、友人が婚約者へ9日間で電話6回、メッセージ11件を残した記録を初めて見たとき、軽い気持ちではいられなかったはずです。その重さを認めたうえで、その日その記録がご本人にどう映ったのか話してください。","","a","0.91","결혼 직전/전화 6번/문자 11번이라는 공감 맥락과 수치가 삭제됨."
"judgeq-d-1-fact_pursuit-a-bypass_da_eun-v1","송다은 씨, 같은 기간 본인 휴대전화에 최수민 씨로부터 온 연락이 있었는지 시점별로 말씀해 주십시오.","ソン・ダウンさん、本人を通さず婚約者へ連絡が行ったことのうち直接確認した部分と、後から説明や推測で知った部分を分けてください。","judge_question_script","D2","P1","ソン・ダウンさん、同じ期間にご自身の携帯電話へチェ・スミンさんから連絡があったのか、時点ごとに話してください。","","a","0.93","본인 휴대전화 수신 여부를 묻는 질문이 우회 연락 해석 질문으로 바뀜."
"judgeq-d-1-fact_pursuit-b-bypass_da_eun-v1","최수민 씨, 같은 기간 송다은 씨 본인에게 직접 연락하거나 만나려 한 시도가 있었는지 시점별로 말씀해 주십시오.","チェ・スミンさん、ソン・ダウン本人ではなく婚約者に連絡した理由のうち直接確認した部分と、後から説明や推測で知った部分を分けてください。","judge_question_script","D2","P1","チェ・スミンさん、同じ期間にソン・ダウンさん本人へ直接連絡したり会おうとしたりした試みがあったのか、時点ごとに話してください。","","a","0.93","직접 연락/만남 시도 여부가 우회 사유 설명으로 바뀌어 사실 확인 축 손실."
"judgeq-d-2-empathy_approach-a-message_sequence-v1","송다은 씨, 결혼 직전의 시간 동안 그 메시지의 선후관계를 끝까지 직접 읽기 어려웠을 겁니다. 어디까지가 본인이 직접 본 화면이고 어디부터가 예비신랑의 설명이었는지, 그 경계를 그대로 구분해 주십시오.","ソン・ダウンさん、結論に入る前に、当時本人が見た、または聞いたメッセージの順序がご本人にどう感じられたのかを述べてください。","judge_question_script","D2","P1","ソン・ダウンさん、結婚直前の時期にそのメッセージの前後関係を最後まで直接読むのは難しかったはずです。どこまでがご本人が直接見た画面で、どこからが婚約者の説明だったのか、その境界をそのまま分けてください。","","a","0.90","직접 본 화면 vs 예비신랑 설명의 경계 구분이 감상 질문으로 약화됨."
"judgeq-d-3-fact_pursuit-a-pattern_warning-v1","송다은 씨, 본인 아버지가 예비신랑에게 한 부탁이 과거에 다른 사람에게 한 적 있는 부탁과 비슷하다는 말을 들어 본 적이 있는지 시점별로 말씀해 주십시오.","ソン・ダウンさん、過去と現在のパターンが重なるかのうち直接確認した部分と、後から説明や推測で知った部分を分けてください。","judge_question_script","D2","P1","ソン・ダウンさん、ご自身のお父さんが婚約者にした頼みが、過去に別の人へした頼みと似ているという話を聞いたことがあるのか、時点ごとに話してください。","","a","0.91","아버지/예비신랑/과거 부탁 대상이 모두 빠져 메타 질문 템플릿으로 평평해짐."
"judgeq-d-4-motive_search-a-transfer_repayment-v5","송다은 씨, 그 시기의 송금 흐름이 지금의 단정과 어긋날 가능성을 본인이 굳이 보지 않은 이유를 답해 주십시오.","ソン・ダウンさん、その立場を保つことで何を失わないようにしたのか説明してください。","judge_question_script","D2","P1","ソン・ダウンさん、その時期の送金の流れが今の決めつけと食い違う可能性を、あえて見ようとしなかった理由を答えてください。","","a","0.92","송금 흐름과 현재 단정의 충돌이라는 핵심 추궁이 사라짐."
"judgeq-d-5-empathy_approach-a-first_groupchat_post-v5","송다은 씨, 본인이 가장 두려웠던 것이 친구의 행동이었는지 본인의 결혼이 흔들리는 일이었는지, 솔직히 말씀해 주십시오.","ソン・ダウンさん、この争点がご自身に重くのしかかる理由を話してください。","judge_question_script","D2","P1","ソン・ダウンさん、ご自身がいちばん恐れていたのは友人の行動だったのか、それともご自身の結婚が揺らぐことだったのか、率直に話してください。","","a","0.93","친구 행동 vs 결혼 흔들림의 대비가 삭제되어 감정 추궁 의미가 손실됨."
"a-d-3-S0-fact-pursuit-v1","그분을 그런 사람처럼 말하는 건 받아들일 수 없습니다.","金銭の依頼と過去との重なりを見て、私はもう答えを察していたんです。 金銭の依頼と過去との重なりについて、まず私の側の事実関係から整理します。 家族側のテキスト履歴の順序を、まず日付順で並べてお出しします。","non_party_scripted_text","D5","P0","あの人をそんな人のように言うのは、受け入れられません。","","a","0.97","S0에서 원문은 방어/부정인데 target은 금전 부탁과 과거 중첩을 직접 말해 조기 진실 노출."
"a-d-3-S0-fact-pursuit-v2","제 아버지가 사람을 붙잡아 이상한 의도로 접근할 분이라고는 믿지 않습니다.","不安が積み重なっていたところに金銭の依頼と過去との重なりが乗ったのです。 相手の説明とは別に、私が確かめた範囲だけを先にお出しします。 カード明細や履歴のうち、私が目を通した部分から先に答えます。","non_party_scripted_text","D5","P0","私の父が人を引き留めて、妙な意図で近づくような人だとは思えません。","","a","0.98","S0 누설에 더해 friend-01에 없는 カード明細가 섞인 케이스 오염."
"a-d-3-S0-motive-search-v1","그분이 그럴 리 없습니다. 수민이가 자기 연락 이유를 합리화하려고 제 가족까지 끌어들이는 겁니다.","金銭の依頼と過去との重なりを見て、私はもう答えを察していたんです。 他の可能性より特定の解釈が先に立った理由を、生活の積み重ねから説明します。 判断を急いだ理由として、生活の中で重なった違和感を挙げます。","non_party_scripted_text","D5","P0","あの人がそんなことをするはずがありません。スミンが自分の連絡理由を正当化するために、私の家族まで持ち出しているんです。","","a","0.97","원문은 부정/합리화 주장인데 target은 금전 패턴을 사실처럼 표면화."
"a-d-4-S0-fact-pursuit-v1","예전 일은 끝난 일입니다.","昔の絶交のとき言えなかった事情があったのは事実ですが、その読みのままでは答えられません。 昔の絶交のとき言えなかった事情について、日付ごとに私が直接した行為から並べます。 当時のチャットと送金記録の順に、認める項目と争う項目を分けます。","non_party_scripted_text","D5","P0","昔のことは、もう終わったことです。","","a","0.98","S0에서 과거 손절의 숨은 사정/송금 기록을 노출해 lieState 게이트 위반."
"b-d-4-S0-fact-pursuit-v6","재판관님, 과거 일은 지금 설명하고 싶지 않습니다.","行為の側は否定しません。意味づけの側だけは別に扱ってください。 当時のチャットと送金記録に残った順に、認める項目と争う項目を分けてお答えします。 昔の絶交の本当の事情そのものを否定するのではなく、その意味を資料ごとに区分します。","non_party_scripted_text","D5","P0","裁判官、過去のことは今は説明したくありません。","","a","0.98","원문은 설명 회피인데 target은 당시 채팅/송금 기록과 진짜 사정을 직접 언급."
"a-d-1-S0-fact-pursuit-v2","서로 끊어진 지 오래된 사람이 결혼을 앞둔 제 사람에게 계속 닿으려 했습니다. 짧게 넘길 기간은 아니었습니다.","不安が積み重なっていたところに連絡の頻度と意図が乗ったのです。 相手の説明とは別に、私が確かめた範囲だけを先にお出しします。 カード明細や履歴のうち、私が目を通した部分から先に答えます。","non_party_scripted_text","D2","P0","長く縁が切れていた人が、結婚を控えた私の相手に何度も接触しようとしました。軽く流せる期間ではありませんでした。","","a","0.97","friend-01 원문에 없는 カード明細가 들어간 spouse-01 계열 오염."
"a-d-1-S2-fact-pursuit-v2","혼자 넘기기엔 일이 커 보였습니다. 그래서 단톡방에 그 사실을 먼저 알렸습니다.","私が見た範囲だけを根拠にしていた点は、ここで認めます。 相手の説明とは別に、私が確かめた範囲だけを先にお出しします。 カード明細や履歴のうち、私が目を通した部分から先に答えます。","non_party_scripted_text","D2","P0","一人で流すには事が大きく見えました。だから先にグループチャットでその事実を知らせました。","","a","0.97","단톡방 공개 책임 발화가 카드 명세/기록 확인 발화로 대체되어 의미 뒤바뀜."
"b-e-1-late-stage3-v1","그 연락은 송다은 아버지의 돈 접근을 알리려는 시도였습니다. 우회한 방식은 제 책임입니다.","連絡記録に私の名で残った行動から、認める順序で並べます。 連絡記録に残った行為の順序を、まず日付順で並べます。","non_party_scripted_text","D2","P1","その連絡は、ソン・ダウンの父の金銭接近を知らせようとしたものでした。回り道をした方法については、私の責任です。","","a","0.94","late-stage 고백성 의미(아버지 돈 접근 경고, 우회 책임)가 일반 기록 확인문으로 대체됨."
"judgec-d-1-soft-v1","최수민 씨, 처음엔 안부라 하셨지만 지금은 경고 목적을 인정하십니다. 왜 달라졌습니까.","チェ・スミンさん、記録は今、連絡記録、警告という説明、執着という烙印を中心に動いています。抜けている説明を落ち着いて整理してください。","judge_question_script","D2","P1","チェ・スミンさん、最初は安否確認だとおっしゃいましたが、今は警告が目的だったと認めています。なぜ変わったのですか。","","a","0.94","모순 추궁의 핵심인 진술 변화(안부→경고)가 사라짐."
"judgecombo-dc-1.a.q1-soft-v1","연락 기록은 이어진 접촉을, 단톡방 캡처는 그 접촉이 바로 낙인으로 번진 과정을 보여줍니다. 송다은 씨, 확인 전에 결론을 세운 이유를 말씀하십시오.","連絡記録とグループチャットのスクリーンショットを合わせて見ます。ソン・ダウンさん、これは連絡記録を公開の烙印に変えたことに関わります。記録を超える結論に急がず、落ち着いて答えてください。","judge_question_script","D2","P1","連絡記録は続いた接触を、グループチャットのスクリーンショットはその接触がすぐ烙印へ広がった過程を示しています。ソン・ダウンさん、確認する前に結論を立てた理由を話してください。","","a","0.88","증거 두 개의 기능 설명과 직접 사유 요구가 완곡한 주의문으로 약해짐."
"a_primary_fault-v3","결론은 다은의 성급한 단정에 더 큰 책임을 두었다. 최수민이 예비신랑에게 연락한 방식은 불안정했지만, 그 연락의 목적은 유혹이 아니라 경고에 가까웠다. 다은은 아버지 이야기를 피하고 싶어 수민의 설명 가능성까지 닫았고, 그 결과 단톡방 낙인이 먼저 퍼졌다. 판결 뒤 다은은 정정문을 올렸지만, 수민이 그 사과를 곧바로 받아들이지는 못했다.","結論はダウンの早すぎる断定により大きな責任を置いた。スミンの連絡の形は不安定だったが、接触の目的に近かった。ダウンは父の話を避け、スミンの説明可能性まで閉じたため、グループチャットの烙印が先に広がった。判決後、ダウンはその言葉を撤回するところから始めた。","non_party_scripted_text","D2","P1","結論は、ダウンの早すぎる決めつけにより大きな責任を置いた。チェ・スミンが婚約者へ連絡した方法は不安定だったが、その目的は誘惑ではなく警告に近かった。ダウンは父の話を避けたくてスミンの説明可能性まで閉ざし、その結果グループチャットでの烙印が先に広がった。判決後、ダウンは訂正文を出したが、スミンはその謝罪をすぐには受け入れられなかった。","","a","0.91","유혹이 아니라 경고, 정정문과 사과 미수용 결말이 누락/약화됨."
