source_file,source_text,proposed_key,target_text,notes
src/components/pc/home/PCHomeScreen.tsx,초 후 이전 해상도로 돌아갑니다.,pc.home.resolutionConfirm.countdown,{seconds}秒後に元の解像度へ戻します。,template
src/components/pc/home/PCHomeScreen.tsx,예,pc.home.resolutionConfirm.yes,はい,
src/components/pc/home/PCHomeScreen.tsx,아니요,pc.home.resolutionConfirm.no,いいえ,
src/components/pc/home/PCHomeScreen.tsx,전설,pc.home.history.rating.legend,伝説,
src/components/pc/home/PCHomeScreen.tsx,우수,pc.home.history.rating.excellent,優秀,
src/components/pc/home/PCHomeScreen.tsx,양호,pc.home.history.rating.good,良好,
src/components/pc/home/PCHomeScreen.tsx,보통,pc.home.history.rating.normal,標準,
src/components/pc/home/PCHomeScreen.tsx,미흡,pc.home.history.rating.weak,不足,
src/components/pc/home/PCHomeScreen.tsx,< 이전,pc.common.rooms.previous,＜ 前へ,
src/components/pc/home/PCHomeScreen.tsx,다음 >,pc.common.rooms.next,次へ ＞,
src/components/pc/home/PCHomeScreen.tsx,닫기,pc.common.close,閉じる,
src/components/pc/home/PCHomeScreen.tsx,관계,pc.result.party.label,関係,
src/components/pc/home/PCHomeScreen.tsx,쟁점,pc.result.dispute.label,争点,glossary dispute
src/components/pc/home/PCHomeScreen.tsx,증거,pc.result.evidence.label,証拠,glossary evidence
src/components/pc/home/PCHomeScreen.tsx,쟁점별 판단 결과,pc.result.judgment.section,争点ごとの判断結果,
src/components/pc/home/PCHomeScreen.tsx,내 판단,pc.result.judgment.mine,自分の判断,
src/components/pc/home/PCHomeScreen.tsx,본 사건은,pc.result.lead.before,"本事件は、{partyA}と{partyB}の{relation}にまつわる争いです。保存された判決記録をもとに再表示します。",concat — needs template (see implementation notes #1)
src/components/pc/home/PCHomeScreen.tsx,결정적 순간,pc.result.section.moment,決定的な瞬間,
src/components/pc/home/PCHomeScreen.tsx,해결 방향,pc.result.section.solution,解決の方向,
src/components/pc/home/PCHomeScreen.tsx,판결문 요약,pc.result.section.verdictText,判決文サマリー,
src/components/pc/home/PCHomeScreen.tsx,획득 카드,pc.result.section.cards,獲得カード,
src/components/pc/home/PCHomeScreen.tsx,저장된 칭호 기록이 없습니다.,pc.result.section.cards.empty,保存された称号の記録がありません。,
src/components/pc/home/PCHomeScreen.tsx,보상 조각,pc.result.section.fragments,報酬の欠片,
src/components/pc/home/PCHomeScreen.tsx,저장된 보상 기록이 없습니다.,pc.result.section.fragments.empty,保存された報酬の記録がありません。,
src/components/pc/home/PCHomeScreen.tsx,점,pc.home.history.score.suffix,点,
src/components/pc/home/PCHomeScreen.tsx,판결 기록,pc.result.eyebrow,判決履歴,
src/components/pc/home/PCIntroSlides.tsx,솔로몬의 딜레마,pc.intro.brand,ソロモンのジレンマ,branding flag
src/components/pc/home/PCIntroSlides.tsx,건너뛰기,pc.intro.skip,スキップ,
src/components/pc/home/PCIntroSlides.tsx,이전,pc.common.rooms.previous,前へ,
src/components/pc/home/PCIntroSlides.tsx,다음,pc.common.rooms.next,次へ,
src/components/pc/home/PCIntroSlides.tsx,로비 입장,pc.intro.enter,ロビーへ入る,
src/components/pc/home/PCLobbyOverlay.tsx,닫기,pc.lobby.close,閉じる,
src/components/pc/home/PCCaseBrowser.tsx,완료 기록만,pc.case.completedOnly,クリア済みのみ,
src/components/pc/home/PCCaseBrowser.tsx,미정,pc.case.unset.aria,未設定,
src/components/pc/home/PCCaseBrowser.tsx,???,pc.case.unset.score,???,literal
src/components/pc/home/PCCaseBrowser.tsx,점,pc.case.score.suffix,点,
src/components/pc/home/PCCaseBrowser.tsx,좌측에서 사건을 선택하세요.,pc.case.detail.empty,左から事件を選択してください。,
src/components/pc/home/PCCaseBrowser.tsx,주요 쟁점,pc.case.disputes.title,主な争点,
src/components/pc/home/PCCaseBrowser.tsx,심문 과정에서 추가 쟁점이 드러날 수 있습니다,pc.case.disputes.hint,尋問の進行に応じて、新たな争点が現れる場合があります。,
src/components/pc/home/PCCaseBrowser.tsx,초기 증거,pc.case.evidence.title,初期証拠,
src/components/pc/home/PCCaseBrowser.tsx,초기 증거 미지정,pc.case.evidence.empty,初期証拠は未設定です。,
src/components/pc/home/PCCaseBrowser.tsx,최고 기록,pc.case.bestScore,ベスト記録,
src/components/pc/home/PCCaseBrowser.tsx,/ 100,pc.case.scoreMax,/ 100,literal
src/components/pc/home/PCCaseBrowser.tsx,사건 입장하기,pc.case.enter,事件に入る,
src/components/pc/home/PCCaseBrief.tsx,사건 목록,pc.case.back,事件一覧,
src/components/pc/home/PCCaseBrief.tsx,주요 쟁점,pc.case.disputes.title,主な争点,reused
src/components/pc/home/PCCaseBrief.tsx,심문 과정에서 추가 쟁점이 드러날 수 있습니다,pc.case.disputes.hint,尋問の進行に応じて、新たな争点が現れる場合があります。,reused
src/components/pc/home/PCCaseBrief.tsx,초기 증거,pc.case.evidence.title,初期証拠,reused
src/components/pc/home/PCCaseBrief.tsx,초기 증거가 아직 지정되지 않았습니다,pc.case.evidence.empty,初期証拠は未設定です。,reused
src/components/pc/home/PCCaseBrief.tsx,사건 입장하기,pc.case.enter,事件に入る,reused
src/components/pc/home/pcHomeShared.ts,무작위,pc.relationship.random,ランダム,
src/components/pc/home/pcHomeShared.ts,부부,pc.relationship.spouse,夫婦,
src/components/pc/home/pcHomeShared.ts,가족,pc.relationship.family,家族,
src/components/pc/home/pcHomeShared.ts,친구,pc.relationship.friend,友人,
src/components/pc/home/pcHomeShared.ts,이웃,pc.relationship.neighbor,近隣,
src/components/pc/home/pcHomeShared.ts,동업,pc.relationship.partnership,共同事業,
src/components/pc/home/pcHomeShared.ts,세입자,pc.relationship.tenant,賃貸,
src/components/pc/home/pcHomeShared.ts,직장,pc.relationship.workplace,職場,
src/components/pc/home/pcHomeShared.ts,헤드라인,pc.relationship.headline,ヘッドライン,
src/components/pc/home/pcHomeShared.ts,온라인,pc.relationship.online,オンライン,
src/components/pc/home/pcHomeShared.ts,의료·교육,pc.relationship.professional,医療・教育,
src/components/pc/home/pcHomeShared.ts,공공·제도,pc.relationship.civic,公共・制度,
src/components/pc/home/pcHomeShared.ts,연인,pc.relationship.romance,恋愛,
src/components/pc/home/pcHomeShared.ts,가장 가깝고도 먼 사이,pc.session.spouse.tagline,最も近く、最も遠い間柄,
src/components/pc/home/pcHomeShared.ts,"사랑, 생활비, 침묵이 한 식탁에서 부딪힙니다.",pc.session.spouse.desc,"愛、生活費、沈黙が、ひとつの食卓でぶつかります。",P2 wrap risk
src/components/pc/home/pcHomeShared.ts,가까워서 더 쉽게 상처가 남는 관계,pc.session.family.tagline,近いからこそ傷つきやすい関係,
src/components/pc/home/pcHomeShared.ts,"돌봄과 기대, 의무와 애틋함이 서로를 시험합니다.",pc.session.family.desc,"ケアと期待、義務と情愛が、互いを試します。",
src/components/pc/home/pcHomeShared.ts,편함과 선 넘음의 한 끗 차이,pc.session.friend.tagline,気軽さと一線越えの紙一重,
src/components/pc/home/pcHomeShared.ts,"우정과 거래가 겹치는 순간, 감정의 온도가 달라집니다.",pc.session.friend.desc,"友情と取引が重なる瞬間、感情の温度が変わります。",
src/components/pc/home/pcHomeShared.ts,문 하나 사이의 생활 전쟁,pc.session.neighbor.tagline,ドア一枚を挟んだ生活戦争,
src/components/pc/home/pcHomeShared.ts,"소음과 시선, 경계와 배려가 일상 전체를 흔듭니다.",pc.session.neighbor.desc,"騒音と視線、境界と気配りが日常を揺らします。",
src/components/pc/home/pcHomeShared.ts,돈과 믿음이 어긋나는 순간,pc.session.partnership.tagline,お金と信頼が食い違う瞬間,
src/components/pc/home/pcHomeShared.ts,"정산과 분담, 약속과 책임이 서로 다른 계산을 드러냅니다.",pc.session.partnership.desc,"清算と分担、約束と責任、それぞれ違う計算が見えてきます。",P2 wrap risk
src/components/pc/home/pcHomeShared.ts,계약서 밖에서 터지는 현실,pc.session.tenant.tagline,契約書の外で起こる現実,
src/components/pc/home/pcHomeShared.ts,"보증금, 하자, 책임 회피가 좁은 공간 안에서 충돌합니다.",pc.session.tenant.desc,"敷金、瑕疵、責任逃れが、狭い空間でぶつかります。",
src/components/pc/home/pcHomeShared.ts,기록과 관계가 동시에 흔들리는 자리,pc.session.workplace.tagline,記録と関係が同時に揺れる場,
src/components/pc/home/pcHomeShared.ts,"메일과 규정, 평가와 소문이 일의 얼굴을 바꿔 놓습니다.",pc.session.workplace.desc,"メールと規程、評価と噂が、仕事の顔を変えていきます。",
src/components/pc/home/pcHomeShared.ts,"세상이 보는 사건은 무게가 다르다",pc.session.headline.tagline,"世間が見る事件は、重みが違う",
src/components/pc/home/pcHomeShared.ts,공개성과 파장이 커질수록 판단은 더 무거워집니다.,pc.session.headline.desc,注目と波紋が広がるほど、判断はより重くなります。,
src/components/pc/home/pcHomeShared.ts,화면 밖 진실은 더 늦게 드러난다,pc.session.online.tagline,画面の外の真実は、より遅れて見えてくる,
src/components/pc/home/pcHomeShared.ts,"댓글과 게시물, 캡처와 여론이 사건의 흐름을 바꿉니다.",pc.session.online.desc,"コメントと投稿、スクショと世論が、事件の流れを変えていきます。",P2 wrap risk
src/components/pc/home/pcHomeShared.ts,믿고 맡긴 만큼 더 무거워지는 책임,pc.session.professional.tagline,預けた分だけ重くなる責任,
src/components/pc/home/pcHomeShared.ts,"전문성, 보호 의무, 해명의 온도가 정면으로 충돌합니다.",pc.session.professional.desc,"専門性、保護義務、釈明の温度が真正面からぶつかります。",
src/components/pc/home/pcHomeShared.ts,"제도가 흔들리면 모두가 불안해진다",pc.session.civic.tagline,"制度が揺らぐと、誰もが不安になる",
src/components/pc/home/pcHomeShared.ts,공적 절차와 개인의 사정이 같은 장면 안에서 맞붙습니다.,pc.session.civic.desc,公的な手続きと個人の事情が、同じ場面で対峙します。,
src/components/pc/home/pcHomeShared.ts,"사랑과 의심 사이, 감정이 증거가 되는 순간",pc.session.romance.tagline,愛と疑いの間 ─ 感情が証拠になる瞬間,
src/components/pc/home/pcHomeShared.ts,"약속과 배신, 질투와 진심이 가장 가까운 사이를 시험합니다.",pc.session.romance.desc,"約束と裏切り、嫉妬と本心が、最も近い間柄を試します。",
src/components/pc/home/pcHomeShared.ts,곧 충전,pc.home.refill.soon,まもなく回復,
src/components/pc/home/pcHomeShared.ts,쉬움,pc.difficulty.easy,簡単,
src/components/pc/home/pcHomeShared.ts,어려움,pc.difficulty.hard,難しい,
src/components/pc/home/pcHomeShared.ts,외,pc.case.issuesMore,ほか,
src/components/pc/home/pcHomeShared.ts,현대판 솔로몬이 되어 갈등을 해결해주세요.,pc.intro.slide1.title,現代のソロモンとなり、対立を解決しましょう。,
src/components/pc/home/pcHomeShared.ts,"질문, 증거, 판단을 연결하며 서로 다른 진실을 가려내는 모의 재판 게임입니다.",pc.intro.slide1.body,"質問・証拠・判断を組み合わせて、食い違う真相を見極める模擬法廷ゲームです。",P1 wrap risk
src/components/pc/home/pcHomeShared.ts,옳고 그름 보다 어긋난 진실에 집중하세요.,pc.intro.slide2.title,善悪よりも、ねじれた真相に注目してください。,
src/components/pc/home/pcHomeShared.ts,"감정과 기록, 침묵과 변명, 계산과 오해가 서로 다른 얼굴을 드러냅니다.",pc.intro.slide2.body,"感情と記録、沈黙と弁明、計算と誤解が異なる顔を見せます。",P2 wrap risk
src/components/pc/home/pcHomeShared.ts,"질문하고, 증거를 제시하고, 흐름에 집중해주세요.",pc.intro.slide3.title,"質問し、証拠を提示し、流れに集中しましょう。",
src/components/pc/home/pcHomeShared.ts,"중요한 것은 정보의 양이 아니라, 파편화 된 단서의 연결입니다.",pc.intro.slide3.body,"大切なのは情報の量ではなく、断片的な手がかりをつなぐ力です。",
src/components/pc/home/pcHomeShared.ts,첫 사건이 당신을 기다리고 있습니다!,pc.intro.slide4.title,最初の事件があなたを待っています！,
src/components/pc/home/pcHomeShared.ts,원하는 사건을 선택하여 지금 바로 재판을 시작할 수 있습니다.,pc.intro.slide4.body,気になる事件を選んで、すぐに公判を始められます。,
src/components/pc/settings/PCSettingsPanel.tsx,화면,pc.settings.cat.display,画面,
src/components/pc/settings/PCSettingsPanel.tsx,오디오,pc.settings.cat.audio,オーディオ,
src/components/pc/settings/PCSettingsPanel.tsx,게임플레이,pc.settings.cat.gameplay,ゲームプレイ,
src/components/pc/settings/PCSettingsPanel.tsx,데이터,pc.settings.cat.data,データ,
src/components/pc/settings/PCSettingsPanel.tsx,언어,pc.settings.cat.language,言語,
src/components/pc/settings/PCSettingsPanel.tsx,접근성,pc.settings.cat.accessibility,アクセシビリティ,
src/components/pc/settings/PCSettingsPanel.tsx,키보드,pc.settings.cat.keyboard,キーボード,
src/components/pc/settings/PCSettingsPanel.tsx,계정,pc.settings.cat.account,アカウント,
src/components/pc/settings/PCSettingsPanel.tsx,정보,pc.settings.cat.about,情報,
src/components/pc/settings/PCSettingsPanel.tsx,설정,pc.settings.dialogAria,設定,
src/components/pc/settings/PCSettingsPanel.tsx,설정,pc.settings.title,設定,
src/components/pc/settings/PCSettingsPanel.tsx,닫기 (Esc),pc.settings.close.aria,閉じる (Esc),
src/components/pc/settings/PCSettingsPanel.tsx,설정 카테고리,pc.settings.nav.aria,設定カテゴリ,
src/components/pc/settings/PCSettingsPanel.tsx,준비 중,pc.settings.preview.pending,準備中,
src/components/pc/settings/PCSettingsPanel.tsx,한국어 / 영어 / 일본어 — 확장 예정,pc.settings.preview.language.desc,日本語 / 韓国語 / 英語 ─ 順次拡張予定,reorder for ja-first context
src/components/pc/settings/PCSettingsPanel.tsx,색약 모드·큰 글씨·자막·깜빡임 감소 — 다음 사이클,pc.settings.preview.a11y.desc,色覚モード・大きな文字・字幕・ちらつき軽減 ─ 次サイクル予定,
src/components/pc/settings/PCSettingsPanel.tsx,단축키 커스터마이징 — 다음 사이클,pc.settings.preview.keyboard.desc,ショートカットのカスタマイズ ─ 次サイクル予定,
src/components/pc/settings/PCSettingsPanel.tsx,로그인·세이브 동기 — 확장 예정,pc.settings.preview.account.desc,ログイン・セーブデータ同期 ─ 拡張予定,
src/components/pc/settings/PCSettingsPanel.tsx,화면,pc.settings.display.title,画面,
src/components/pc/settings/PCSettingsPanel.tsx,해상도 · 풀스크린 · UI 표시 옵션,pc.settings.display.desc,解像度・フルスクリーン・UI表示オプション,
src/components/pc/settings/PCSettingsPanel.tsx,해상도 프리셋,pc.settings.resolution.title,解像度プリセット,
src/components/pc/settings/PCSettingsPanel.tsx,선택한 해상도에 맞춰 좌우 패널 레이아웃이 단계적으로 조정됩니다.,pc.settings.resolution.desc,選択した解像度に合わせて、左右のパネルが段階的に調整されます。,
src/components/pc/settings/PCSettingsPanel.tsx,Auto (자동 감지),pc.settings.resolution.auto,Auto (自動検出),
src/components/pc/settings/PCSettingsPanel.tsx,현재,pc.settings.resolution.current,現在,
src/components/pc/settings/PCSettingsPanel.tsx,현재 UI 단계:,pc.settings.bucket.note,現在のUI段階：,
src/components/pc/settings/PCSettingsPanel.tsx,(기본 · 1080px 이상),pc.settings.bucket.L,(標準・1080px以上),
src/components/pc/settings/PCSettingsPanel.tsx,(축소 1단계 · 900–1079px),pc.settings.bucket.M,(縮小1段階・900–1079px),
src/components/pc/settings/PCSettingsPanel.tsx,(축소 2단계 · 768–899px),pc.settings.bucket.S,(縮小2段階・768–899px),
src/components/pc/settings/PCSettingsPanel.tsx,(축소 3단계 · 767px 이하),pc.settings.bucket.XS,(縮小3段階・767px以下),
src/components/pc/settings/PCSettingsPanel.tsx,표시 옵션 (예정),pc.settings.displayOptions.title,表示オプション (予定),
src/components/pc/settings/PCSettingsPanel.tsx,풀스크린 모드,pc.settings.displayOptions.fullscreen.label,フルスクリーン,
src/components/pc/settings/PCSettingsPanel.tsx,브라우저 풀스크린 토글,pc.settings.displayOptions.fullscreen.desc,ブラウザのフルスクリーン切り替え,
src/components/pc/settings/PCSettingsPanel.tsx,UI 스케일,pc.settings.displayOptions.uiScale.label,UIスケール,
src/components/pc/settings/PCSettingsPanel.tsx,80% ~ 120%,pc.settings.displayOptions.uiScale.desc,80% 〜 120%,
src/components/pc/settings/PCSettingsPanel.tsx,FPS 제한,pc.settings.displayOptions.fpsLimit.label,FPS制限,
src/components/pc/settings/PCSettingsPanel.tsx,30 / 60 / 120 / 무제한,pc.settings.displayOptions.fpsLimit.desc,30 / 60 / 120 / 無制限,
src/components/pc/settings/PCSettingsPanel.tsx,모션 감소,pc.settings.displayOptions.reduceMotion.label,モーション軽減,
src/components/pc/settings/PCSettingsPanel.tsx,펄스/애니메이션 비활성,pc.settings.displayOptions.reduceMotion.desc,パルス／アニメーションを抑える,
