id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v1].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v1_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v1].text,오피스텔 경비님 증언이 필요합니다. 두 분의 해석이 갈리는 만큼 출입 빈도와 해당 층 상황을 직접 확인하겠습니다.,"We need testimony from the Officetel Security Guard. Since your interpretations diverge, I will verify the entry frequency and the situation on that floor directly.",オフィステル警備員の証言が必要です。お二人の解釈が分かれている以上、出入りの頻度とその階の状況を直接確認します。,需要韩式商住公寓保安的证言。既然两位解读不同，我将直接确认出入频率和该楼层情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v2].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v2_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v2].text,"오피스텔 경비님을 모시겠습니다. 오피스텔 방문을 외도 정황으로 볼지 다른 사정으로 볼지, 현장 기억을 들어야 합니다.","I will call the Officetel Security Guard. To decide whether the officetel visits point to an affair or another circumstance, we need to hear the on-site memory.",オフィステル警備員をお呼びします。オフィステル訪問を不倫の状況と見るのか別の事情と見るのか、現場の記憶を聞く必要があります。,传唤韩式商住公寓保安。要判断韩式商住公寓探访是出轨情况还是另有原因，必须听取现场记忆。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v3].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v3_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v3].text,정황만으로 판단하지 않겠습니다. 오피스텔 경비님께 차량 출입과 거주 현황을 바로 확인하겠습니다.,I will not judge on circumstances alone. I will ask the Officetel Security Guard to confirm the vehicle entries and occupancy status now.,状況だけで判断しません。オフィステル警備員に、車両の出入りと居住状況をすぐ確認します。,不会仅凭情况判断。我会立即向韩式商住公寓保安确认车辆出入和居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v4].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v4_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v4].text,"오피스텔 경비님, 방문 차량을 본 기억과 그 층의 거주자를 구분해서 말씀해 주셔야 합니다.","Officetel Security Guard, please separate what you remember seeing about the visiting vehicle from who lived on that floor.",オフィステル警備員、訪問車両を見た記憶と、その階の居住者を分けて述べてください。,韩式商住公寓保安，请把看见来访车辆的记忆和该楼层住户分开说明。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v5].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_mid_.variants_judgewit-w-1-mid-v5_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|mid].variants[judgewit-w-1-mid-v5].text,오피스텔 경비님을 통해 같은 장소가 반복된 이유를 좁히겠습니다. 더는 추측만으로 둘 수 없습니다.,"Through the Officetel Security Guard, I will narrow down why the same place kept recurring. This cannot remain guesswork.",オフィステル警備員を通じて、同じ場所が繰り返された理由を絞ります。これ以上、推測だけにはしておけません。,通过韩式商住公寓保安缩小同一地点反复出现的理由。不能再只停留在猜测。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v1].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v1_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v1].text,"오피스텔 경비님을 모시겠습니다. 차량 출입이 언제, 얼마나 반복됐는지부터 차분히 확인하겠습니다.",I will call the Officetel Security Guard. We will calmly begin by confirming when and how often the vehicle entered.,オフィステル警備員をお呼びします。車両の出入りがいつ、どれほど繰り返されたのかから落ち着いて確認します。,传唤韩式商住公寓保安。先冷静确认车辆是在何时、以何种频率反复出入。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v2].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v2_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v2].text,오피스텔 경비님께 먼저 묻겠습니다. 해당 층의 거주 현황과 방문 빈도를 기록과 기억으로 맞춰 보겠습니다.,I will first ask the Officetel Security Guard. We will match the occupancy of that floor and the visit frequency against the records and memory.,まずオフィステル警備員に尋ねます。その階の居住状況と訪問頻度を、記録と記憶で照合します。,先询问韩式商住公寓保安。将用记录和记忆核对该楼层居住情况与探访频率。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v3].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v3_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v3].text,오피스텔 경비님을 부르겠습니다. 정황 해석보다 실제 출입 장면을 먼저 확인하겠습니다.,I will call the Officetel Security Guard. We will confirm the actual entry scenes before interpreting the circumstances.,オフィステル警備員をお呼びします。状況の解釈より先に、実際の出入りの場面を確認します。,传唤韩式商住公寓保安。先确认实际出入场景，再进行情况解读。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v4].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v4_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v4].text,"오피스텔 경비님, 들어와 주십시오. 이준호 씨 차량을 본 시간대와 횟수를 순서대로 듣겠습니다.","Officetel Security Guard, please come in. We will hear, in order, when and how often you saw Mr. Lee Jun-ho’s vehicle.",オフィステル警備員、入ってください。イ・ジュノさんの車を見た時間帯と回数を順に伺います。,韩式商住公寓保安，请进。请按顺序说明看到李俊浩先生车辆的时间段和次数。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v5].behaviorHint,오피스텔 경비 증언이 차량 출입 빈도와 해당 층 거주 현황에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Officetel Security Guard’s testimony will bear on vehicle entry frequency and who lived on that floor.,オフィステル警備員の証言が、車両の出入りの頻度とその階の居住状況にどう関わるかを裁判官が先に示す。,法官先说明韩式商住公寓保安的证言将如何影响车辆出入频率和该楼层居住情况。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-1_soft_.variants_judgewit-w-1-soft-v5_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-1|soft].variants[judgewit-w-1-soft-v5].text,"오피스텔 경비님의 기억을 통해 그 층에 누가 살았는지, 방문이 어떤 패턴이었는지 확인하겠습니다.",We will use the Officetel Security Guard’s memory to confirm who lived on that floor and what pattern the visits followed.,オフィステル警備員の記憶を通じて、その階に誰が住んでいたのか、訪問がどのようなパターンだったのかを確認します。,通过韩式商住公寓保安的记忆，确认那一层住着谁，以及探访呈现什么模式。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v1].behaviorHint,은행 직원 증언이 위임장 적금 해지 절차와 확인 미흡 가능성에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Bank Clerk’s testimony will bear on the power-of-attorney savings cancellation procedure and possible verification gaps.,銀行職員の証言が、委任状による積立預金の解約手続きと確認不足の可能性にどう関わるかを裁判官が先に示す。,法官先说明银行职员的证言将如何影响委托书办理储蓄账户解约的程序及可能的核验不足。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v1_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v1].text,은행 직원님을 즉시 모시겠습니다. 해지 서류와 해지 절차를 더 이상 모호하게 둘 수 없습니다.,I will call the Bank Clerk at once. The cancellation documents and procedure can no longer be left unclear.,銀行職員を直ちにお呼びします。解約書類と解約手続きを、これ以上曖昧なままにはできません。,立即传唤银行职员。解约文件和解约程序不能再含糊下去。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v2].behaviorHint,은행 직원 증언이 위임장 적금 해지 절차와 확인 미흡 가능성에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Bank Clerk’s testimony will bear on the power-of-attorney savings cancellation procedure and possible verification gaps.,銀行職員の証言が、委任状による積立預金の解約手続きと確認不足の可能性にどう関わるかを裁判官が先に示す。,法官先说明银行职员的证言将如何影响委托书办理储蓄账户解约的程序及可能的核验不足。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v2_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v2].text,"은행 직원님, 들어오십시오. 공동 적금 해지 과정에서 어떤 확인이 빠졌는지 바로 답해 주셔야 합니다.","Bank Clerk, please come in. You must answer at once what verification was missing during the joint savings cancellation.",銀行職員、入ってください。共同積立預金の解約過程でどの確認が抜けたのか、すぐ答えていただきます。,银行职员，请进。请立即回答共同储蓄账户解约过程中缺少了哪些核验。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v3].behaviorHint,은행 직원 증언이 위임장 적금 해지 절차와 확인 미흡 가능성에 미치는 영향을 재판관이 먼저 밝힌다.,The Judge first states how the Bank Clerk’s testimony will bear on the power-of-attorney savings cancellation procedure and possible verification gaps.,銀行職員の証言が、委任状による積立預金の解約手続きと確認不足の可能性にどう関わるかを裁判官が先に示す。,法官先说明银行职员的证言将如何影响委托书办理储蓄账户解约的程序及可能的核验不足。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_spouse-01_channels_judge_witness_summon_.entries_w-2_hard_.variants_judgewit-w-2-hard-v3_.text,non_party_scripted_text,src/data/scriptedText,spouse-01,channels[judge_witness_summon].entries[w-2|hard].variants[judgewit-w-2-hard-v3].text,은행 직원님의 증언으로 서류 처리 과정을 확정하겠습니다. 해지 서류 진위를 지금 확인해야 합니다.,The Bank Clerk’s testimony will settle how the documents were handled. We must confirm the authenticity of the cancellation documents now.,銀行職員の証言で書類処理の過程を確定します。解約書類の真偽を今確認しなければなりません。,将通过银行职员的证言确认文件处理过程。现在必须确认解约文件真伪。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
