id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v1].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 2 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 2.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 2を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 2 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v1_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v1].text,"최수민 씨, 말할수록 더 나빠질까 봐 눌렀던 감정을 말씀하십시오.","Ms. Choi, tell us what feelings you held back because speaking might make things worse.",チェ・スミンさん、話すほど悪くなるのではないかと思って抑え込んだ感情を話してください。,崔秀敏女士，请说说你因为怕越说越糟而压下的情绪。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v2].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 2 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 2.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 2を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 2 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v2_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v2].text,"송다은 씨, 불안이 분노로 바뀐 순간을 떠올려 말씀해 주십시오.","Ms. Song, recall the moment your anxiety turned into anger, and tell us about it.",ソン・ダウンさん、不安が怒りに変わった瞬間を思い出して話してください。,宋多恩女士，请回想并说明不安转为愤怒的那一刻。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v3].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 2 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 2.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 2を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 2 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v3_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v3].text,"두 분, 서로에게 기대하지 못한 지점을 차분히 설명하십시오.","Both of you, calmly explain where each of you could no longer rely on the other.",お二人とも、互いに何を期待できなくなったのか、落ち着いて説明してください。,两位，请冷静说明你们各自无法再期待对方的地方。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v4].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 2 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 2.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 2を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 2 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v4_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v4].text,"최수민 씨, 송다은 씨에게 바로 가지 못한 상처를 말해 보십시오.","Ms. Choi, tell us about the hurt that kept you from going directly to Ms. Song.",チェ・スミンさん、ソン・ダウンさんのもとへ直接行けなかった傷について話してください。,崔秀敏女士，请说说是什么伤害让你无法直接找宋多恩女士。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v5].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 2 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 2.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 2を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 2 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v5_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v5].text,"송다은 씨, 예전 불신이 이번 판단을 흔든 정도를 말씀하십시오.","Ms. Song, explain how much old distrust affected your judgment this time.",ソン・ダウンさん、以前からの不信が今回の判断をどの程度揺らしたのか話してください。,宋多恩女士，请说明过去的不信任在多大程度上影响了这次判断。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v1].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 3 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 3.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 3を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 3 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v1_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v1].text,"최수민 씨, 경고하려는 마음과 악역이 될 두려움이 어떻게 부딪혔습니까.","Ms. Choi, how did the urge to warn her collide with the fear of becoming the villain?",チェ・スミンさん、警告したい気持ちと悪役になる怖さは、どうぶつかりましたか。,崔秀敏女士，想要警告的心情和害怕成为坏人的恐惧，是如何冲突的？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v2].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 3 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 3.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 3を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 3 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v2_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v2].text,"송다은 씨, 상대의 경고 가능성을 들었을 때 어떤 감정이 먼저 왔습니까.","Ms. Song, when you heard it might have been a warning, what emotion came first?",ソン・ダウンさん、相手の連絡が警告だった可能性を聞いた時、最初にどんな感情が来ましたか。,宋多恩女士，当你听到那可能是警告时，最先涌上的是什么情绪？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v3].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 3 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 3.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 3を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 3 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v3_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v3].text,"두 분, 서로를 믿지 못한 시간이 이번 연락에 어떻게 붙었습니까.","Both of you, how did the time spent not trusting each other attach itself to this contact?",お二人とも、互いを信じられなかった時間が、今回の連絡にどう結びついたのか話してください。,两位，请说明彼此无法信任的那段时间，如何附着到了这次联系上。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v4].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 3 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 3.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 3を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 3 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v4_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v4].text,"최수민 씨, 침묵이 반복될 걸 알면서도 왜 버텼습니까.","Ms. Choi, why did you keep holding on even knowing the silence would repeat?",チェ・スミンさん、沈黙が繰り返されると分かっていながら、なぜ持ちこたえたのですか。,崔秀敏女士，明知沉默会反复，为什么还是坚持了下去？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v5].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 3 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 3.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 3を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 3 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v5_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v5].text,"송다은 씨, 틀렸을 수 있다는 생각을 왜 받아들이기 어려웠습니까.","Ms. Song, why was it hard to accept that you might have been wrong?",ソン・ダウンさん、自分が間違っていたかもしれないという考えを、なぜ受け入れにくかったのですか。,宋多恩女士，为什么你很难接受自己可能判断错了？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v1].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 4 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 4.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 4を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 4 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v1_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v1].text,"최수민 씨, 좋은 의도였어도 상대가 상처받은 책임을 보십니까.","Ms. Choi, even if your intent was good, do you see your responsibility for the hurt caused?",チェ・スミンさん、善意だったとしても、相手が傷ついたことへの責任は見えていますか。,崔秀敏女士，即使出发点是好的，你是否看到自己对造成伤害的责任？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v2].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 4 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 4.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 4を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 4 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v2_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v2].text,"송다은 씨, 확인하지 않은 단정이 만든 상처를 지금 어떻게 보십니까.","Ms. Song, how do you now view the hurt created by a conclusion you did not verify?",ソン・ダウンさん、確認しないまま下した断定が作った傷を、今どう見ていますか。,宋多恩女士，你现在如何看待未经确认的定论造成的伤害？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v3].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 4 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 4.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 4を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 4 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v3_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v3].text,"두 분, 서로의 두려움이 사실 확인을 막은 지점을 말씀하십시오.","Both of you, tell us where your fears blocked fact-checking.",お二人とも、互いの怖れが事実確認を妨げた地点を話してください。,两位，请说出你们各自的恐惧在哪些地方阻碍了事实确认。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v4].behaviorHint,재판관이 감정의 압력을 인정하되 책임의 지점을 놓치지 않는다. depth 4 기준으로 질문 강도를 조절한다.,The judge acknowledges the emotional pressure without losing sight of responsibility. Adjust the question intensity for depth 4.,裁判官は感情の圧力を認めつつ、責任の所在を見失わない。depth 4を基準に質問の強度を調整する。,法官承认情绪压力，但不放过责任所在。按 depth 4 调整提问强度。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_friend-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v4_.text,non_party_scripted_text,src/data/scriptedText,friend-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v4].text,"최수민 씨, 보호하려던 침묵이 낙인을 키운 사실을 인정하십니까.","Ms. Choi, do you admit that the silence meant to protect her made the stigma grow?",チェ・スミンさん、守るための沈黙が烙印を大きくした事実を認めますか。,崔秀敏女士，你是否承认，为了保护而保持的沉默反而扩大了污名？,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
