source_file,source_text,proposed_key,target_text,notes
src/components/pc/home/PCHomeScreen.tsx:288,라이브 상태,settings.live.title,Live Status,Reuses settings.live.title.
src/components/pc/home/PCHomeScreen.tsx:289,AI 연결됨,home.live.connected,AI Connected,
src/components/pc/home/PCHomeScreen.tsx:289,오프라인 모드,home.live.offline,Offline Mode,
src/components/pc/home/PCHomeScreen.tsx:291,AI 연결: 정상,home.live.connectionOk,AI: Online,
src/components/pc/home/PCHomeScreen.tsx:291,AI 연결: 미연결,home.live.connectionDown,AI: Disconnected,
src/components/pc/home/PCHomeScreen.tsx:309,설정 (aria-label),settings.title,Settings,
src/components/pc/home/PCHomeScreen.tsx:318,솔로몬의 딜레마,home.gameTitle,Solomon’s Dilemma,Hero title. Confirm against Steam store branding (project_solomon glossary entry covers product naming).
src/components/pc/home/PCHomeScreen.tsx:321,현대판 솔로몬이 되어 판결을 내려보세요.,home.tagline,Become a modern Solomon and pass judgment.,
src/components/pc/home/PCHomeScreen.tsx:324,일반 모드 >,home.mode.normal.label,Normal Mode,Strip trailing >. Use › for arrow accent in info cards.
src/components/pc/home/PCHomeScreen.tsx:324,세션 N개,home.mode.normal.sessions,{count} sessions,
src/components/pc/home/PCHomeScreen.tsx:324,진척 X/Y,home.mode.normal.progress,Progress {done}/{total},
src/components/pc/home/PCHomeScreen.tsx:325,시즌 모드 >,home.mode.season.label,Season Mode,
src/components/pc/home/PCHomeScreen.tsx:325,N건 배정,home.mode.season.assigned,{count} cases assigned,
src/components/pc/home/PCHomeScreen.tsx:325,배정 준비 중,home.mode.season.preparing,Assignment in preparation,
src/components/pc/home/PCHomeScreen.tsx:325,N일 남음,home.mode.season.daysLeft,{days} days left,
src/components/pc/home/PCHomeScreen.tsx:328,재판관 정보 >,home.info.judgeProfile.action,Judge Profile ›,Replace ASCII > with › per style guide.
src/components/pc/home/PCHomeScreen.tsx:329,리더보드,home.info.leaderboard.title,Leaderboard,
src/components/pc/home/PCHomeScreen.tsx:329,상세 보기 >,home.info.leaderboard.action,View Details ›,
src/components/pc/home/PCHomeScreen.tsx:336,GENERAL MODE,home.general.eyebrow,GENERAL MODE,Already English in source.
src/components/pc/home/PCHomeScreen.tsx:336,일반 모드,home.general.title,Normal Mode,
src/components/pc/home/PCHomeScreen.tsx:336,세션을 고르면 해당 사건 리스트로 바로 이동합니다.,home.general.description,Pick a session to jump straight to its case list.,
src/components/pc/home/PCHomeScreen.tsx:344,SESSION,home.session.cardSession,SESSION,
src/components/pc/home/PCHomeScreen.tsx:345,준비 중,home.session.preparing,In Preparation,
src/components/pc/home/PCHomeScreen.tsx:359,평균 N점,home.session.average,Avg {score} pts,
src/components/pc/home/PCHomeScreen.tsx:363,잠김 (aria),common.locked,Locked,
src/components/pc/home/PCHomeScreen.tsx:365,준비 중,home.session.preparing,In Preparation,Reuses key.
src/components/pc/home/PCHomeScreen.tsx:385,JUDGE DESK,judgeDesk.eyebrow,JUDGE DESK,
src/components/pc/home/PCHomeScreen.tsx:385,재판관 정보,judgeDesk.title,Judge Profile,Glossary: judge=Judge.
src/components/pc/home/PCHomeScreen.tsx:385,"현재 재판관의 성향과 타이틀, 판결 기록을 확인합니다.",judgeDesk.description,"Inspect the current judge’s axes, titles, and verdict history.",
src/components/pc/home/PCHomeScreen.tsx:387,정보 확인,judgeDesk.tab.profile,Profile,
src/components/pc/home/PCHomeScreen.tsx:388,판결 기록,judgeDesk.tab.history,Verdict History,
src/components/pc/home/PCHomeScreen.tsx:389,재판관 관리,judgeDesk.tab.progression,Manage Judge,
src/components/pc/home/PCHomeScreen.tsx:395,JUDGE PROFILE,judgeDesk.profile.eyebrow,JUDGE PROFILE,
src/components/pc/home/PCHomeScreen.tsx:402,명성 진행,judgeDesk.profile.reputation,Reputation Progress,
src/components/pc/home/PCHomeScreen.tsx:407,처리 사건,judgeDesk.profile.casesHandled,Cases Handled,
src/components/pc/home/PCHomeScreen.tsx:408,최고 점수,judgeDesk.profile.bestScore,Best Score,
src/components/pc/home/PCHomeScreen.tsx:409,평균 점수,judgeDesk.profile.avgScore,Average Score,
src/components/pc/home/PCHomeScreen.tsx:410,시즌,judgeDesk.profile.season,Season,
src/components/pc/home/PCHomeScreen.tsx:413,JUDGE AXES,judgeDesk.profile.axesEyebrow,JUDGE AXES,
src/components/pc/home/PCHomeScreen.tsx:414,탐구(균형),judgeDesk.axes.inquiry,Inquiry (Balance),Distinct meaning from sort.insight (score axis vs judge axis).
src/components/pc/home/PCHomeScreen.tsx:414,논리,judgeDesk.axes.logic,Logic,
src/components/pc/home/PCHomeScreen.tsx:414,직관,judgeDesk.axes.intuition,Intuition,
src/components/pc/home/PCHomeScreen.tsx:415,판결(균형),judgeDesk.axes.judgment,Judgment (Balance),
src/components/pc/home/PCHomeScreen.tsx:415,엄격,judgeDesk.axes.strict,Strict,
src/components/pc/home/PCHomeScreen.tsx:415,관용,judgeDesk.axes.lenient,Lenient,
src/components/pc/home/PCHomeScreen.tsx:416,해결(균형),judgeDesk.axes.resolution,Resolution (Balance),
src/components/pc/home/PCHomeScreen.tsx:416,원칙,judgeDesk.axes.principle,Principle,
src/components/pc/home/PCHomeScreen.tsx:416,봉합,judgeDesk.axes.reconcile,Reconcile,봉합 literally = sutured/closure. Game uses it as `Reconcile`.
src/components/pc/home/PCHomeScreen.tsx:423,판결 기록 모드 (aria),history.modeAria,Verdict History Mode,
src/components/pc/home/PCHomeScreen.tsx:424,일반 모드,history.modeTab.general,Normal Mode,
src/components/pc/home/PCHomeScreen.tsx:425,시즌 모드,history.modeTab.season,Season Mode,
src/components/pc/home/PCHomeScreen.tsx:428,사건 선택,history.case.selectTitle,Select Case,
src/components/pc/home/PCHomeScreen.tsx:430,표시할 사건이 없습니다.,history.case.empty.title,No cases to show.,
src/components/pc/home/PCHomeScreen.tsx:430,아직 이 모드에 연결된 사건이 없습니다.,history.case.empty.description,No cases are linked to this mode yet.,
src/components/pc/home/PCHomeScreen.tsx:435,플레이,history.case.played,Plays,
src/components/pc/home/PCHomeScreen.tsx:436,평균,history.case.average,Average,
src/components/pc/home/PCHomeScreen.tsx:437,최고,history.case.best,Best,
src/components/pc/home/PCHomeScreen.tsx:453,기록 없음,common.recordNone,No record,
src/components/pc/home/PCHomeScreen.tsx:462,플레이 이력,history.play.title,Play History,
src/components/pc/home/PCHomeScreen.tsx:464,선택한 사건의 플레이 기록이 없습니다.,history.play.empty.title,No plays recorded for the selected case.,
src/components/pc/home/PCHomeScreen.tsx:464,해당 사건을 클리어하면 날짜와 점수별 기록이 이곳에 저장됩니다.,history.play.empty.description,Date and score records appear here once you clear the case.,
src/components/pc/home/PCHomeScreen.tsx:469,플레이 시점 / 점수,history.play.dateScore,Play Date / Score,
src/components/pc/home/PCHomeScreen.tsx:483,총점,history.play.totalScore,Total,
src/components/pc/home/PCHomeScreen.tsx:484,탐구,history.play.insight,Insight,
src/components/pc/home/PCHomeScreen.tsx:485,판결,history.play.authority,Authority,
src/components/pc/home/PCHomeScreen.tsx:486,해결,history.play.wisdom,Wisdom,
src/components/pc/home/PCHomeScreen.tsx:489,판결 결과 요약,history.play.verdictBrief,Verdict Summary,
src/components/pc/home/PCHomeScreen.tsx:492,상세 보기,common.viewDetails,View Details,
src/components/pc/home/PCHomeScreen.tsx:507,리더보드,leaderboard.title,Leaderboard,
src/components/pc/home/PCHomeScreen.tsx:507,현재 시즌 기준 점수와 명예의 전당 기록입니다.,leaderboard.description,Current season scores and Hall of Fame.,
src/components/pc/home/PCHomeScreen.tsx:510,SCOREBOARD,leaderboard.scoreboard.eyebrow,SCOREBOARD,
src/components/pc/home/PCHomeScreen.tsx:510,시즌 랭킹,leaderboard.scoreboard.title,Season Ranking,
src/components/pc/home/PCHomeScreen.tsx:510,아직 시즌 기록이 없습니다.,leaderboard.scoreboard.empty.title,No season records yet.,
src/components/pc/home/PCHomeScreen.tsx:510,플레이 기록이 쌓이면 이곳에 자동 반영됩니다.,leaderboard.scoreboard.empty.description,Plays will appear here automatically.,
src/components/pc/home/PCHomeScreen.tsx:511,HALL OF FAME,leaderboard.hof.eyebrow,HALL OF FAME,
src/components/pc/home/PCHomeScreen.tsx:511,명예의 전당,leaderboard.hof.title,Hall of Fame,
src/components/pc/home/PCHomeScreen.tsx:511,아직 전당 기록이 없습니다.,leaderboard.hof.empty.title,No Hall of Fame records yet.,
src/components/pc/home/PCHomeScreen.tsx:511,최고 기록이 쌓이면 시즌 명예의 전당이 채워집니다.,leaderboard.hof.empty.description,Top scores will fill the Hall of Fame as the season progresses.,
src/components/pc/home/PCHomeScreen.tsx:518,SETTINGS,settings.eyebrow,SETTINGS,
src/components/pc/home/PCHomeScreen.tsx:518,설정,settings.title,Settings,
src/components/pc/home/PCHomeScreen.tsx:518,"오디오, 텍스트 속도, AI 연결 상태를 관리합니다.",settings.description,"Manage audio, text speed, and AI connection.",
src/components/pc/home/PCHomeScreen.tsx:520,DISPLAY,settings.display.eyebrow,DISPLAY,
src/components/pc/home/PCHomeScreen.tsx:520,화면,settings.display.title,Display,
src/components/pc/home/PCHomeScreen.tsx:523,해상도 프리셋,settings.display.preset,Resolution Preset,
src/components/pc/home/PCHomeScreen.tsx:524,선택한 해상도에 맞춰 좌우 패널이 단계적으로 조정됩니다,settings.display.presetDesc,Side panels adapt in steps based on the chosen resolution.,
src/components/pc/home/PCHomeScreen.tsx:531,Auto (자동 감지),settings.display.autoLabel,Auto (detect),
src/components/pc/home/PCHomeScreen.tsx:538,AUDIO,settings.audio.eyebrow,AUDIO,
src/components/pc/home/PCHomeScreen.tsx:538,오디오,settings.audio.title,Audio,
src/components/pc/home/PCHomeScreen.tsx:538,배경음,settings.audio.bgm,Music,
src/components/pc/home/PCHomeScreen.tsx:538,타이틀과 플레이 배경음,settings.audio.bgmDesc,Title and gameplay background music,
src/components/pc/home/PCHomeScreen.tsx:538,효과음,settings.audio.sfx,Sound Effects,
src/components/pc/home/PCHomeScreen.tsx:538,상호작용과 판결 효과음,settings.audio.sfxDesc,Interaction and verdict sound effects,
src/components/pc/home/PCHomeScreen.tsx:539,GAMEPLAY,settings.gameplay.eyebrow,GAMEPLAY,
src/components/pc/home/PCHomeScreen.tsx:539,게임 플레이,settings.gameplay.title,Gameplay,
src/components/pc/home/PCHomeScreen.tsx:539,행동 힌트,settings.gameplay.behaviorHint,Behavior Hints,
src/components/pc/home/PCHomeScreen.tsx:539,대사 자동 진행,settings.gameplay.autoAdvance,Auto-Advance Dialogue,
src/components/pc/home/PCHomeScreen.tsx:539,텍스트 속도,settings.gameplay.textSpeed,Text Speed,
src/components/pc/home/PCHomeScreen.tsx:539,대사 표시와 타이핑 속도,settings.gameplay.textSpeedDesc,Dialogue display and typing speed,
src/components/pc/home/PCHomeScreen.tsx:539,빠르게,settings.gameplay.speed.fast,Fast,
src/components/pc/home/PCHomeScreen.tsx:539,보통,settings.gameplay.speed.normal,Normal,
src/components/pc/home/PCHomeScreen.tsx:539,느리게,settings.gameplay.speed.slow,Slow,
src/components/pc/home/PCHomeScreen.tsx:540,LIVE,settings.live.eyebrow,LIVE,
src/components/pc/home/PCHomeScreen.tsx:540,라이브 상태,settings.live.title,Live Status,
src/components/pc/home/PCHomeScreen.tsx:540,AI 연결,settings.live.aiConnection,AI Connection,
src/components/pc/home/PCHomeScreen.tsx:540,확인 중,common.checking,Checking…,
src/components/pc/home/PCHomeScreen.tsx:540,정상,settings.live.online,Online,
src/components/pc/home/PCHomeScreen.tsx:540,오프라인,settings.live.offline,Offline,
src/components/pc/home/PCHomeScreen.tsx:540,다음 충전,settings.live.nextRecharge,Next Recharge,
src/components/pc/home/PCHomeScreen.tsx:540,확인 중…,common.checking,Checking…,
src/components/pc/home/PCHomeScreen.tsx:540,연결 다시 확인,settings.live.recheck,Recheck Connection,
src/components/pc/home/PCHomeScreen.tsx:642,지금 해상도를 유지하시겠습니까?,settings.resolution.confirmTitle,Keep this resolution?,
src/components/pc/home/PCHomeScreen.tsx:645,초 후 이전 해상도로 돌아갑니다.,settings.resolution.revertHint,Reverting in {seconds} sec.,
src/components/pc/home/PCHomeScreen.tsx:648,예,common.yes,Yes,
src/components/pc/home/PCHomeScreen.tsx:649,아니요,common.no,No,
src/components/pc/home/PCHomeScreen.tsx:590,뒤로,common.back,Back,
src/components/pc/home/PCHomeScreen.tsx:682-687,전설/우수/양호/보통/미흡 (rating helper),rating.legend/.excellent/.good/.average/.poor,Legend/Excellent/Good/Average/Below Average,
src/components/pc/home/PCHomeScreen.tsx:837,판결 기록 (modal aria),history.modal.aria,Verdict Record Detail,
src/components/pc/home/PCHomeScreen.tsx:843,판결 기록 (eyebrow),history.modal.eyebrow,Verdict Record,
src/components/pc/home/PCHomeScreen.tsx:867,관계,interaction.relationship,Relationship,
src/components/pc/home/PCHomeScreen.tsx:868,쟁점,verdict.meta.disputes,Disputes,Reuses key.
src/components/pc/home/PCHomeScreen.tsx:869,증거,history.modal.evidenceLabel,Evidence,
src/components/pc/home/PCHomeScreen.tsx:898,별 N개 (aria),result.starsAria,{count} stars,
src/components/pc/home/PCHomeScreen.tsx:888,쟁점별 판단 결과,result.disputeResultsTitle,Dispute Judgments,
src/components/pc/home/PCHomeScreen.tsx:895,내 판단,result.myJudgmentLabel,My Judgment,
src/components/pc/home/PCHomeScreen.tsx:953,판결문 요약,result.section.verdictSummary,Verdict Summary,
src/components/pc/home/PCHomeScreen.tsx:979,이전 플레이 기록에는 후일담이 저장되어 있지 않습니다. 앞으로 완료되는 플레이는 후일담까지 함께 저장됩니다.,history.modal.epilogueEmpty,Older plays did not save an epilogue. Future plays will save one.,
src/components/pc/home/PCHomeScreen.tsx:995,획득 카드,result.section.titles,Titles Earned,
src/components/pc/home/PCHomeScreen.tsx:1005,저장된 칭호 기록이 없습니다.,history.modal.titlesEmpty,No saved titles for this play.,
src/components/pc/home/PCHomeScreen.tsx:1008,보상 조각,result.section.rewards,Reward Fragments,
src/components/pc/home/PCHomeScreen.tsx:1050,저장된 보상 기록이 없습니다.,history.modal.rewardsEmpty,No saved rewards for this play.,
src/components/pc/home/PCHomeScreen.tsx:852,< 이전,result.footer.prev,< Previous,
src/components/pc/home/PCHomeScreen.tsx:856,다음 >,result.footer.next,Next >,
src/components/pc/home/PCHomeScreen.tsx:860,닫기,common.close,Close,
src/components/pc/home/PCCaseBrowser.tsx:38,현재 조건에 맞는 사건이 없습니다.,caseBrowser.empty.defaultTitle,No cases match the current filter.,
src/components/pc/home/PCCaseBrowser.tsx:39,다른 세션을 고르거나 필터를 조정한 뒤 다시 확인해 주세요.,caseBrowser.empty.defaultDescription,Try a different session or adjust the filter.,
src/components/pc/home/PCCaseBrowser.tsx:93,뒤로,common.back,Back,
src/components/pc/home/PCCaseBrowser.tsx:104,완료 기록만,caseBrowser.completedToggle,Completed Only,
src/components/pc/home/PCCaseBrowser.tsx:113,N건,caseBrowser.casesUnit,{count} cases,
src/components/pc/home/PCCaseBrowser.tsx:171,좌측에서 사건을 선택하세요.,caseBrowser.empty.unselected,Select a case from the list.,
src/components/pc/home/PCCaseBrowser.tsx:254,주요 쟁점,caseBrowser.brief.disputesTitle,Key Disputes,
src/components/pc/home/PCCaseBrowser.tsx:262,심문 과정에서 추가 쟁점이 드러날 수 있습니다,caseBrowser.brief.disputesHint,Additional disputes may surface during interrogation.,
src/components/pc/home/PCCaseBrowser.tsx:266,초기 증거,caseBrowser.brief.evidenceTitle,Initial Evidence,
src/components/pc/home/PCCaseBrowser.tsx:272,초기 증거 미지정,caseBrowser.brief.evidenceEmpty,No initial evidence assigned,
src/components/pc/home/PCCaseBrowser.tsx:280,최고 기록,caseBrowser.brief.bestRecord,Best Score,
src/components/pc/home/PCCaseBrowser.tsx:289,사건 입장하기,caseBrowser.brief.enter,Enter Case,
src/components/pc/home/PCCaseBrief.tsx:68,사건 목록,caseBrief.list,Case List,
src/components/pc/home/PCCaseBrief.tsx:133,주요 쟁점,caseBrowser.brief.disputesTitle,Key Disputes,Reuses key.
src/components/pc/home/PCCaseBrief.tsx:146,심문 과정에서 추가 쟁점이 드러날 수 있습니다,caseBrowser.brief.disputesHint,Additional disputes may surface during interrogation.,
src/components/pc/home/PCCaseBrief.tsx:154,초기 증거,caseBrowser.brief.evidenceTitle,Initial Evidence,
src/components/pc/home/PCCaseBrief.tsx:165,초기 증거가 아직 지정되지 않았습니다,caseBrowser.brief.evidenceEmpty,No initial evidence assigned,
src/components/pc/home/PCCaseBrief.tsx:175,사건 입장하기,caseBrowser.brief.enter,Enter Case,
src/components/pc/home/PCLobbyOverlay.tsx:33,닫기,common.close,Close,
src/components/pc/settings/PCSettingsPanel.tsx:43,화면,settingsFull.category.display,Display,
src/components/pc/settings/PCSettingsPanel.tsx:44,오디오,settingsFull.category.audio,Audio,
src/components/pc/settings/PCSettingsPanel.tsx:45,게임플레이,settingsFull.category.gameplay,Gameplay,
src/components/pc/settings/PCSettingsPanel.tsx:46,데이터,settingsFull.category.data,Data,
src/components/pc/settings/PCSettingsPanel.tsx:47,언어,settingsFull.category.language,Language,
src/components/pc/settings/PCSettingsPanel.tsx:48,접근성,settingsFull.category.accessibility,Accessibility,
src/components/pc/settings/PCSettingsPanel.tsx:49,키보드,settingsFull.category.controls,Controls,
src/components/pc/settings/PCSettingsPanel.tsx:50,계정,settingsFull.category.account,Account,
src/components/pc/settings/PCSettingsPanel.tsx:51,정보,settingsFull.category.about,About,
src/components/pc/settings/PCSettingsPanel.tsx:69,설정,settingsFull.aria,Settings,
src/components/pc/settings/PCSettingsPanel.tsx:73,설정,settingsFull.title,Settings,
src/components/pc/settings/PCSettingsPanel.tsx:79,닫기 (Esc),settingsFull.closeAria,Close (Esc),
src/components/pc/settings/PCSettingsPanel.tsx:88,설정 카테고리,settingsFull.sidebarAria,Settings Categories,
src/components/pc/settings/PCSettingsPanel.tsx:102,준비 중,settingsFull.preview.badge,Coming Soon,
src/components/pc/settings/PCSettingsPanel.tsx:113,한국어 / 영어 / 일본어 — 확장 예정,settingsFull.languageDesc,Korean / English / Japanese — More planned,Sidebar preview body. Note: this string itself describes the locale list — leave Korean/English/Japanese names readable.
src/components/pc/settings/PCSettingsPanel.tsx:114,색약 모드·큰 글씨·자막·깜빡임 감소 — 다음 사이클,settingsFull.accessibilityDesc,Color-blind mode · Large text · Captions · Reduce flicker — Next cycle,
src/components/pc/settings/PCSettingsPanel.tsx:115,단축키 커스터마이징 — 다음 사이클,settingsFull.controlsDesc,Custom shortcuts — Next cycle,
src/components/pc/settings/PCSettingsPanel.tsx:116,로그인·세이브 동기 — 확장 예정,settingsFull.accountDesc,Login · Save sync — Planned,
src/components/pc/settings/PCSettingsPanel.tsx:135,화면,settingsFull.display.title,Display,
src/components/pc/settings/PCSettingsPanel.tsx:136,해상도 · 풀스크린 · UI 표시 옵션,settingsFull.display.desc,Resolution · Fullscreen · UI options,
src/components/pc/settings/PCSettingsPanel.tsx:139,해상도 프리셋,settingsFull.display.presetTitle,Resolution Preset,
src/components/pc/settings/PCSettingsPanel.tsx:141,선택한 해상도에 맞춰 좌우 패널 레이아웃이 단계적으로 조정됩니다.,settingsFull.display.presetDesc,Side-panel layout adapts in steps to the chosen resolution.,
src/components/pc/settings/PCSettingsPanel.tsx:147,Auto (자동 감지),settingsFull.display.autoLabel,Auto (detect),
src/components/pc/settings/PCSettingsPanel.tsx:148,현재 NAME,settingsFull.display.autoCurrent,Current: {name},
src/components/pc/settings/PCSettingsPanel.tsx:165,현재 UI 단계,settingsFull.display.bucketLabel,Current UI Step,
src/components/pc/settings/PCSettingsPanel.tsx:167,(기본 · 1080px 이상),settingsFull.display.bucketL,(Default · 1080px and above),
src/components/pc/settings/PCSettingsPanel.tsx:168,(축소 1단계 · 900–1079px),settingsFull.display.bucketM,(Compact 1 · 900–1079px),
src/components/pc/settings/PCSettingsPanel.tsx:169,(축소 2단계 · 768–899px),settingsFull.display.bucketS,(Compact 2 · 768–899px),
src/components/pc/settings/PCSettingsPanel.tsx:170,(축소 3단계 · 767px 이하),settingsFull.display.bucketXS,(Compact 3 · 767px and below),
src/components/pc/settings/PCSettingsPanel.tsx:176,표시 옵션 (예정),settingsFull.display.optionsTitle,Display Options (Planned),
src/components/pc/settings/PCSettingsPanel.tsx:178,풀스크린 모드 / 브라우저 풀스크린 토글,settingsFull.display.option.fullscreen/.fullscreenDesc,Fullscreen / Toggle browser fullscreen,
src/components/pc/settings/PCSettingsPanel.tsx:179,UI 스케일 / 80% ~ 120%,settingsFull.display.option.uiScale/.uiScaleDesc,UI Scale / 80% – 120%,
src/components/pc/settings/PCSettingsPanel.tsx:180,FPS 제한 / 30 / 60 / 120 / 무제한,settingsFull.display.option.fps/.fpsDesc,FPS Limit / 30 / 60 / 120 / Unlimited,
src/components/pc/settings/PCSettingsPanel.tsx:181,모션 감소 / 펄스/애니메이션 비활성,settingsFull.display.option.reducedMotion/.reducedMotionDesc,Reduced Motion / Disable pulses and animations,
src/components/pc/settings/PCSettingsPanel.tsx:182,그레인/필터 효과 / 배경 그레인 토글,settingsFull.display.option.grain/.grainDesc,Grain / Filter / Toggle background grain,
src/components/pc/settings/PCSettingsPanel.tsx:233,오디오,settingsFull.audio.* (see proposals),Audio,
src/components/pc/settings/PCSettingsPanel.tsx:234,배경음 · 효과음 · 음소거 옵션,settingsFull.audio.desc,Music · SFX · Mute options,
src/components/pc/settings/PCSettingsPanel.tsx:237,사운드,settingsFull.audio.soundTitle,Sound,
src/components/pc/settings/PCSettingsPanel.tsx:239,배경음 (BGM),settingsFull.audio.bgmLabel,Music (BGM),
src/components/pc/settings/PCSettingsPanel.tsx:240,법정 배경 음악을 재생합니다.,settingsFull.audio.bgmDesc,Plays courtroom background music.,
src/components/pc/settings/PCSettingsPanel.tsx:245,효과음 (SFX),settingsFull.audio.sfxLabel,Sound Effects (SFX),
src/components/pc/settings/PCSettingsPanel.tsx:246,버튼·상태 전이 등 인터랙션 사운드를 재생합니다.,settingsFull.audio.sfxDesc,Plays UI and interaction sounds.,
src/components/pc/settings/PCSettingsPanel.tsx:255,마스터 볼륨 / 0% ~ 100% 슬라이더,settingsFull.audio.option.master/.masterDesc,Master Volume / 0% – 100% slider,
src/components/pc/settings/PCSettingsPanel.tsx:256,BGM 볼륨 / 배경음 개별 볼륨,settingsFull.audio.option.bgmVolume/.bgmVolumeDesc,Music Volume / Per-track music volume,
src/components/pc/settings/PCSettingsPanel.tsx:257,SFX 볼륨 / 효과음 개별 볼륨,settingsFull.audio.option.sfxVolume/.sfxVolumeDesc,SFX Volume / Per-track effect volume,
src/components/pc/settings/PCSettingsPanel.tsx:258,보이스 볼륨 / LLM 음성 합성 (확장 예정),settingsFull.audio.option.voice/.voiceDesc,Voice Volume / LLM voice synthesis (planned),
src/components/pc/settings/PCSettingsPanel.tsx:295,게임플레이,settingsFull.gameplay.title (display via settingsFull.category.gameplay),Gameplay,
src/components/pc/settings/PCSettingsPanel.tsx:296,텍스트 속도 · 자동 진행 · 행동 힌트,settingsFull.gameplay.desc,Text speed · Auto-advance · Behavior hints,
src/components/pc/settings/PCSettingsPanel.tsx:299,진행,settingsFull.gameplay.flowTitle,Flow,
src/components/pc/settings/PCSettingsPanel.tsx:301,행동 힌트 표시,settingsFull.gameplay.hintsLabel,Show Behavior Hints,
src/components/pc/settings/PCSettingsPanel.tsx:302,심문/증거 행동 선택지에 추천 힌트를 표시합니다.,settingsFull.gameplay.hintsDesc,Show recommended hints on interrogation/evidence actions.,
src/components/pc/settings/PCSettingsPanel.tsx:307,대사 자동 진행,settingsFull.gameplay.autoLabel,Auto-Advance Dialogue,
src/components/pc/settings/PCSettingsPanel.tsx:308,스크립트 대사를 자동으로 다음 줄로 넘깁니다.,settingsFull.gameplay.autoDesc,Advance scripted dialogue automatically.,
src/components/pc/settings/PCSettingsPanel.tsx:315,텍스트 속도,settingsFull.gameplay.textSpeedTitle,Text Speed,
src/components/pc/settings/PCSettingsPanel.tsx:316,대사 타이핑 효과의 속도를 조정합니다.,settingsFull.gameplay.textSpeedDesc,Adjust dialogue typing speed.,
src/components/pc/settings/PCSettingsPanel.tsx:318-320,빠름 / 보통 / 느림,settings.gameplay.speed.* (reuse home keys),Fast / Normal / Slow,
src/components/pc/settings/PCSettingsPanel.tsx:327,자동 저장 주기 / 페이즈마다 / 사건 종료 시 / 비활성,settingsFull.gameplay.option.autoSave/.autoSaveDesc,Auto-Save Cadence / Per phase / On case end / Off,
src/components/pc/settings/PCSettingsPanel.tsx:328,튜토리얼 다시 보기 / 첫 사건 가이드 재생,settingsFull.gameplay.option.tutorial/.tutorialDesc,Replay Tutorial / Replay first-case guidance,
src/components/pc/settings/PCSettingsPanel.tsx:329,난이도 / 초보 / 표준 / 전문가,settingsFull.gameplay.option.difficulty/.difficultyDesc,Difficulty / Beginner / Standard / Expert,
src/components/pc/settings/PCSettingsPanel.tsx:374,저장 데이터를 JSON 파일로 내보냈습니다.,settingsFull.data.exportSuccess,Save data exported as JSON.,
src/components/pc/settings/PCSettingsPanel.tsx:376,내보내기에 실패했습니다.,settingsFull.data.exportFail,Export failed.,
