id,category,source,case_id,key_path,ko,en,ja,zh-CN,notes
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v1].behaviorHint,죄책감과 불안을 시간의 흐름 안에서 묻는다. 감정이 커진 지점을 기억하게 만드는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v1_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v1].text,"윤정후 씨, 어머니가 흔들리는 모습을 보면서도 문서를 들이민 데 죄책감이 있었습니까.",I am not asking you to defend the timing; I am asking what it cost you to be there.,ユン・テソンさん、遺言書の作成手続きと母の状態を前にして揺れていた時間も含めて、率直なところをお答えください。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v2].behaviorHint,죄책감과 불안을 시간의 흐름 안에서 묻는다. 감정이 커진 지점을 기억하게 만드는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy_approach-2-v2_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy_approach-2-v2].text,"윤태성 씨, 혹시 어머니가 정말 판단하지 못하실까 봐 무서웠던 순간이 있었습니까.",Set aside the document for a moment — what was that period actually like for you?,ユン・テソンさん、遺言書の作成手続きと母の状態を見て胸の中で結論に向かっていった経緯を、お話しください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v3].behaviorHint,죄책감과 불안을 시간의 흐름 안에서 묻는다. 감정이 커진 지점을 찾는다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v3_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v3].text,"윤정후 씨, 윤태성 씨를 피했다는 말을 들을 때 어떤 감정이 올라옵니까.","I want to understand what you carried in those weeks, before we return to the procedure.",ユン・テソンさん、遺言書の作成手続きと母の状態について、いま胸の中にある事情を整えてお答えください。,让我们再确认一次。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请把这一点定准。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v4].behaviorHint,죄책감과 불안을 시간의 흐름 안에서 묻는다. 감정이 커진 지점을 찾는다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v4_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v4].text,"윤태성 씨, 어머니 곁에서 밀려났다고 느낀 순간이 있었습니까.","Tell me what was on your mind in those days, regardless of what was on the page.",ユン・テソンさん、不安と確信の境目で何が決め手になったのか、お話しいただけますか。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v5].behaviorHint,죄책감과 불안을 시간의 흐름 안에서 묻는다. 감정이 커진 지점을 찾는다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_2_.variants_judgeq-d-1-empathy-approach-2-v5_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|2].variants[judgeq-d-1-empathy-approach-2-v5].text,"두 분, 같은 방을 두고 서로 다른 기억이 생긴 이유를 말씀해 주십시오.","Speak to me as a person here, not as a party — what do you remember most clearly?",ユン・テソンさん、遺言書の作成手続きと母の状態を伏せていた間の心情を、率直に整えてください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v1].behaviorHint,사실 뒤에 눌려 있던 두려움을 직접 건드린다. 관계 붕괴를 무서워한 마음을 말하게 하는 단계다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v1_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v1].text,"윤정후 씨, 윤태성 씨가 알게 되면 일이 더 커질까 두려웠다는 뜻입니까.",I am not asking you to defend the timing; I am asking what it cost you to be there.,ユン・テソンさん、遺言書の作成手続きと母の状態を前にして揺れていた時間も含めて、率直なところをお答えください。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v2].behaviorHint,사실 뒤에 눌려 있던 두려움을 직접 건드린다. 관계 붕괴를 무서워한 마음을 말하게 하는 단계다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy_approach-3-v2_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy_approach-3-v2].text,"윤태성 씨, 윤정후 씨를 의심하는 마음 뒤에 어머니를 지키지 못했다는 자책도 있었습니까.",Set aside the document for a moment — what was that period actually like for you?,ユン・テソンさん、遺言書の作成手続きと母の状態を見て胸の中で結論に向かっていった経緯を、お話しください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v3].behaviorHint,사실 뒤에 눌려 있던 두려움을 직접 건드린다. 관계의 균열을 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v3_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v3].text,"윤정후 씨, 도움과 개입 사이에서 죄책감을 느낀 순간이 있었습니까.","I want to understand what you carried in those weeks, before we return to the procedure.",ユン・テソンさん、遺言書の作成手続きと母の状態について、いま胸の中にある事情を整えてお答えください。,让我们再确认一次。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请把这一点定准。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v4].behaviorHint,사실 뒤에 눌려 있던 두려움을 직접 건드린다. 관계의 균열을 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v4_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v4].text,"윤태성 씨, 윤정후 씨 침묵이 왜 더 큰 상처로 느껴졌습니까.","Tell me what was on your mind in those days, regardless of what was on the page.",ユン・テソンさん、不安と確信の境目で何が決め手になったのか、お話しいただけますか。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v5].behaviorHint,사실 뒤에 눌려 있던 두려움을 직접 건드린다. 관계의 균열을 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_3_.variants_judgeq-d-1-empathy-approach-3-v5_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|3].variants[judgeq-d-1-empathy-approach-3-v5].text,"두 분, 어머니를 위한다는 말이 서로에게 어떻게 들렸는지 답해 주십시오.","Speak to me as a person here, not as a party — what do you remember most clearly?",ユン・テソンさん、遺言書の作成手続きと母の状態を伏せていた間の心情を、率直に整えてください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v1].behaviorHint,가장 무거운 감정을 선택하게 만든다. 책임과 상처 가운데 무엇이 더 크게 남는지 스스로 보게 하는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v1_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v1].text,"윤정후 씨, 지금 더 무거운 것은 어머니 뜻을 붙들었다는 마음입니까, 윤태성 씨를 배제했다는 죄책감입니까.",I am not asking you to defend the timing; I am asking what it cost you to be there.,ユン・テソンさん、遺言書の作成手続きと母の状態を前にして揺れていた時間も含めて、率直なところをお答えください。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v2].behaviorHint,가장 무거운 감정을 선택하게 만든다. 책임과 상처 가운데 무엇이 더 크게 남는지 스스로 보게 하는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy_approach-4-v2_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy_approach-4-v2].text,"윤태성 씨, 진실을 찾으려는 마음과 장남으로 남고 싶었던 마음 중 무엇이 더 컸습니까.",Set aside the document for a moment — what was that period actually like for you?,ユン・テソンさん、遺言書の作成手続きと母の状態を見て胸の中で結論に向かっていった経緯を、お話しください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v3_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v3].behaviorHint,가장 무거운 감정을 선택하게 만든다. 책임과 상처를 스스로 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v3_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v3].text,"윤정후 씨, 지금 가장 후회되는 것은 서두른 일입니까, 설명하지 않은 일입니까.","I want to understand what you carried in those weeks, before we return to the procedure.",ユン・テソンさん、遺言書の作成手続きと母の状態について、いま胸の中にある事情を整えてお答えください。,让我们再确认一次。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请把这一点定准。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v4_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v4].behaviorHint,가장 무거운 감정을 선택하게 만든다. 책임과 상처를 스스로 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v4_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v4].text,"윤태성 씨, 어머니 뜻을 다 안다고 믿었던 마음을 지금 어떻게 보십니까.","Tell me what was on your mind in those days, regardless of what was on the page.",ユン・テソンさん、不安と確信の境目で何が決め手になったのか、お話しいただけますか。,请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v5_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v5].behaviorHint,가장 무거운 감정을 선택하게 만든다. 책임과 상처를 스스로 보게 한다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_empathy_approach_4_.variants_judgeq-d-1-empathy-approach-4-v5_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|empathy_approach|4].variants[judgeq-d-1-empathy-approach-4-v5].text,"두 분, 어머니 앞에서 끝내 하지 못한 말을 지금 정리해 주십시오.","Speak to me as a person here, not as a party — what do you remember most clearly?",ユン・テソンさん、遺言書の作成手続きと母の状態を伏せていた間の心情を、率直に整えてください。,换一个角度。请进一步补充：尹泰成先生，对母亲晚年那段时间的状态，您愿意把您看到的部分先讲一遍吗。请按时间顺序回答。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_fact_pursuit_1_.variants_judgeq-d-1-fact_pursuit-1-v1_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|fact_pursuit|1].variants[judgeq-d-1-fact_pursuit-1-v1].behaviorHint,표면 사실부터 고정한다. 누가 언제 무엇을 봤는지 기초 순서를 세우는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_fact_pursuit_1_.variants_judgeq-d-1-fact_pursuit-1-v1_.text,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|fact_pursuit|1].variants[judgeq-d-1-fact_pursuit-1-v1].text,"윤정후 씨, 유서가 작성되던 무렵 어머니를 얼마나 자주 찾아뵈었는지부터 말씀해 주십시오.","Walk the court through the actual sequence around the will drafting, step by step.",ユン・ジョンフさん、遺言書の作成手続きと母の状態について、まず日付ごとの行為を時系列でお答えください。,尹正厚先生，遗嘱定稿前后，您去看母亲的次数和大致时间，请按时间顺序讲。,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
non_party_scripted_text_src_data_scriptedText_family-01_channels_judge_question_.entries_d-1_fact_pursuit_1_.variants_judgeq-d-1-fact_pursuit-1-v2_.behaviorHint,non_party_scripted_text,src/data/scriptedText,family-01,channels[judge_question].entries[d-1|fact_pursuit|1].variants[judgeq-d-1-fact_pursuit-1-v2].behaviorHint,표면 사실부터 고정한다. 누가 언제 무엇을 봤는지 기초 순서를 세우는 질문이다.,,,,"Scripted text channel without party a/b as speaker: system, judge, witness, dossier, mediation, aftermath, and milestone copy."
