path,surface_type,case_id,authoritative_status,text_fields,estimated_text_items,notes
src/data/cases/generated/spouse-01.json,case_data,spouse-01,active,"meta.title, meta.anchorTruth, meta.emotionalBait, meta.resolutionDilemma, duo.partyA/partyB.{speechStyle, fear, occupation, dailyRoutine, sensitivePoints[*], verbalTells[*].pattern, callTerms.*}, evidence[*].{name, surfaceName, description, surfaceDescription, v3DepthPlan stage summaries}, dispute[*].{title, surfaceText, claims}, witnesses[*].{name, surfaceKnowledge}, dossierCards[*].{label, summary, judgeHint, noteText}, combinationLab.*, v3Design.authorityPlacements[*].purpose, mediation/aftermath strings",~400-700,"Authoritative case data. Per disclosure-policy.md §4.1 ★ uiSurfaceMap: evidence.name and v3DepthPlan stage summaries contain TRUTH lexemes — surface-only fields (surfaceName, dossierLabel, etc.) must be used in UI. JA translation must respect the same truth/surface split."
src/data/cases/generated/family-01.json,case_data,family-01,active,(same),~500-800,Same. family-01 has the most paraphrase risk (60:40 비율 / 20년 송금 / 출생 비밀).
src/data/cases/generated/friend-01.json,case_data,friend-01,active,(same),~400-700,Same.
src/data/cases/refined/spouse-01_texts.json,case_text_refinement,(legacy spouse storyline),legacy,"fields[*].original, fields[*].refined, arrays[*][*].original, arrays[*][*].refined",~80-120,"Older 280만원/돌봄센터/지석 storyline — superseded by current cases/generated/spouse-01.json (3,000만원/오피스텔/형). Not consumed at runtime (grep src/ has 0 imports). Skip JA translation."
src/data/cases/refined/family-01_texts.json,case_text_refinement,(legacy refinement),legacy,(same),~80-120,Same — not consumed at runtime.
src/data/cases/refined/friend-01_texts.json,case_text_refinement,(legacy refinement),legacy,(same),~80-120,Same — not consumed at runtime.
src/data/cases/refined/spouse-01_backup.json,backup,(legacy backup),legacy,(structural backup),N/A,Backup file — skip.
src/data/cases/refined/manifest.json,backup,(legacy manifest),legacy,(file index),N/A,Skip.
src/data/witnessTestimonyData/spouse-01.ts,witness_testimony_data,spouse-01,active,"TestimonySlot[*].topic, .question, .testimony, .behaviorHint",~150-250,"Multi-layered witness testimony. Per disclosure-policy.md §4.1 witness-truth boundaries: surfaceKnowledge only — translation must preserve the gating across depth 1/2/3."
src/data/witnessTestimonyData/family-01.ts,witness_testimony_data,family-01,active,(same),~150-250,Same.
src/data/witnessTestimonyData/friend-01.ts,witness_testimony_data,friend-01,active,(same),~150-250,Same.
src/data/evidencePresentationScripts.ts,evidence_presentation,3 active cases,active,"FAMILY_01_/FRIEND_01_/SPOUSE_01_EVIDENCE_SCRIPTS records: facts[stage], partyFacts[party][stage], stances[party][lieBand], questionSpecific maps",~600-900,"Single TS file containing all 3 active cases' evidence presentation strings keyed by stage and lieBand. Surface-only at stage 0/1; gated at stage 2. JA translation must respect stage-gated truth boundaries."
src/data/confessionScripts.ts,confession_scripts,3 active cases,active,"CONFESSION_DATA[caseId][key].{preConfession, confessionMain, postConfession}",~30-60 entries × 3 strings,"S5 confession lines — truth lexemes ALLOWED here (only place where truth-name lexemes appear in surface text). JA must convey full disclosure with appropriate emotional register."
src/data/combinationComments.ts,combination_comments,3 active cases,active,"COMMENTS[caseId][*].comment",~30 entries,"Judge comments triggered on evidence-combination success. Surface/abstracted phrasing per disclosure-policy uiSurfaceMap §4.1-4.3 — must NOT leak truth."
src/data/scriptVariations/*,script_variations,(unclear),unclear,(unknown),N/A,"Subdirectory present but not referenced by inspected loaders. Audit before translating."
src/data/legacy/dialogues/phase1.ts,legacy_dialogue,(legacy),legacy,exported strings,~200,Per directory name — legacy. Skip JA.
src/data/legacy/dialogues/phase2.ts,legacy_dialogue,(legacy),legacy,exported strings,~200,Skip.
src/data/legacy/dialogues/phase3-5.ts,legacy_dialogue,(legacy),legacy,exported strings,~200,Skip.
