case,surface,bucket_key,total_variants,filled_variants,unique_opener30,unique_closer30,top_prefix30_ratio,opener_pass,closer_pass,prefix_pass,overall_pass
family-01,scriptedText.interrogation,"a|d-4|S3|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S3|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S3|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S4|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S4|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S4|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S5|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S5|motive_search",10,10,5,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-4|S5|empathy_approach",10,10,5,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S0|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S0|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S0|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S1|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S1|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S1|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S2|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S2|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S2|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S3|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S3|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S3|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S4|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S4|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S4|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S5|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S5|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-4|S5|empathy_approach",10,10,5,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S0|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S0|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S0|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S1|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S1|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S1|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S2|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S2|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S2|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S3|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S3|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S3|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S4|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S4|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S4|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S5|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S5|motive_search",10,10,5,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"a|d-5|S5|empathy_approach",10,10,5,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S0|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S0|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S0|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S1|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S1|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S1|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S2|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S2|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S2|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S3|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S3|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S3|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S4|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S4|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S4|empathy_approach",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S5|fact_pursuit",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S5|motive_search",10,10,3,10,0.400,true,true,true,true
family-01,scriptedText.interrogation,"b|d-5|S5|empathy_approach",10,10,5,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|notarization_flow|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|paper_reading|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|general|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|mother_intent|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S4",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|visit_pattern|S5",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S0",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S1",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S2",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S3",10,10,3,10,0.400,true,true,true,true
family-01,interrogation_answers,"a|d-1|caregiver_change|S4",10,10,3,10,0.400,true,true,true,true
